method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8420588235294119, 0.9705882352941176, 0.6764705882352942, 196.07, 208.0, 63.0
surrogate, 2, 0.868529411764706, 1.0, 0.6764705882352942, 191.05, 209.0, 63.0
emulator, 2.1, 1.0, 1.0, 1.0, 213.0, 213.0, 213.0
