random_weights,runs,mean_generations,median_generations,max_generations,min_generations,q1_generations,q3_generations,iqr_generations,ci_generations,generations_upper_lower,std_deviation_generations,converged_number,convergence_percent,mean_time_taken,std_deviation_time_taken,q1_time_taken,q3_time_taken,iqr_time_taken,ci_time_taken,time_taken_upper_lower
True,20,5.65,5.0,17,1,3.0,8.0,5.0,1.83,3.82-7.48,3.92,20,100.0,119.42,82.98,61.04,170.17,109.13,38.84,80.58-158.26
