generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
1,0.640625,0.8125,0.375,1269.0133933491359,1630.8935419049164,740.2081173798601
2,0.59125,0.78125,0.375,1161.734271523908,1539.0437151746062,740.2081173798601
3,0.5578125,0.8125,0.375,1089.9848977998909,1619.5044931929006,740.2081173798601
4,0.533125,0.71875,0.375,1028.9990189794132,1430.052549471026,740.2081173798601
5,0.510625,0.75,0.25,983.27689756412,1429.2702853387805,471.5852890623427
6,0.479375,0.6875,0.25,916.5967255483421,1403.9009468745423,471.5852890623427
7,0.4653125,0.75,0.28125,887.9588960297588,1529.0831826299063,543.3995911134805
8,0.445,0.65625,0.3125,838.9239625490914,1246.362702725709,535.6872041695472
9,0.425625,0.5625,0.28125,798.8829693904352,1187.3220967186585,520.3774856887176
10,0.404375,0.59375,0.25,756.8642504659546,1187.8468449571524,455.84928581735164
11,0.38,0.59375,0.21875,706.1485070064174,1116.3366998702518,389.5025225104622
12,0.3490625,0.5625,0.125,644.9589402349404,1063.528865175345,205.26867420011394
13,0.3175,0.53125,0.125,581.8044668215573,997.6563817759522,218.16220747768983
14,0.2953125,0.46875,0.125,542.545249541579,885.0517368442041,218.16220747768983
15,0.275,0.46875,0.125,498.9192400043976,895.8820392425088,218.16220747768983
16,0.2565625,0.4375,0.125,463.5371479056115,828.1552491171158,235.47525903791382
17,0.255625,0.40625,0.09375,459.083039514935,832.0030806901275,157.4505747142747
18,0.24625,0.4375,0.125,439.8718944422169,837.6357185331701,191.73458283230707
19,0.2440625,0.40625,0.125,430.1171529294258,725.8734105315324,191.73458283230707
20,0.2209375,0.375,0.0625,384.68623822013933,668.9995659569842,111.26893746458333
21,0.21125,0.34375,0.0625,367.07370152944196,702.1780408668726,101.37759446353746
22,0.2046875,0.40625,0.03125,352.94301388793815,763.2055776822416,44.2552492413823
23,0.186875,0.34375,0.0625,320.1976906208277,617.5068819921596,111.26744151690082
24,0.1734375,0.375,0.0625,290.27798844572476,711.024887996064,123.38355427068426
25,0.169375,0.28125,0.0625,280.00674509451676,540.8365888354502,95.65679719953931
