method, generation, latency, ar
surrogate, 1, 47.0, 0.925
surrogate, 1, 47.0, 0.925
surrogate, 1, 46.0, 0.9
surrogate, 2, 47.0, 0.925
surrogate, 2, 47.0, 0.925
surrogate, 2, 46.0, 0.9
surrogate, 3, 47.0, 0.925
surrogate, 3, 47.0, 0.925
surrogate, 3, 46.0, 0.9
surrogate, 4, 47.0, 0.925
surrogate, 4, 47.0, 0.925
surrogate, 4, 46.0, 0.9125
surrogate, 5, 47.0, 0.925
surrogate, 5, 47.0, 0.925
surrogate, 5, 46.0, 0.9125
surrogate, 6, 46.0, 0.9375
surrogate, 7, 46.0, 0.9375
surrogate, 8, 46.0, 0.9375
surrogate, 9, 46.0, 0.9375
surrogate, 10, 46.0, 0.9375
surrogate, 11, 48.0, 0.9625
surrogate, 11, 46.0, 0.9375
