# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
86.00,13.00,10.18,64.33,12.00,0.04,23.29
86.00,3.00,10.18,64.33,12.00,0.04,23.29
86.00,7.00,10.18,64.33,12.00,0.04,23.29
86.00,1.00,10.18,64.33,12.00,0.04,23.29
86.00,19.00,10.18,64.33,12.00,0.04,23.29
86.00,21.00,10.18,64.33,12.00,0.04,23.29
86.00,30.00,10.18,64.33,12.00,0.04,23.29
86.00,18.00,10.18,64.33,12.00,0.04,23.29
86.00,2.00,10.18,64.33,12.00,0.04,23.29
86.00,9.00,10.18,64.33,12.00,0.04,23.29
86.00,27.00,10.18,64.33,12.00,0.04,23.29
86.00,23.00,10.18,64.33,12.00,0.04,23.29
86.00,25.00,10.18,64.33,12.00,0.04,23.29
86.00,10.00,10.18,64.33,12.00,0.04,23.29
86.00,14.00,10.18,64.33,12.00,0.04,23.29
86.00,0.00,10.18,64.33,12.00,0.04,23.29
86.00,8.00,10.18,64.33,12.00,0.04,23.29
86.00,15.00,10.18,64.33,12.00,0.04,23.29
86.00,12.00,10.18,64.33,12.00,0.04,23.29
86.00,17.00,10.18,64.33,12.00,0.04,23.29
86.00,29.00,10.18,64.33,12.00,0.04,23.29
86.00,6.00,10.18,64.33,12.00,0.04,23.29
86.00,4.00,10.18,64.33,12.00,0.04,23.29
86.00,16.00,20.89,113.45,12.57,0.08,24.43
86.00,11.00,23.86,140.48,12.67,0.10,25.44
86.00,5.00,46.28,290.06,17.25,0.10,28.38
86.00,31.00,10.18,64.33,12.00,0.04,23.29
86.00,39.00,10.18,64.33,12.00,0.04,23.29
86.00,38.00,10.18,64.33,12.00,0.04,23.29
86.00,50.00,10.18,64.33,12.00,0.04,23.29
86.00,34.00,10.18,64.33,12.00,0.04,23.29
86.00,26.00,10.18,64.33,12.00,0.04,23.29
86.00,43.00,10.18,64.33,12.00,0.04,23.29
86.00,47.00,10.18,64.33,12.00,0.04,23.29
86.00,40.00,10.18,64.33,12.00,0.04,23.29
86.00,37.00,10.18,64.33,12.00,0.04,23.29
86.00,46.00,10.18,64.33,12.00,0.04,23.29
86.00,22.00,10.18,64.33,12.00,0.04,23.29
86.00,45.00,10.18,64.33,12.00,0.04,23.29
86.00,51.00,10.18,64.33,12.00,0.04,23.29
86.00,52.00,10.18,64.33,12.00,0.04,23.29
86.00,33.00,10.18,64.33,12.00,0.04,23.29
86.00,42.00,10.18,64.33,12.00,0.04,23.29
86.00,36.00,10.18,64.33,12.00,0.04,23.29
86.00,44.00,10.18,64.33,12.00,0.04,23.29
86.00,41.00,10.18,64.33,12.00,0.04,23.29
86.00,32.00,10.18,64.33,12.00,0.04,23.29
86.00,20.00,10.18,64.33,12.00,0.04,23.29
86.00,49.00,10.18,64.33,12.00,0.04,23.29
86.00,24.00,10.18,64.33,12.00,0.04,23.29
86.00,35.00,29.62,225.98,15.14,0.08,26.36
86.00,28.00,85.15,675.99,23.80,0.14,34.83
86.00,48.00,46.28,290.06,17.25,0.10,28.38
86.00,64.00,10.18,64.33,12.00,0.04,23.29
86.00,66.00,10.18,64.33,12.00,0.04,23.29
86.00,68.00,10.18,64.33,12.00,0.04,23.29
86.00,67.00,10.18,64.33,12.00,0.04,23.29
86.00,57.00,10.18,64.33,12.00,0.04,23.29
86.00,56.00,10.18,64.33,12.00,0.04,23.29
86.00,60.00,10.18,64.33,12.00,0.04,23.29
86.00,63.00,10.18,64.33,12.00,0.04,23.29
86.00,65.00,10.18,64.33,12.00,0.04,23.29
86.00,61.00,10.18,64.33,12.00,0.04,23.29
86.00,55.00,10.18,64.33,12.00,0.04,23.29
86.00,58.00,23.86,140.48,12.67,0.10,25.44
86.00,53.00,29.62,225.98,15.14,0.08,26.36
