# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,28.00,1.88,11.28,17.33,0.04,28.78
1.00,52.00,2.35,15.51,19.20,0.04,30.75
1.00,37.00,1.88,13.98,18.00,0.04,36.75
1.00,34.00,2.63,18.42,24.00,0.05,38.66
1.00,2.00,1.72,13.31,18.67,0.03,30.09
1.00,23.00,5.64,43.90,21.33,0.11,37.05
1.00,18.00,5.17,37.42,22.91,0.08,36.61
1.00,9.00,5.64,47.82,25.00,0.10,40.15
1.00,21.00,7.08,55.22,24.00,0.11,39.49
1.00,16.00,2.63,17.58,19.20,0.05,32.95
1.00,93.00,2.58,13.98,16.00,0.05,32.30
1.00,63.00,6.11,47.12,23.69,0.10,38.34
1.00,45.00,7.24,58.52,23.60,0.12,39.45
1.00,74.00,6.58,52.70,23.86,0.12,39.89
1.00,19.00,11.53,82.49,20.74,0.32,36.92
1.00,22.00,10.98,88.89,24.38,0.25,40.86
1.00,54.00,15.04,149.21,29.12,0.26,45.50
