# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,8.00,5.31,47.70,26.00,0.01,35.25
1.00,24.00,6.69,70.39,25.71,0.03,38.07
1.00,1.00,7.39,63.32,28.00,0.03,39.50
1.00,21.00,8.38,65.98,25.00,0.04,37.58
1.00,23.00,6.75,55.57,27.67,0.04,40.35
1.00,12.00,6.75,58.88,27.33,0.03,39.67
1.00,3.00,7.99,67.95,26.75,0.03,38.38
1.00,30.00,6.30,60.24,26.57,0.03,38.66
1.00,26.00,7.71,60.30,24.29,0.02,34.77
1.00,0.00,9.17,91.07,32.50,0.02,43.23
1.00,22.00,6.00,45.90,25.00,0.02,35.08
1.00,5.00,6.60,66.67,28.67,0.02,39.74
1.00,13.00,5.40,52.74,26.40,0.03,38.21
1.00,6.00,6.75,50.32,24.00,0.03,35.90
1.00,20.00,6.45,59.02,26.00,0.03,37.65
1.00,7.00,7.50,62.47,31.33,0.02,40.46
1.00,2.00,6.94,60.81,25.43,0.03,37.22
1.00,14.00,7.28,57.15,26.00,0.02,37.17
1.00,9.00,5.40,45.68,24.33,0.02,35.88
1.00,11.00,7.84,62.94,26.86,0.03,38.35
1.00,15.00,7.26,60.69,28.29,0.03,40.35
1.00,18.00,7.97,61.97,24.86,0.05,38.09
1.00,27.00,7.99,72.79,23.75,0.04,36.56
1.00,4.00,7.76,68.57,23.75,0.04,36.32
1.00,10.00,9.19,76.89,30.29,0.03,41.42
1.00,17.00,9.11,73.01,30.00,0.03,41.75
1.00,19.00,7.20,70.65,26.50,0.03,38.77
1.00,16.00,7.20,70.71,27.50,0.03,38.82
1.00,58.00,5.70,56.55,26.00,0.03,37.67
1.00,50.00,8.03,59.10,23.33,0.04,35.90
1.00,54.00,5.40,50.10,26.33,0.02,37.49
1.00,45.00,7.65,65.33,23.00,0.04,35.51
1.00,63.00,6.81,62.16,27.43,0.02,38.19
1.00,49.00,6.94,63.58,27.71,0.02,38.41
1.00,46.00,6.00,49.95,26.00,0.02,37.12
1.00,60.00,7.39,75.21,27.43,0.03,39.13
1.00,37.00,5.77,56.92,27.00,0.02,38.16
1.00,32.00,8.89,71.61,26.00,0.02,36.82
1.00,39.00,7.59,64.54,28.00,0.03,39.19
1.00,59.00,7.20,72.90,30.00,0.02,40.85
1.00,52.00,7.43,76.44,29.25,0.03,41.02
1.00,38.00,7.20,69.86,26.00,0.03,38.06
1.00,40.00,5.04,38.52,24.00,0.02,35.06
1.00,55.00,5.62,40.28,23.50,0.03,35.25
1.00,48.00,8.10,74.59,24.50,0.03,36.70
1.00,31.00,5.40,49.05,21.67,0.03,33.34
1.00,28.00,7.05,61.73,26.00,0.02,36.93
1.00,61.00,5.85,53.55,29.00,0.02,40.35
1.00,35.00,6.30,50.48,27.33,0.02,38.34
1.00,43.00,6.23,52.80,24.00,0.02,35.24
1.00,57.00,6.30,53.49,24.57,0.03,36.34
1.00,62.00,10.35,64.35,23.25,0.05,36.36
1.00,44.00,6.60,62.55,26.67,0.03,38.20
1.00,47.00,10.35,69.30,28.00,0.03,39.49
