# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
2.00,56.00,10.18,60.16,13.00,0.07,25.40
2.00,29.00,9.26,72.94,23.20,0.04,34.55
2.00,18.00,14.81,87.47,16.00,0.08,28.15
2.00,35.00,10.18,72.20,19.00,0.07,31.41
2.00,41.00,12.96,81.19,17.71,0.06,30.31
2.00,27.00,16.66,100.79,19.56,0.07,31.50
2.00,19.00,14.81,110.15,22.00,0.08,34.77
2.00,97.00,14.81,93.02,18.50,0.08,30.84
2.00,22.00,29.62,206.18,18.12,0.16,33.77
2.00,58.00,33.65,257.70,24.35,0.22,42.16
2.00,4.00,42.58,308.91,21.83,0.27,38.25
2.00,82.00,44.43,354.46,23.83,0.30,40.31
2.00,88.00,37.02,281.61,22.50,0.24,38.51
2.00,71.00,42.58,369.11,25.65,0.22,42.65
2.00,0.00,59.24,500.57,26.94,0.34,43.31
2.00,53.00,88.86,810.42,29.00,0.46,49.49
