# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,31.00,12.50,66.64,21.00,0.08,33.53
1.00,17.00,12.96,85.68,18.29,0.07,30.25
1.00,15.00,12.96,89.12,18.29,0.06,30.58
1.00,25.00,21.69,140.69,21.71,0.08,33.37
1.00,54.00,11.11,87.62,20.67,0.07,33.10
1.00,1.00,17.69,96.67,13.78,0.13,29.26
1.00,26.00,29.62,203.17,20.38,0.16,36.21
1.00,39.00,37.32,248.45,18.53,0.29,34.95
1.00,52.00,35.17,268.57,24.00,0.17,39.71
1.00,38.00,37.02,265.69,23.30,0.19,40.49
1.00,34.00,35.17,279.77,24.00,0.20,41.67
1.00,27.00,33.32,252.17,22.44,0.20,41.31
1.00,42.00,38.87,278.12,22.19,0.21,40.37
1.00,2.00,37.02,262.96,21.80,0.21,40.37
1.00,50.00,42.58,335.35,22.61,0.28,39.10
1.00,77.00,14.81,67.57,21.00,0.13,36.73
1.00,94.00,12.96,85.68,17.71,0.07,29.70
1.00,76.00,17.19,99.44,20.57,0.11,34.81
1.00,63.00,33.32,273.46,25.22,0.19,42.77
1.00,81.00,33.32,221.53,21.78,0.15,36.99
1.00,71.00,33.32,254.64,22.11,0.18,38.32
1.00,58.00,50.74,299.81,21.73,0.30,38.29
1.00,82.00,38.87,306.15,21.71,0.27,38.16
1.00,86.00,30.66,245.40,23.62,0.20,42.30
1.00,61.00,40.73,289.12,22.18,0.24,38.01
1.00,47.00,57.39,524.63,27.03,0.35,43.33
1.00,70.00,61.09,494.74,23.58,0.44,39.80
1.00,59.00,77.75,684.94,25.38,0.57,51.09
