method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.865625, 0.9125, 0.8, 47.25, 50.0, 46.0
surrogate, 2, 0.8793750000000001, 0.9125, 0.8125, 47.15, 50.0, 46.0
surrogate, 3, 0.8837499999999998, 0.9125, 0.8125, 47.25, 50.0, 46.0
surrogate, 4, 0.8856249999999999, 0.9375, 0.825, 46.85, 48.0, 46.0
surrogate, 5, 0.8943749999999999, 0.9375, 0.85, 46.8, 48.0, 45.0
surrogate, 6, 0.8881249999999999, 0.9375, 0.7875, 46.6, 48.0, 45.0
surrogate, 7, 0.8887499999999999, 0.9375, 0.7875, 46.6, 49.0, 45.0
surrogate, 8, 0.890625, 0.9375, 0.7875, 46.55, 49.0, 45.0
surrogate, 9, 0.8931249999999998, 0.9375, 0.75, 46.25, 49.0, 39.0
surrogate, 10, 0.8962500000000002, 0.9375, 0.75, 45.95, 49.0, 39.0
surrogate, 11, 0.8912500000000001, 0.9375, 0.75, 45.55, 48.0, 39.0
surrogate, 12, 0.8962500000000002, 0.9375, 0.75, 45.5, 48.0, 39.0
surrogate, 13, 0.8962499999999999, 0.9375, 0.75, 45.3, 47.0, 39.0
surrogate, 14, 0.8943750000000001, 0.9375, 0.75, 45.35, 48.0, 39.0
surrogate, 15, 0.8718750000000002, 0.9375, 0.6125, 44.65, 47.0, 39.0
surrogate, 16, 0.871875, 0.9625, 0.6125, 44.35, 47.0, 39.0
