method, generation, power, ar
surrogate, 1, 201.0, 0.9545454545454546
surrogate, 1, 184.0, 0.9090909090909091
surrogate, 1, 136.0, 0.8863636363636364
surrogate, 2, 201.0, 0.9545454545454546
surrogate, 2, 177.0, 0.9318181818181818
surrogate, 2, 136.0, 0.8863636363636364
surrogate, 2, 104.0, 0.8409090909090909
surrogate, 3, 201.0, 0.9772727272727273
surrogate, 3, 177.0, 0.9318181818181818
surrogate, 3, 176.0, 0.9090909090909091
surrogate, 3, 136.0, 0.8863636363636364
surrogate, 3, 104.0, 0.8409090909090909
surrogate, 4, 201.0, 0.9772727272727273
surrogate, 4, 201.0, 0.9772727272727273
surrogate, 4, 177.0, 0.9318181818181818
surrogate, 4, 176.0, 0.9090909090909091
surrogate, 4, 136.0, 0.8863636363636364
surrogate, 4, 104.0, 0.8409090909090909
surrogate, 4, 103.0, 0.8181818181818182
surrogate, 5, 193.0, 1.0
surrogate, 5, 177.0, 0.9318181818181818
surrogate, 5, 176.0, 0.9090909090909091
surrogate, 5, 136.0, 0.8863636363636364
surrogate, 5, 96.0, 0.8636363636363636
surrogate, 5, 87.0, 0.8181818181818182
emulator, 5.1, 198.0, 1.0
