method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8413636363636365, 0.9545454545454546, 0.7045454545454546, 201.99, 209.0, 136.0
surrogate, 2, 0.876590909090909, 0.9545454545454546, 0.7045454545454546, 199.41, 209.0, 104.0
surrogate, 3, 0.898636363636364, 0.9772727272727273, 0.7727272727272727, 199.02, 209.0, 104.0
surrogate, 4, 0.904090909090909, 0.9772727272727273, 0.7727272727272727, 195.31, 209.0, 103.0
surrogate, 5, 0.8984090909090908, 1.0, 0.7272727272727273, 190.38, 209.0, 87.0
emulator, 5.1, 1.0, 1.0, 1.0, 198.0, 198.0, 198.0
