# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
34.00,17.00,1.88,10.34,10.00,0.02,21.09
34.00,13.00,1.88,10.34,10.00,0.02,21.09
34.00,4.00,1.88,10.34,10.00,0.02,21.09
34.00,21.00,1.88,10.34,10.00,0.02,21.09
34.00,2.00,1.88,10.34,10.00,0.02,21.09
34.00,11.00,1.88,10.34,10.00,0.02,21.09
34.00,8.00,1.88,10.34,10.00,0.02,21.09
34.00,1.00,1.88,10.34,10.00,0.02,21.09
34.00,9.00,1.88,10.34,10.00,0.02,21.09
34.00,3.00,1.88,10.34,10.00,0.02,21.09
34.00,15.00,1.88,10.34,10.00,0.02,21.09
34.00,10.00,1.88,10.34,10.00,0.02,21.09
34.00,7.00,1.88,10.34,10.00,0.02,21.09
34.00,12.00,1.88,10.34,10.00,0.02,21.09
34.00,14.00,1.88,10.34,10.00,0.02,21.09
34.00,16.00,9.05,70.61,16.25,0.08,29.17
34.00,0.00,11.28,85.11,17.78,0.08,30.48
34.00,5.00,25.38,175.82,22.12,0.11,35.55
34.00,33.00,1.88,10.34,10.00,0.02,21.09
34.00,36.00,1.88,10.34,10.00,0.02,21.09
34.00,41.00,1.88,10.34,10.00,0.02,21.09
34.00,26.00,1.88,10.34,10.00,0.02,21.09
34.00,22.00,1.88,10.34,10.00,0.02,21.09
34.00,28.00,1.88,10.34,10.00,0.02,21.09
34.00,19.00,1.88,10.34,10.00,0.02,21.09
34.00,30.00,1.88,10.34,10.00,0.02,21.09
34.00,37.00,1.88,10.34,10.00,0.02,21.09
34.00,25.00,1.88,10.34,10.00,0.02,21.09
34.00,24.00,1.88,10.34,10.00,0.02,21.09
34.00,23.00,1.88,10.34,10.00,0.02,21.09
34.00,34.00,1.88,10.34,10.00,0.02,21.09
34.00,18.00,1.88,10.34,10.00,0.02,21.09
34.00,29.00,1.88,10.34,10.00,0.02,21.09
34.00,32.00,5.64,41.35,14.00,0.07,26.78
34.00,27.00,1.88,10.34,10.00,0.02,21.09
34.00,42.00,1.88,10.34,10.00,0.02,21.09
34.00,35.00,20.68,138.16,21.54,0.09,33.85
34.00,20.00,9.05,70.61,16.25,0.08,29.17
34.00,6.00,19.74,146.55,22.00,0.09,34.28
34.00,31.00,29.14,207.77,23.67,0.12,37.48
34.00,64.00,1.88,10.34,10.00,0.02,21.09
34.00,67.00,1.88,10.34,10.00,0.02,21.09
34.00,62.00,1.88,10.34,10.00,0.02,21.09
34.00,44.00,1.88,10.34,10.00,0.02,21.09
34.00,68.00,1.88,10.34,10.00,0.02,21.09
34.00,49.00,1.88,10.34,10.00,0.02,21.09
34.00,60.00,1.88,10.34,10.00,0.02,21.09
34.00,59.00,1.88,10.34,10.00,0.02,21.09
34.00,65.00,1.88,10.34,10.00,0.02,21.09
34.00,39.00,1.88,10.34,10.00,0.02,21.09
34.00,47.00,1.88,10.34,10.00,0.02,21.09
34.00,52.00,1.88,10.34,10.00,0.02,21.09
34.00,58.00,1.88,10.34,10.00,0.02,21.09
34.00,38.00,1.88,10.34,10.00,0.02,21.09
34.00,55.00,1.88,10.34,10.00,0.02,21.09
34.00,43.00,1.88,10.34,10.00,0.02,21.09
34.00,54.00,1.88,10.34,10.00,0.02,21.09
34.00,56.00,1.88,10.34,10.00,0.02,21.09
34.00,51.00,1.88,10.34,10.00,0.02,21.09
34.00,53.00,1.88,10.34,10.00,0.02,21.09
34.00,46.00,1.88,10.34,10.00,0.02,21.09
34.00,61.00,1.88,10.34,10.00,0.02,21.09
34.00,63.00,1.88,10.34,10.00,0.02,21.09
34.00,40.00,1.88,10.34,10.00,0.02,21.09
34.00,66.00,9.40,68.96,17.00,0.07,29.34
34.00,48.00,15.04,97.65,19.20,0.07,31.02
34.00,57.00,18.80,143.67,21.71,0.08,33.82
34.00,79.00,1.88,10.34,10.00,0.02,21.09
34.00,74.00,1.88,10.34,10.00,0.02,21.09
34.00,69.00,1.88,10.34,10.00,0.02,21.09
34.00,83.00,1.88,10.34,10.00,0.02,21.09
34.00,84.00,1.88,10.34,10.00,0.02,21.09
34.00,78.00,1.88,10.34,10.00,0.02,21.09
34.00,50.00,1.88,10.34,10.00,0.02,21.09
34.00,82.00,1.88,10.34,10.00,0.02,21.09
34.00,72.00,1.88,10.34,10.00,0.02,21.09
34.00,73.00,1.88,10.34,10.00,0.02,21.09
34.00,71.00,1.88,10.34,10.00,0.02,21.09
34.00,75.00,11.28,85.32,17.56,0.09,30.80
34.00,70.00,19.74,126.18,20.67,0.09,33.14
34.00,45.00,14.10,96.53,18.80,0.08,31.38
34.00,81.00,25.38,176.58,22.38,0.11,36.05
34.00,80.00,33.84,256.27,25.33,0.14,40.11
34.00,91.00,1.88,10.34,10.00,0.02,21.09
34.00,98.00,1.88,10.34,10.00,0.02,21.09
34.00,97.00,1.88,10.34,10.00,0.02,21.09
34.00,90.00,1.88,10.34,10.00,0.02,21.09
34.00,96.00,1.88,10.34,10.00,0.02,21.09
34.00,77.00,1.88,15.04,20.00,0.02,31.09
34.00,88.00,1.88,10.34,10.00,0.02,21.09
34.00,94.00,1.88,10.34,10.00,0.02,21.09
34.00,87.00,1.88,10.34,10.00,0.02,21.09
34.00,89.00,1.88,10.34,10.00,0.02,21.09
34.00,99.00,1.88,10.34,10.00,0.02,21.09
34.00,86.00,1.88,10.34,10.00,0.02,21.09
34.00,95.00,1.88,10.34,10.00,0.02,21.09
34.00,85.00,5.64,41.35,14.00,0.07,26.78
34.00,76.00,11.28,70.26,16.50,0.07,28.58
34.00,93.00,1.88,10.34,10.00,0.02,21.09
34.00,92.00,31.96,226.91,24.84,0.12,38.51
