method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8502777777777779, 0.9444444444444444, 0.6111111111111112, 201.01, 209.0, 111.0
surrogate, 2, 0.8797222222222225, 0.9722222222222222, 0.6111111111111112, 196.19, 209.0, 111.0
surrogate, 3, 0.8930555555555557, 1.0, 0.6111111111111112, 193.44, 209.0, 111.0
emulator, 3.1, 1.0, 1.0, 1.0, 216.0, 216.0, 216.0
