# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,80.00,5.18,37.21,17.60,0.02,28.73
1.00,52.00,7.40,44.20,23.00,0.03,34.04
1.00,31.00,5.55,46.90,22.67,0.02,33.83
1.00,27.00,7.40,57.50,23.00,0.02,34.12
1.00,77.00,5.55,35.17,20.00,0.01,31.29
1.00,41.00,15.74,121.61,22.94,0.05,34.19
1.00,40.00,17.59,140.47,24.11,0.05,35.24
1.00,12.00,27.77,205.64,22.67,0.07,34.44
1.00,9.00,33.45,239.76,25.00,0.12,38.82
1.00,86.00,27.77,247.33,23.93,0.11,37.02
1.00,34.00,33.96,244.39,25.69,0.07,36.90
1.00,22.00,30.84,221.11,19.16,0.12,33.13
