# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
2.00,12.00,30.60,287.58,27.59,0.13,41.08
2.00,9.00,29.70,276.31,27.76,0.09,41.22
2.00,8.00,25.20,218.43,24.71,0.08,38.14
2.00,16.00,45.15,247.56,19.29,0.28,40.36
2.00,1.00,28.80,260.66,28.25,0.10,41.74
2.00,6.00,29.70,263.25,25.76,0.09,39.22
2.00,7.00,30.60,260.17,26.35,0.09,39.82
2.00,2.00,32.40,281.21,26.94,0.09,40.41
2.00,0.00,33.30,279.12,26.43,0.09,39.89
2.00,10.00,33.30,288.96,25.89,0.12,39.39
2.00,5.00,33.30,282.78,26.70,0.09,40.15
2.00,17.00,30.60,262.92,25.29,0.10,38.77
2.00,14.00,31.50,251.73,23.37,0.11,36.87
2.00,4.00,36.83,307.92,26.87,0.13,40.37
2.00,3.00,32.40,299.85,27.33,0.08,40.74
2.00,11.00,31.50,288.68,24.91,0.12,38.41
2.00,25.00,27.66,226.64,25.40,0.09,38.87
2.00,15.00,31.50,294.13,24.86,0.15,38.35
2.00,20.00,28.80,251.04,24.44,0.11,37.93
2.00,19.00,31.50,282.10,26.74,0.11,40.23
2.00,29.00,30.60,269.60,27.18,0.10,40.66
2.00,24.00,30.60,275.96,27.82,0.09,41.27
2.00,18.00,31.50,255.41,25.31,0.09,38.77
2.00,13.00,30.60,277.88,26.18,0.10,39.66
2.00,26.00,29.70,253.72,26.97,0.08,40.29
2.00,23.00,31.08,254.63,22.18,0.14,35.67
2.00,27.00,30.60,252.00,26.18,0.08,39.56
2.00,28.00,30.60,277.08,28.29,0.08,41.70
2.00,30.00,33.30,276.56,26.27,0.11,39.76
2.00,22.00,30.60,266.96,27.71,0.08,41.06
2.00,41.00,25.20,218.68,24.79,0.09,38.26
2.00,48.00,29.81,274.50,25.31,0.14,38.81
2.00,21.00,28.80,253.55,27.62,0.08,41.03
2.00,36.00,28.80,230.64,24.38,0.10,37.85
2.00,47.00,29.70,275.93,27.39,0.10,40.88
2.00,39.00,30.60,287.43,26.47,0.12,39.97
2.00,40.00,29.70,282.23,27.94,0.10,41.42
2.00,32.00,32.04,264.41,26.23,0.10,39.72
2.00,38.00,31.50,296.37,26.80,0.12,40.30
2.00,37.00,35.10,300.74,26.10,0.09,39.54
2.00,35.00,27.00,229.88,25.00,0.09,38.48
2.00,31.00,30.60,260.87,26.94,0.09,40.40
2.00,34.00,26.10,244.69,25.38,0.09,38.86
2.00,43.00,32.92,257.07,26.76,0.14,40.26
2.00,46.00,30.60,252.13,25.53,0.08,38.95
2.00,44.00,28.80,249.68,26.12,0.08,39.53
2.00,33.00,34.20,296.16,25.74,0.13,39.23
2.00,54.00,31.25,272.24,29.29,0.08,42.67
2.00,60.00,34.20,291.71,26.63,0.10,40.11
2.00,50.00,30.60,272.46,27.06,0.09,40.49
2.00,66.00,29.70,275.54,24.00,0.14,37.49
2.00,56.00,31.50,261.59,25.09,0.11,38.58
2.00,49.00,34.20,292.13,24.89,0.12,38.39
2.00,57.00,31.50,290.28,26.63,0.09,40.10
2.00,42.00,34.86,294.68,26.11,0.09,39.57
2.00,45.00,31.50,283.28,27.14,0.09,40.61
2.00,51.00,30.60,255.73,25.88,0.10,39.36
2.00,64.00,30.95,255.57,25.09,0.11,38.59
2.00,63.00,27.90,229.35,25.29,0.09,38.76
2.00,55.00,32.40,276.25,26.17,0.10,39.65
2.00,74.00,27.90,225.46,24.52,0.08,37.88
2.00,52.00,34.20,290.16,26.58,0.10,40.06
2.00,59.00,31.50,274.47,26.06,0.12,39.55
2.00,61.00,34.36,298.13,26.22,0.11,39.71
2.00,72.00,26.10,224.05,26.28,0.09,39.75
2.00,53.00,32.40,273.58,26.39,0.09,39.83
2.00,83.00,28.80,241.93,25.38,0.10,38.87
2.00,58.00,26.10,236.48,26.69,0.09,40.14
2.00,71.00,29.70,269.18,25.76,0.11,39.25
2.00,67.00,30.60,263.70,25.65,0.09,39.09
2.00,69.00,35.10,296.16,24.92,0.12,38.42
2.00,70.00,32.40,278.40,25.89,0.11,39.38
2.00,75.00,31.50,292.99,27.54,0.10,41.02
2.00,68.00,33.60,291.66,26.76,0.11,40.25
2.00,62.00,33.30,307.24,26.76,0.10,40.24
2.00,73.00,31.50,255.96,26.40,0.09,39.87
2.00,77.00,31.50,276.94,27.20,0.08,40.61
2.00,80.00,31.50,279.77,27.43,0.09,40.87
2.00,76.00,30.60,266.08,26.76,0.09,40.23
2.00,65.00,30.60,291.53,26.88,0.12,40.38
2.00,95.00,27.00,229.28,26.80,0.08,40.18
2.00,98.00,31.21,237.96,23.03,0.14,36.53
2.00,79.00,31.50,254.31,25.66,0.09,39.11
2.00,87.00,31.50,276.11,26.17,0.09,39.62
2.00,91.00,29.70,270.56,27.21,0.11,40.71
2.00,78.00,29.70,268.17,26.24,0.11,39.74
2.00,88.00,30.60,267.29,26.00,0.09,39.46
2.00,86.00,32.40,288.71,26.56,0.11,40.05
2.00,90.00,32.40,290.47,27.28,0.10,40.75
2.00,85.00,33.05,280.41,26.33,0.09,39.77
2.00,97.00,28.80,237.08,25.88,0.08,39.28
2.00,96.00,28.22,251.65,26.77,0.08,40.20
2.00,81.00,27.90,258.71,27.68,0.09,41.14
2.00,99.00,32.40,259.30,24.83,0.11,38.33
2.00,84.00,28.80,268.92,27.81,0.09,41.27
2.00,94.00,30.60,260.39,26.18,0.08,39.58
2.00,89.00,31.50,255.56,24.91,0.10,38.40
2.00,82.00,32.72,277.83,25.78,0.09,39.24
2.00,93.00,34.20,281.79,26.42,0.10,39.91
2.00,92.00,34.20,318.20,28.16,0.12,41.66
