# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,0.00,24.30,190.18,23.04,0.10,36.53
1.00,9.00,25.20,227.46,26.57,0.10,40.06
1.00,4.00,29.70,251.65,25.21,0.10,38.70
1.00,17.00,27.90,238.11,26.58,0.09,40.03
1.00,12.00,30.60,287.48,27.88,0.11,41.38
1.00,3.00,30.60,257.06,26.06,0.09,39.53
1.00,1.00,33.30,286.36,26.54,0.09,40.00
1.00,5.00,27.00,232.54,26.47,0.09,39.93
1.00,14.00,31.50,270.58,25.83,0.09,39.29
1.00,2.00,31.50,272.79,25.94,0.11,39.44
1.00,8.00,34.20,308.88,26.21,0.12,39.71
1.00,7.00,32.40,287.19,25.78,0.10,39.27
1.00,6.00,29.00,292.62,28.39,0.14,41.88
1.00,16.00,27.90,228.98,25.10,0.08,38.53
1.00,10.00,35.10,311.61,26.87,0.13,40.37
1.00,15.00,29.70,278.97,27.88,0.11,41.37
1.00,23.00,31.89,255.82,27.10,0.10,40.57
1.00,25.00,28.80,228.74,24.38,0.09,37.83
1.00,28.00,31.50,258.40,25.37,0.11,38.87
1.00,21.00,28.80,254.87,28.12,0.08,41.46
1.00,13.00,31.50,273.09,26.57,0.08,39.97
1.00,32.00,27.00,222.20,24.80,0.08,38.24
1.00,22.00,30.60,277.73,27.59,0.10,41.06
1.00,30.00,34.41,269.80,26.76,0.11,40.26
1.00,18.00,31.50,282.15,27.03,0.10,40.51
1.00,31.00,31.50,295.70,25.94,0.10,39.43
1.00,11.00,32.02,291.03,28.79,0.10,42.27
1.00,20.00,29.70,250.80,25.27,0.11,38.77
1.00,24.00,29.70,261.19,26.55,0.10,40.03
1.00,19.00,30.60,255.07,25.47,0.08,38.85
1.00,29.00,31.50,265.20,26.17,0.10,39.66
1.00,26.00,31.50,258.71,25.03,0.09,38.47
1.00,27.00,30.60,255.24,25.59,0.10,39.06
1.00,42.00,28.80,246.46,26.12,0.08,39.54
1.00,37.00,27.90,264.66,27.42,0.09,40.89
1.00,39.00,30.60,257.27,27.00,0.08,40.42
1.00,33.00,32.40,293.42,25.67,0.12,39.16
1.00,41.00,35.10,291.30,25.08,0.12,38.57
1.00,38.00,28.80,254.93,27.00,0.08,40.35
1.00,35.00,34.20,309.04,25.42,0.16,38.91
1.00,43.00,32.40,318.49,27.61,0.13,41.11
1.00,34.00,33.30,286.56,26.38,0.09,39.82
1.00,36.00,28.80,234.86,27.56,0.07,40.72
1.00,45.00,27.90,228.41,25.48,0.08,38.89
1.00,47.00,31.27,264.03,26.97,0.08,40.36
1.00,48.00,27.00,255.18,28.33,0.08,41.76
1.00,49.00,31.50,261.87,25.31,0.11,38.81
1.00,52.00,31.50,277.11,27.26,0.09,40.72
1.00,51.00,34.20,304.05,27.37,0.10,40.86
1.00,40.00,28.80,257.91,26.56,0.13,40.06
1.00,50.00,33.30,285.41,26.49,0.10,39.96
1.00,46.00,35.10,277.04,25.64,0.10,39.13
1.00,44.00,27.90,246.95,27.23,0.09,40.70
1.00,72.00,29.70,245.95,26.91,0.08,40.33
1.00,64.00,29.70,256.90,26.42,0.09,39.89
1.00,69.00,29.70,271.57,28.91,0.08,42.34
1.00,65.00,31.50,262.27,26.86,0.09,40.29
1.00,61.00,30.60,236.77,24.29,0.09,37.74
1.00,70.00,30.60,271.07,26.94,0.09,40.40
1.00,56.00,27.00,240.87,26.60,0.08,39.97
1.00,60.00,30.60,259.64,25.41,0.09,38.86
1.00,57.00,31.50,263.11,26.40,0.08,39.81
1.00,67.00,31.50,285.66,26.51,0.11,40.01
1.00,66.00,31.50,279.10,27.03,0.10,40.51
1.00,54.00,34.20,254.59,23.84,0.11,37.34
1.00,55.00,33.30,289.61,26.54,0.09,40.00
1.00,53.00,29.28,264.61,27.12,0.11,40.62
1.00,68.00,31.50,254.25,23.94,0.11,37.43
1.00,63.00,27.90,250.52,26.71,0.09,40.17
1.00,73.00,29.70,271.81,27.88,0.09,41.33
1.00,58.00,30.60,261.09,26.88,0.08,40.22
1.00,74.00,30.60,293.85,29.35,0.08,42.78
1.00,71.00,28.80,254.36,27.56,0.08,40.91
1.00,86.00,26.10,241.09,27.79,0.09,41.25
1.00,77.00,31.21,291.40,23.35,0.14,36.85
1.00,85.00,27.90,231.97,26.13,0.09,39.60
1.00,87.00,29.70,236.99,25.76,0.10,39.25
1.00,62.00,29.70,257.81,26.97,0.09,40.41
1.00,80.00,30.60,253.34,24.29,0.10,37.78
1.00,84.00,31.50,258.70,25.14,0.11,38.63
1.00,82.00,29.70,271.75,27.21,0.10,40.70
1.00,59.00,29.70,274.16,27.21,0.09,40.68
1.00,81.00,29.70,269.58,28.79,0.10,42.26
1.00,75.00,34.20,293.42,27.37,0.10,40.84
1.00,83.00,32.40,282.41,27.11,0.09,40.54
1.00,78.00,27.00,232.20,25.73,0.08,39.13
1.00,93.00,29.70,243.10,24.42,0.09,37.89
1.00,91.00,31.50,263.46,25.37,0.10,38.86
1.00,89.00,28.80,255.80,27.12,0.10,40.61
1.00,76.00,31.50,271.21,26.00,0.10,39.47
1.00,90.00,33.30,281.01,26.59,0.10,40.08
1.00,79.00,32.40,257.28,25.72,0.09,39.18
1.00,88.00,30.60,291.27,28.65,0.09,42.11
1.00,94.00,30.60,260.64,25.88,0.09,39.34
1.00,92.00,32.40,297.50,27.33,0.10,40.82
1.00,97.00,28.80,260.34,27.25,0.08,40.67
1.00,96.00,31.50,258.40,23.71,0.11,37.21
1.00,99.00,30.60,272.90,28.00,0.09,41.46
1.00,95.00,32.40,264.72,25.56,0.10,39.03
1.00,98.00,33.30,304.81,26.43,0.11,39.93
