method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8467647058823531, 1.0, 0.6764705882352942, 233.15, 248.0, 183.0
emulator, 1.1, 1.0, 1.0, 1.0, 208.0, 208.0, 208.0
