method, generation, power, ar
surrogate, 1, 207.0, 1.0
surrogate, 1, 207.0, 1.0
surrogate, 1, 159.0, 0.9545454545454546
surrogate, 1, 158.0, 0.9090909090909091
emulator, 1.1, 203.0, 1.0
