method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.838181818181818, 1.0, 0.5454545454545454, 189.84, 207.0, 158.0
emulator, 1.1, 1.0, 1.0, 1.0, 203.0, 203.0, 203.0
