# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
6.00,1.00,28.80,274.06,26.62,0.12,40.12
6.00,16.00,27.90,234.93,25.03,0.11,38.53
6.00,11.00,27.00,251.79,27.47,0.10,40.95
6.00,6.00,29.70,277.30,27.39,0.08,40.82
6.00,23.00,29.70,241.68,22.73,0.12,36.22
6.00,31.00,30.60,277.58,27.65,0.09,41.09
6.00,28.00,29.70,265.47,26.12,0.11,39.61
6.00,22.00,31.50,265.10,26.80,0.10,40.28
6.00,3.00,29.70,253.84,26.12,0.07,39.42
6.00,0.00,30.60,250.97,25.47,0.09,38.91
6.00,21.00,32.40,296.07,27.28,0.12,40.77
6.00,30.00,32.40,285.56,26.33,0.10,39.82
6.00,4.00,31.50,266.58,26.29,0.11,39.78
6.00,13.00,33.30,300.45,27.73,0.10,41.20
6.00,9.00,26.10,221.17,26.00,0.07,39.29
6.00,8.00,34.20,311.15,27.11,0.10,40.58
6.00,27.00,32.40,272.49,24.39,0.12,37.89
6.00,14.00,33.96,325.56,29.03,0.10,42.50
6.00,2.00,33.30,286.19,26.00,0.09,39.46
6.00,25.00,27.00,243.76,26.00,0.11,39.50
6.00,24.00,27.00,237.93,26.87,0.07,40.05
6.00,15.00,29.70,253.30,26.00,0.09,39.45
6.00,10.00,33.30,276.25,25.95,0.10,39.42
6.00,18.00,28.80,255.09,25.88,0.09,39.33
6.00,5.00,31.50,275.63,26.57,0.10,40.05
6.00,17.00,33.30,272.70,24.38,0.11,37.87
6.00,19.00,33.30,296.73,27.14,0.10,40.61
6.00,12.00,29.70,264.35,27.27,0.09,40.74
6.00,7.00,33.30,273.67,25.24,0.10,38.72
6.00,26.00,28.80,269.89,24.31,0.12,37.81
6.00,20.00,33.30,283.49,26.54,0.09,40.00
6.00,65.00,28.80,239.57,26.75,0.10,40.24
6.00,54.00,26.10,232.93,27.45,0.07,40.70
6.00,43.00,27.00,248.04,27.47,0.07,40.78
6.00,49.00,28.80,258.72,27.12,0.09,40.59
6.00,64.00,25.20,214.41,24.21,0.07,37.58
6.00,33.00,32.40,295.85,25.78,0.12,39.27
6.00,34.00,28.80,262.27,26.44,0.11,39.93
6.00,36.00,28.80,264.50,27.00,0.09,40.46
6.00,42.00,29.70,241.38,24.55,0.09,38.02
6.00,38.00,28.80,247.23,25.31,0.09,38.77
6.00,29.00,33.30,303.64,26.54,0.12,40.04
6.00,35.00,36.20,269.75,19.94,0.20,33.61
6.00,32.00,32.40,246.71,24.39,0.12,37.89
6.00,67.00,31.50,255.66,25.60,0.10,39.08
6.00,51.00,29.70,257.51,26.91,0.09,40.37
6.00,37.00,30.60,259.81,25.18,0.10,38.66
6.00,40.00,29.70,257.11,26.48,0.09,39.92
6.00,66.00,31.50,263.52,25.26,0.11,38.75
6.00,39.00,27.00,301.89,30.93,0.10,44.42
6.00,44.00,33.30,286.41,24.70,0.14,38.20
6.00,41.00,34.20,299.97,26.37,0.13,39.87
6.00,73.00,29.70,254.97,25.15,0.09,38.62
6.00,45.00,29.70,285.98,26.97,0.10,40.45
6.00,75.00,30.60,267.75,26.82,0.10,40.31
6.00,56.00,31.50,265.91,23.89,0.12,37.38
6.00,50.00,30.60,279.01,26.59,0.10,40.07
6.00,78.00,28.80,257.82,26.81,0.09,40.25
6.00,46.00,32.40,290.11,26.00,0.12,39.50
6.00,57.00,28.80,280.11,28.31,0.11,41.81
6.00,48.00,31.50,272.84,25.03,0.13,38.52
6.00,71.00,31.50,275.05,26.40,0.10,39.87
6.00,47.00,32.40,272.38,26.39,0.09,39.83
6.00,63.00,35.10,304.59,25.90,0.13,39.39
6.00,61.00,31.50,271.90,25.77,0.09,39.22
6.00,58.00,30.60,267.67,25.29,0.11,38.79
6.00,55.00,31.50,270.40,26.29,0.10,39.76
6.00,59.00,29.70,284.15,28.30,0.09,41.77
