method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8449999999999999, 1.0, 0.6538461538461539, 232.74, 260.0, 151.0
emulator, 1.1, 1.0, 1.0, 1.0, 241.0, 241.0, 241.0
