generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
1,0.6228125,0.84375,0.375,2972.668408315416,4020.6368076020517,1950.4912870778435
2,0.565,0.8125,0.28125,2697.676508302272,3986.411849951055,1385.007026250852
3,0.528125,0.75,0.28125,2516.4399325514,3683.9735854999826,1384.5073303778925
4,0.4946875,0.71875,0.28125,2353.025359740162,3508.646541427087,1384.5073303778925
5,0.4715625,0.6875,0.28125,2222.7512590957363,3280.856411035788,1379.2651096618902
6,0.44375,0.625,0.25,2084.134189699787,3041.20070862708,1082.0806655737724
7,0.40875,0.65625,0.25,1898.718540941258,3007.518853446059,1077.063377735812
8,0.3834375,0.5625,0.15625,1757.2471066081346,2620.383722603828,696.0993986571281
9,0.344375,0.5625,0.15625,1567.984274519182,2657.3642179735457,695.1000069112088
10,0.3203125,0.5625,0.15625,1460.5773119009057,2695.036791356351,695.1000069112088
11,0.3021875,0.46875,0.09375,1366.5530051118421,2280.8930124837657,379.43504867641667
12,0.28,0.46875,0.0625,1251.4348863531638,2261.6778318650904,305.562132362343
13,0.25375,0.46875,0.09375,1124.9464909384908,2086.1863033762056,379.43504867641667
14,0.2390625,0.40625,0.125,1059.0494151307075,1787.3347590880453,426.0861626798086
15,0.23125,0.4375,0.0625,1004.1383737086928,1994.618617958715,238.24385449369018
16,0.2053125,0.4375,0.0625,890.3819932105794,1854.5565032418651,261.9911600020264
17,0.198125,0.34375,0.09375,872.8520276894695,1604.1094751164112,321.67127221896385
18,0.180625,0.375,0.0625,779.474017435423,1812.771526327187,219.26948212359073
19,0.1690625,0.3125,0.03125,719.428214850496,1340.5240287209815,109.63921508480567
20,0.160625,0.3125,0.0625,678.8829301270467,1270.9228575146215,216.26114233165077
21,0.1528125,0.3125,0.03125,639.1376475425076,1378.530100211819,100.38389400333182
22,0.1509375,0.375,0.03125,630.3883005037504,1666.0505554765148,100.38389400333182
23,0.1428125,0.28125,0.03125,587.1097466268317,1096.672241110895,107.12162311980474
24,0.1259375,0.375,0.0,519.6176947849792,1744.2199490847493,0.0
25,0.11,0.25,0.03125,456.470784817418,1077.8022971315934,107.90445693266031
26,0.0996875,0.21875,0.03125,403.77544399686724,928.8472558340736,111.14846725786666
27,0.0971875,0.28125,0.0,388.74586443805157,1316.2471502653018,0.0
28,0.08375,0.21875,0.0,338.10532729059895,973.2873274409881,0.0
29,0.0853125,0.21875,0.0,359.3638531873274,980.073538518478,0.0
30,0.0675,0.15625,0.0,291.3364936361694,806.2501159049324,0.0
31,0.060625,0.15625,0.0,258.03099403361864,712.6371155366553,0.0
32,0.06125,0.1875,0.0,257.209473455817,880.2291779712339,0.0
33,0.0584375,0.15625,0.0,238.76694099379347,830.1133674202239,0.0
34,0.0640625,0.1875,0.0,263.00971421117674,754.2290824257116,0.0
35,0.0575,0.15625,0.0,229.24517534479529,647.0082555147616,0.0
36,0.0515625,0.1875,0.0,213.1469316972164,937.6789281800692,0.0
37,0.058125,0.1875,0.0,243.35384494647863,835.1318404310291,0.0
38,0.04875,0.125,0.0,197.08550412687808,514.4528090287039,0.0
39,0.04375,0.125,0.0,175.11278284859384,552.111643124078,0.0
40,0.045625,0.125,0.0,181.70007102380762,580.9277531414263,0.0
41,0.048125,0.15625,0.0,191.7293279067227,574.8032483542504,0.0
42,0.0440625,0.15625,0.0,175.8726209932596,687.0977305884451,0.0
43,0.04875,0.125,0.0,203.31359877686864,629.255035641571,0.0
44,0.0521875,0.1875,0.0,220.70930097238877,815.3024829102336,0.0
45,0.0465625,0.15625,0.0,187.49592206511508,641.1407721213074,0.0
46,0.0496875,0.15625,0.0,205.28317019902926,754.2722631580409,0.0
47,0.048125,0.125,0.0,202.74132999347307,577.416677262771,0.0
48,0.0490625,0.125,0.0,200.82467776882652,584.620772160654,0.0
49,0.050625,0.21875,0.0,208.20297358036882,945.8999438260364,0.0
50,0.045625,0.125,0.0,178.36705072332228,617.5758610274526,0.0
51,0.041875,0.125,0.0,159.87494990112705,546.3420920153632,0.0
52,0.0396875,0.09375,0.0,148.65877520480393,391.2509764367975,0.0
53,0.0440625,0.125,0.0,161.68557386690873,500.49120767533765,0.0
54,0.0459375,0.125,0.0,170.5579734114431,496.9710658332567,0.0
55,0.0471875,0.15625,0.0,172.74371487772964,713.0242513602168,0.0
56,0.0459375,0.125,0.0,170.44912822787953,454.9721453071973,0.0
57,0.0434375,0.125,0.03125,155.74280366317396,526.5474880663797,98.07333882433126
58,0.055625,0.15625,0.0,207.0761054124904,634.8283669761151,0.0
59,0.0534375,0.15625,0.03125,198.9776413887984,749.2896656609283,96.84185576355381
60,0.06125,0.15625,0.03125,227.89212187034082,588.2227109273272,98.07333882433126
61,0.0621875,0.15625,0.03125,228.56656252004453,615.0601705019271,98.07333882433126
62,0.0628125,0.15625,0.03125,229.06153307678102,707.8474607790222,98.07333882433126
63,0.0675,0.125,0.03125,248.03020014448285,594.8574807914481,98.07333882433126
64,0.0675,0.15625,0.03125,246.98105760037495,731.2765716943939,98.07333882433126
65,0.0696875,0.15625,0.03125,253.00384404251884,653.1400595906957,98.07333882433126
66,0.0778125,0.1875,0.03125,287.9958958468101,922.3497090796941,98.07333882433126
