# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
3.00,63.00,1.85,14.81,20.00,0.01,31.15
3.00,10.00,4.40,34.25,24.00,0.02,35.06
3.00,25.00,5.32,39.11,21.00,0.04,32.38
3.00,17.00,5.18,30.73,18.40,0.03,29.60
3.00,67.00,5.37,40.17,18.40,0.03,29.71
3.00,31.00,3.70,32.40,21.00,0.02,32.07
3.00,19.00,4.63,35.36,19.20,0.02,30.26
3.00,26.00,5.55,33.32,15.33,0.04,26.69
3.00,40.00,4.63,32.21,20.80,0.02,31.89
3.00,42.00,5.18,30.36,17.60,0.03,28.82
3.00,36.00,3.70,26.15,12.00,0.03,23.35
3.00,30.00,5.55,45.05,24.00,0.03,35.06
3.00,56.00,3.39,22.21,18.67,0.02,29.74
3.00,62.00,4.63,28.69,22.67,0.02,33.73
3.00,47.00,7.03,43.13,20.80,0.05,34.66
3.00,54.00,7.87,45.20,18.00,0.05,37.38
3.00,13.00,21.04,173.21,25.09,0.14,40.81
3.00,68.00,4.63,29.62,21.33,0.03,32.54
3.00,81.00,1.85,16.66,24.00,0.01,35.15
3.00,72.00,4.63,33.01,21.33,0.02,32.39
3.00,85.00,5.18,37.76,20.00,0.04,31.39
3.00,61.00,3.70,30.54,22.00,0.02,33.07
3.00,86.00,5.55,29.62,11.00,0.04,22.36
3.00,92.00,5.18,37.02,20.80,0.03,32.01
3.00,69.00,2.78,21.29,20.00,0.01,31.17
3.00,57.00,5.18,32.21,12.80,0.04,24.19
3.00,33.00,15.14,103.57,22.71,0.08,34.85
3.00,93.00,13.88,116.01,26.27,0.08,38.53
3.00,41.00,19.18,136.55,20.56,0.14,36.40
3.00,22.00,19.44,149.11,20.29,0.15,36.44
3.00,94.00,3.70,21.29,18.00,0.01,29.19
3.00,95.00,25.92,222.67,24.36,0.21,45.60
3.00,97.00,26.84,238.53,25.17,0.19,43.03
