# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,31.00,3.70,17.12,14.00,0.03,25.12
1.00,41.00,3.70,20.98,16.00,0.03,27.27
1.00,6.00,5.18,26.29,11.20,0.05,25.56
1.00,61.00,5.09,28.46,17.00,0.04,28.39
1.00,69.00,4.94,28.38,21.33,0.02,32.39
1.00,73.00,5.78,30.31,17.00,0.02,28.05
1.00,22.00,3.70,18.51,20.00,0.01,31.19
1.00,59.00,6.79,46.28,21.33,0.04,32.61
1.00,24.00,3.70,22.91,17.00,0.03,28.12
1.00,32.00,5.18,32.77,18.40,0.04,29.79
1.00,7.00,6.25,39.34,21.00,0.02,32.05
1.00,21.00,3.39,23.76,24.00,0.01,35.19
1.00,0.00,5.55,36.33,21.00,0.02,32.08
1.00,49.00,3.70,29.62,22.00,0.03,33.12
1.00,28.00,4.63,35.40,24.00,0.02,35.06
1.00,8.00,5.55,41.84,24.00,0.02,35.05
1.00,2.00,15.74,127.57,22.59,0.14,38.56
1.00,90.00,12.03,75.83,16.62,0.09,30.19
1.00,67.00,13.88,125.08,28.93,0.08,41.35
1.00,13.00,16.66,160.21,28.67,0.11,43.14
1.00,26.00,24.07,182.95,23.15,0.15,38.78
