method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8342857142857144, 1.0, 0.5714285714285714, 212.97, 227.0, 147.0
emulator, 1.1, 1.0, 1.0, 1.0, 217.0, 217.0, 217.0
