# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
10.00,0.00,1.85,7.40,8.00,0.03,19.12
10.00,1.00,1.85,8.33,8.00,0.02,19.11
10.00,2.00,1.85,8.33,8.00,0.02,19.11
10.00,3.00,9.26,72.89,17.00,0.05,28.12
10.00,5.00,1.85,8.33,8.00,0.02,19.11
10.00,9.00,1.85,8.33,8.00,0.02,19.11
10.00,13.00,1.85,7.40,8.00,0.03,19.12
10.00,12.00,1.85,9.26,10.00,0.02,21.11
10.00,10.00,1.85,8.33,8.00,0.02,19.11
10.00,11.00,1.85,7.40,8.00,0.03,19.12
10.00,14.00,1.85,8.33,8.00,0.02,19.11
10.00,6.00,1.85,8.33,8.00,0.02,19.11
10.00,19.00,1.85,10.18,10.00,0.01,21.11
10.00,4.00,1.85,8.33,8.00,0.02,19.11
10.00,16.00,1.85,7.40,8.00,0.03,19.12
10.00,7.00,1.85,8.33,8.00,0.02,19.11
10.00,18.00,1.85,10.18,10.00,0.01,21.11
10.00,15.00,1.85,8.33,8.00,0.02,19.11
10.00,21.00,9.26,64.33,17.25,0.03,28.36
10.00,20.00,9.26,68.61,17.00,0.03,28.11
10.00,22.00,9.26,72.89,17.00,0.05,28.12
10.00,8.00,11.11,86.64,18.00,0.05,29.12
10.00,31.00,1.85,7.40,8.00,0.03,19.12
10.00,37.00,1.85,7.40,8.00,0.03,19.12
10.00,39.00,1.85,7.40,8.00,0.03,19.12
10.00,17.00,1.85,7.40,8.00,0.03,19.12
10.00,27.00,1.85,7.40,8.00,0.03,19.12
10.00,26.00,1.85,9.26,10.00,0.02,21.11
10.00,32.00,1.85,7.40,8.00,0.03,19.12
10.00,25.00,1.85,7.40,8.00,0.03,19.12
10.00,24.00,1.85,9.26,10.00,0.02,21.11
10.00,36.00,1.85,9.26,10.00,0.02,21.11
10.00,29.00,1.85,9.26,10.00,0.02,21.11
10.00,30.00,10.18,73.82,18.00,0.04,29.12
10.00,23.00,32.40,257.90,25.18,0.11,36.30
10.00,63.00,1.85,8.33,8.00,0.02,19.11
10.00,62.00,1.85,9.26,10.00,0.02,21.11
10.00,42.00,1.85,9.26,10.00,0.02,21.11
10.00,49.00,1.85,9.26,10.00,0.02,21.11
10.00,41.00,1.85,7.40,8.00,0.03,19.12
10.00,35.00,1.85,8.33,8.00,0.02,19.11
10.00,43.00,1.85,9.26,10.00,0.02,21.11
10.00,45.00,1.85,8.33,8.00,0.02,19.11
10.00,47.00,1.85,10.18,10.00,0.01,21.11
10.00,44.00,1.85,9.26,10.00,0.02,21.11
10.00,51.00,1.85,10.18,10.00,0.01,21.11
10.00,52.00,1.85,8.33,8.00,0.02,19.11
10.00,46.00,3.70,18.97,11.00,0.03,22.11
10.00,40.00,6.79,45.97,12.67,0.06,23.79
10.00,38.00,9.26,72.89,17.00,0.05,28.12
10.00,34.00,7.40,63.60,18.00,0.03,29.11
10.00,33.00,19.44,153.71,21.73,0.07,32.85
10.00,28.00,23.14,187.19,23.06,0.07,34.18
10.00,48.00,24.82,180.90,23.12,0.08,34.24
10.00,66.00,1.85,8.33,8.00,0.02,19.11
10.00,65.00,1.85,10.18,10.00,0.01,21.11
10.00,61.00,1.85,7.40,8.00,0.03,19.12
10.00,55.00,1.85,8.33,8.00,0.02,19.11
10.00,57.00,1.85,8.33,8.00,0.02,19.11
10.00,53.00,1.85,7.40,8.00,0.03,19.12
10.00,59.00,1.85,9.26,10.00,0.02,21.11
10.00,60.00,1.85,10.18,10.00,0.01,21.11
10.00,58.00,6.48,49.61,20.00,0.03,31.11
10.00,56.00,9.26,64.56,16.25,0.04,27.37
10.00,64.00,8.33,66.87,15.50,0.05,26.62
10.00,50.00,25.77,222.44,24.11,0.08,35.23
10.00,54.00,27.77,213.13,23.68,0.10,34.81
10.00,69.00,1.85,7.40,8.00,0.03,19.12
10.00,71.00,1.85,8.33,8.00,0.02,19.11
10.00,67.00,11.11,86.64,18.00,0.05,29.12
10.00,73.00,24.07,154.94,21.33,0.06,32.45
10.00,68.00,25.92,193.76,22.89,0.08,34.01
10.00,74.00,1.85,7.40,8.00,0.03,19.12
10.00,75.00,1.85,8.33,8.00,0.02,19.11
10.00,70.00,1.85,9.26,10.00,0.02,21.11
10.00,72.00,25.92,193.76,22.89,0.08,34.01
10.00,76.00,20.36,154.33,21.07,0.08,32.19
10.00,83.00,1.85,7.40,8.00,0.03,19.12
10.00,84.00,1.85,7.40,8.00,0.03,19.12
10.00,82.00,1.85,8.33,8.00,0.02,19.11
10.00,79.00,1.85,8.33,8.00,0.02,19.11
10.00,81.00,1.85,9.26,10.00,0.02,21.11
10.00,78.00,1.85,10.18,10.00,0.01,21.11
10.00,80.00,1.85,7.40,8.00,0.03,19.12
10.00,77.00,12.96,105.35,19.27,0.06,30.39
10.00,85.00,1.85,8.33,8.00,0.02,19.11
10.00,94.00,1.85,10.18,10.00,0.01,21.11
10.00,92.00,1.85,9.26,10.00,0.02,21.11
10.00,86.00,3.70,20.36,18.00,0.02,29.11
10.00,93.00,1.85,8.33,8.00,0.02,19.11
10.00,90.00,1.85,10.18,10.00,0.01,21.11
10.00,87.00,1.85,10.18,10.00,0.01,21.11
10.00,88.00,9.26,64.79,16.75,0.04,27.86
10.00,89.00,24.99,166.14,21.62,0.07,32.74
10.00,96.00,1.85,8.33,8.00,0.02,19.11
10.00,113.00,1.85,8.33,8.00,0.02,19.11
10.00,105.00,1.85,8.33,8.00,0.02,19.11
10.00,102.00,1.85,7.40,8.00,0.03,19.12
10.00,112.00,1.85,7.40,8.00,0.03,19.12
10.00,104.00,1.85,7.40,8.00,0.03,19.12
10.00,110.00,1.85,7.40,8.00,0.03,19.12
10.00,101.00,1.85,8.33,8.00,0.02,19.11
10.00,95.00,1.85,10.18,10.00,0.01,21.11
10.00,106.00,1.85,8.33,8.00,0.02,19.11
10.00,109.00,10.18,67.83,18.86,0.04,29.97
10.00,103.00,10.18,69.30,17.25,0.04,28.36
10.00,91.00,11.11,74.05,18.00,0.05,29.12
10.00,98.00,13.88,107.71,19.82,0.05,30.93
10.00,97.00,11.11,85.62,17.00,0.05,28.12
10.00,99.00,23.14,152.48,20.53,0.08,31.66
10.00,120.00,1.85,9.26,10.00,0.02,21.11
10.00,114.00,1.85,9.26,10.00,0.02,21.11
10.00,125.00,1.85,7.40,8.00,0.03,19.12
10.00,133.00,1.85,7.40,8.00,0.03,19.12
10.00,131.00,1.85,7.40,8.00,0.03,19.12
10.00,122.00,1.85,8.33,8.00,0.02,19.11
10.00,123.00,1.85,9.26,10.00,0.02,21.11
10.00,136.00,1.85,8.33,8.00,0.02,19.11
10.00,107.00,1.85,7.40,8.00,0.03,19.12
10.00,119.00,1.85,7.40,8.00,0.03,19.12
10.00,121.00,1.85,8.33,8.00,0.02,19.11
10.00,108.00,1.85,7.40,8.00,0.03,19.12
10.00,132.00,1.85,7.40,8.00,0.03,19.12
10.00,116.00,1.85,8.33,8.00,0.02,19.11
10.00,117.00,5.55,40.03,18.50,0.02,29.61
10.00,135.00,1.85,7.40,8.00,0.03,19.12
10.00,126.00,1.85,8.33,8.00,0.02,19.11
10.00,118.00,24.66,182.34,22.12,0.08,33.24
10.00,115.00,22.21,167.71,22.25,0.07,33.37
10.00,130.00,24.07,154.94,21.33,0.06,32.45
10.00,111.00,18.51,153.71,20.53,0.07,31.66
10.00,100.00,27.63,225.98,23.50,0.09,34.62
10.00,143.00,1.85,8.33,8.00,0.02,19.11
10.00,129.00,1.85,7.40,8.00,0.03,19.12
10.00,146.00,1.85,7.40,8.00,0.03,19.12
10.00,142.00,1.85,7.40,8.00,0.03,19.12
10.00,144.00,1.85,12.03,14.00,0.01,25.11
10.00,141.00,3.70,19.90,11.00,0.04,22.12
10.00,138.00,1.85,10.18,10.00,0.01,21.11
10.00,137.00,1.85,8.33,8.00,0.02,19.11
10.00,140.00,6.48,45.35,17.20,0.03,28.31
10.00,149.00,6.79,45.97,12.67,0.06,23.79
10.00,128.00,11.11,75.80,17.78,0.04,28.89
10.00,134.00,11.11,85.36,18.22,0.05,29.34
10.00,127.00,11.11,83.20,18.67,0.04,29.78
10.00,139.00,11.11,86.39,18.22,0.04,29.34
10.00,148.00,15.74,108.13,20.00,0.05,31.11
10.00,147.00,20.36,128.02,20.31,0.06,31.42
10.00,124.00,27.77,187.62,23.18,0.08,34.30
10.00,163.00,1.85,9.26,10.00,0.02,21.11
10.00,159.00,1.85,7.40,8.00,0.03,19.12
10.00,158.00,1.85,8.33,8.00,0.02,19.11
10.00,160.00,1.85,7.40,8.00,0.03,19.12
10.00,155.00,1.85,8.33,8.00,0.02,19.11
10.00,162.00,1.85,9.26,10.00,0.02,21.11
10.00,151.00,3.70,18.97,11.00,0.03,22.11
10.00,154.00,11.11,77.87,19.50,0.05,30.62
10.00,150.00,10.18,72.20,16.50,0.07,27.63
10.00,145.00,24.07,151.61,20.80,0.07,31.92
10.00,156.00,24.07,154.94,21.33,0.06,32.45
10.00,153.00,24.07,154.94,21.33,0.06,32.45
10.00,169.00,1.85,8.33,8.00,0.02,19.11
10.00,171.00,1.85,7.40,8.00,0.03,19.12
10.00,161.00,1.85,7.40,8.00,0.03,19.12
10.00,170.00,1.85,9.26,10.00,0.02,21.11
10.00,165.00,1.85,8.33,8.00,0.02,19.11
10.00,166.00,1.85,13.88,18.00,0.01,29.11
10.00,168.00,11.11,75.77,20.57,0.05,31.69
10.00,157.00,24.07,154.94,21.33,0.06,32.45
10.00,167.00,19.44,169.85,21.38,0.07,32.49
10.00,152.00,38.87,288.13,25.17,0.14,36.29
10.00,176.00,1.85,7.40,8.00,0.03,19.12
10.00,178.00,1.85,10.18,10.00,0.01,21.11
10.00,174.00,1.85,7.40,8.00,0.03,19.12
10.00,173.00,9.26,72.89,17.00,0.05,28.12
10.00,175.00,10.18,84.64,18.22,0.05,29.34
10.00,177.00,9.26,67.34,16.00,0.05,27.12
10.00,172.00,12.96,101.31,19.27,0.05,30.39
10.00,164.00,24.99,222.14,23.79,0.09,34.91
10.00,184.00,1.85,8.33,8.00,0.02,19.11
10.00,180.00,1.85,7.40,8.00,0.03,19.12
10.00,181.00,1.85,7.40,8.00,0.03,19.12
10.00,186.00,1.85,8.33,8.00,0.02,19.11
10.00,182.00,1.85,9.26,10.00,0.02,21.11
10.00,183.00,1.85,8.33,8.00,0.02,19.11
10.00,185.00,10.18,69.30,17.25,0.04,28.36
10.00,193.00,1.85,8.33,8.00,0.02,19.11
10.00,191.00,1.85,9.26,10.00,0.02,21.11
10.00,188.00,1.85,8.33,8.00,0.02,19.11
10.00,195.00,1.85,10.18,10.00,0.01,21.11
10.00,190.00,1.85,8.33,8.00,0.02,19.11
10.00,187.00,1.85,8.33,8.00,0.02,19.11
10.00,192.00,1.85,8.33,8.00,0.02,19.11
10.00,196.00,8.33,62.81,17.43,0.05,28.55
10.00,189.00,9.12,69.55,19.71,0.04,30.83
10.00,179.00,23.14,178.59,22.59,0.07,33.71
10.00,207.00,1.85,8.33,8.00,0.02,19.11
10.00,210.00,1.85,8.33,8.00,0.02,19.11
10.00,208.00,1.85,10.18,10.00,0.01,21.11
10.00,197.00,1.85,8.33,8.00,0.02,19.11
10.00,203.00,1.85,8.33,8.00,0.02,19.11
