# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,30.00,4.02,27.16,18.67,0.02,29.92
1.00,28.00,4.02,30.68,30.00,0.01,38.22
1.00,8.00,4.02,40.87,24.00,0.02,34.44
1.00,5.00,6.04,50.80,29.00,0.02,39.34
1.00,2.00,6.04,57.97,28.00,0.02,39.27
1.00,21.00,6.04,48.54,27.00,0.02,37.91
1.00,14.00,7.04,43.26,26.67,0.02,37.64
1.00,32.00,4.69,35.88,28.67,0.02,38.57
1.00,24.00,3.02,26.66,27.00,0.01,36.50
1.00,11.00,4.02,33.87,18.67,0.02,29.19
1.00,26.00,4.69,45.44,27.33,0.02,38.39
1.00,22.00,5.03,39.90,28.00,0.02,38.00
1.00,35.00,5.78,52.94,26.00,0.03,37.93
1.00,9.00,3.02,24.14,19.00,0.01,27.99
1.00,12.00,5.03,44.76,26.00,0.02,37.07
1.00,34.00,4.02,42.88,24.50,0.02,34.54
1.00,3.00,4.53,46.02,25.00,0.02,36.19
1.00,17.00,6.04,34.03,20.00,0.03,31.69
1.00,20.00,5.53,49.79,28.00,0.02,38.34
1.00,18.00,3.52,32.69,27.00,0.01,35.95
1.00,0.00,5.91,47.91,26.50,0.03,38.05
1.00,31.00,6.54,49.54,26.50,0.02,36.57
1.00,19.00,4.02,26.41,22.00,0.02,32.08
1.00,23.00,5.78,49.79,29.50,0.02,40.90
1.00,7.00,4.02,27.92,21.00,0.02,31.68
1.00,6.00,3.52,28.67,20.67,0.01,29.52
1.00,33.00,4.69,42.25,32.00,0.02,43.50
1.00,1.00,4.02,29.17,26.00,0.01,34.82
1.00,4.00,7.04,37.89,25.33,0.02,34.97
1.00,16.00,4.53,37.72,28.67,0.02,39.54
1.00,36.00,5.41,49.29,27.00,0.02,37.35
1.00,13.00,6.04,52.18,31.50,0.02,41.57
1.00,10.00,4.02,39.57,29.33,0.01,38.02
1.00,15.00,5.53,42.75,27.33,0.02,36.82
1.00,25.00,3.69,31.69,25.33,0.02,35.96
1.00,39.00,2.51,25.40,22.00,0.01,31.67
1.00,56.00,2.01,14.08,16.00,0.01,23.93
1.00,52.00,5.41,39.11,25.50,0.02,35.54
1.00,47.00,7.17,48.91,28.50,0.02,39.33
1.00,43.00,5.78,41.24,21.50,0.02,32.82
1.00,44.00,6.04,44.01,27.00,0.02,36.95
1.00,50.00,4.02,41.50,27.00,0.02,38.00
1.00,45.00,6.04,36.05,20.67,0.02,31.26
1.00,42.00,4.02,38.98,26.00,0.02,36.88
1.00,41.00,9.31,48.41,23.00,0.04,35.90
1.00,49.00,5.03,52.69,27.00,0.02,38.06
1.00,37.00,6.41,58.85,29.00,0.02,39.03
1.00,62.00,5.78,41.62,25.50,0.02,35.86
1.00,59.00,5.03,36.97,24.50,0.03,36.50
1.00,58.00,4.78,38.23,25.00,0.02,35.21
1.00,27.00,5.53,36.97,20.50,0.03,32.17
1.00,48.00,5.03,41.24,33.33,0.02,43.58
1.00,46.00,5.91,48.03,24.00,0.03,35.92
1.00,40.00,5.03,58.35,34.00,0.02,44.39
1.00,57.00,3.69,43.93,29.33,0.02,39.33
1.00,61.00,7.04,46.15,24.50,0.03,36.10
1.00,51.00,5.03,44.64,27.00,0.03,38.99
1.00,53.00,3.02,24.14,28.00,0.01,36.65
1.00,63.00,4.78,50.67,28.50,0.02,38.74
1.00,54.00,5.16,48.41,29.00,0.02,40.47
1.00,38.00,5.53,44.89,30.50,0.01,39.10
1.00,60.00,5.28,50.42,26.00,0.02,37.47
1.00,55.00,7.04,45.27,25.33,0.03,36.61
1.00,29.00,8.05,50.17,22.00,0.04,34.72
1.00,91.00,2.51,24.39,24.00,0.01,32.50
1.00,79.00,3.02,23.89,20.00,0.02,30.73
1.00,90.00,3.69,34.87,20.67,0.02,32.06
1.00,86.00,4.02,34.20,35.00,0.02,45.07
1.00,71.00,4.02,32.19,30.00,0.02,40.97
1.00,84.00,5.03,41.41,21.33,0.02,32.67
1.00,69.00,3.69,34.54,24.00,0.02,34.79
1.00,75.00,4.53,29.68,20.00,0.02,30.98
1.00,68.00,4.02,39.06,34.00,0.02,44.34
1.00,92.00,6.04,47.95,29.33,0.02,39.31
1.00,87.00,7.04,36.21,24.50,0.02,35.18
1.00,88.00,6.04,39.48,22.00,0.03,33.50
1.00,80.00,5.41,47.78,25.50,0.02,36.99
1.00,70.00,6.04,44.76,27.00,0.03,38.97
1.00,74.00,5.03,37.56,25.33,0.02,35.43
1.00,78.00,5.03,38.39,26.00,0.02,37.58
1.00,83.00,6.04,49.67,26.50,0.03,38.00
1.00,66.00,4.02,35.54,26.67,0.02,37.49
1.00,85.00,5.16,46.15,24.00,0.02,35.19
1.00,64.00,3.69,38.90,30.00,0.01,39.43
1.00,67.00,5.03,41.58,25.33,0.02,35.11
1.00,72.00,7.04,52.81,27.00,0.02,36.46
1.00,82.00,5.16,46.02,28.50,0.02,38.98
1.00,81.00,5.28,48.54,27.50,0.03,39.11
1.00,65.00,4.78,39.74,26.00,0.02,36.15
1.00,73.00,5.28,42.88,28.00,0.02,38.18
1.00,77.00,4.02,43.00,27.00,0.02,37.88
1.00,76.00,6.66,49.92,28.00,0.02,38.36
1.00,89.00,4.78,35.71,24.00,0.02,34.96
1.00,96.00,5.03,23.89,19.00,0.02,28.74
1.00,99.00,4.02,27.50,21.33,0.01,29.99
1.00,95.00,5.03,40.57,24.00,0.02,34.24
1.00,94.00,3.86,34.20,23.33,0.02,33.38
1.00,97.00,5.53,45.52,28.00,0.02,38.31
1.00,98.00,4.78,47.66,27.50,0.03,39.35
1.00,93.00,4.78,47.91,26.50,0.02,36.97
