method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8466666666666667, 1.0, 0.5, 168.47, 227.0, 82.0
emulator, 1.1, 1.0, 1.0, 1.0, 140.0, 140.0, 140.0
