experiment,host,cpu,memory,duration
SFCs:4-Topology:0.5,h7,0.0009746756416167204,36.30859375,2.0
SFCs:4-Topology:0.5,h8,0.00115454401972873,36.0234375,2.0
SFCs:4-Topology:0.5,h6,0.0011983003230272265,36.71484375,2.0
SFCs:4-Topology:0.5,h10,0.001157920787207872,36.6171875,2.0
SFCs:4-Topology:0.5,h9,0.0011657986164488854,36.65234375,2.0
SFCs:4-Topology:0.5,h11,0.000818984236453202,35.65234375,2.0
SFCs:4-Topology:0.5,h12,0.0006960931895223421,37.078125,2.0
SFCs:4-Topology:0.5,h13,0.001307110455104551,36.54296875,2.0
SFCs:4-Topology:0.5,h14,0.0008010804555247769,36.515625,2.0
SFCs:4-Topology:0.5,h1,0.27255805604701516,953.23046875,2.0
SFCs:4-Topology:0.5,h2,0.24877916350184956,2614.48046875,2.0
SFCs:4-Topology:0.5,h4,0.0010037976499690786,35.98828125,2.0
SFCs:4-Topology:0.5,h5,0.0010077505052028353,36.8046875,2.0
SFCs:4-Topology:0.5,h7,0.0010289764723879456,36.30859375,2.0
SFCs:4-Topology:0.5,h3,0.3516793221916131,2768.50390625,2.0
SFCs:4-Topology:0.5,h9,0.0011395462668109446,36.65234375,2.0
SFCs:4-Topology:0.5,h11,0.0009244801974090068,35.65625,2.0
SFCs:4-Topology:0.5,h8,0.0013850714506650171,36.0234375,2.0
SFCs:4-Topology:0.5,h12,0.0006117080228783429,37.08203125,2.0
SFCs:4-Topology:0.5,h6,0.001105832740763642,36.71484375,2.0
SFCs:4-Topology:0.5,h13,0.0010977470069605567,36.546875,2.0
SFCs:4-Topology:0.5,h14,0.0005967682705611068,36.515625,2.0
SFCs:4-Topology:0.5,h10,0.0013182447174447175,36.6171875,2.0
SFCs:4-Topology:0.5,h1,0.2708055954370279,958.21484375,2.0
SFCs:4-Topology:0.5,h3,0.15104400233379395,2769.515625,2.0
SFCs:4-Topology:0.5,h4,0.0009680599167822469,35.98828125,2.0
SFCs:4-Topology:0.5,h7,0.0010187549391277547,36.30859375,2.0
SFCs:4-Topology:0.5,h2,0.2430793527093596,2615.65625,2.0
SFCs:4-Topology:0.5,h6,0.0009053226006191951,36.71484375,2.0
SFCs:4-Topology:0.5,h5,0.000979260080024623,36.8046875,2.0
SFCs:4-Topology:0.5,h9,0.0013262188260668617,36.65625,2.0
SFCs:4-Topology:0.5,h8,0.0012331611145510837,36.0234375,2.0
SFCs:4-Topology:0.5,h12,0.0007162858807297256,37.0859375,2.0
SFCs:4-Topology:0.5,h11,0.0007325155119558553,35.65625,2.0
SFCs:4-Topology:0.5,h14,0.0006116792886708569,36.515625,2.0
SFCs:4-Topology:0.5,h13,0.001210290696960393,36.546875,2.0
SFCs:4-Topology:0.5,h10,0.0010868415401135143,36.6171875,2.0
SFCs:4-Topology:0.5,h3,0.2735107828296916,2770.953125,2.0
SFCs:4-Topology:0.5,h2,0.39373484849612406,2618.52734375,2.0
SFCs:4-Topology:0.5,h1,0.30210529213960546,958.8828125,2.0
SFCs:4-Topology:0.5,h6,0.001091204959702418,36.71484375,2.0
SFCs:4-Topology:0.5,h7,0.0011186484894489144,36.30859375,2.0
SFCs:4-Topology:0.5,h4,0.0008244730995966491,35.98828125,2.0
SFCs:4-Topology:0.5,h5,0.001011153378797272,36.8046875,2.0
SFCs:4-Topology:0.5,h9,0.0010214298822070675,36.65625,2.0
SFCs:4-Topology:0.5,h8,0.001398519950433705,36.0234375,2.0
SFCs:4-Topology:0.5,h12,0.0005913881842146069,37.0859375,2.0
SFCs:4-Topology:0.5,h10,0.001395403097479502,36.6171875,2.0
SFCs:4-Topology:0.5,h11,0.0007967091952240658,35.66015625,2.0
SFCs:4-Topology:0.5,h13,0.0010897864848109114,36.55078125,2.0
SFCs:4-Topology:0.5,h14,0.0007212205283935622,36.515625,2.0
SFCs:4-Topology:0.5,h2,0.2575550108132945,2619.83203125,2.0
SFCs:4-Topology:0.5,h1,0.22138840112746633,962.52734375,2.0
SFCs:4-Topology:0.5,h4,0.0009537737379899345,35.98828125,2.0
SFCs:4-Topology:0.5,h8,0.0012274629499157605,36.0234375,2.0
SFCs:4-Topology:0.5,h5,0.0009449116222017786,36.8125,2.0
SFCs:4-Topology:0.5,h3,0.29965263644444445,2769.18359375,2.0
SFCs:4-Topology:0.5,h9,0.0009566222222222222,36.65625,2.0
SFCs:4-Topology:0.5,h13,0.0011853907069467873,36.55078125,2.0
SFCs:4-Topology:0.5,h7,0.0011158486215538848,36.30859375,2.0
SFCs:4-Topology:0.5,h12,0.0006723837829505164,37.0859375,2.0
SFCs:4-Topology:0.5,h6,0.0009895643249847282,36.71484375,2.0
SFCs:4-Topology:0.5,h14,0.0006314316283435007,36.515625,2.0
SFCs:4-Topology:0.5,h11,0.0006552166179412218,35.66015625,2.0
SFCs:4-Topology:0.5,h10,0.001157682427229324,36.6171875,2.0
SFCs:4-Topology:0.5,h2,0.32615526403956113,2622.65234375,2.0
SFCs:4-Topology:0.5,h1,0.25986972092735705,963.01171875,2.0
SFCs:4-Topology:0.5,h3,0.39741824989180835,2771.04296875,2.0
SFCs:4-Topology:0.5,h5,0.0009170969556482769,36.8125,2.0
SFCs:4-Topology:0.5,h4,0.0007934977258758451,35.98828125,2.0
SFCs:4-Topology:0.5,h7,0.0010882032213529683,36.30859375,2.0
SFCs:4-Topology:0.5,h6,0.001250173230293663,36.71484375,2.0
SFCs:4-Topology:0.5,h8,0.0012142556242274412,36.0234375,2.0
SFCs:4-Topology:0.5,h10,0.001120692238852029,36.62109375,2.0
SFCs:4-Topology:0.5,h12,0.0006301739372391405,37.0859375,2.0
SFCs:4-Topology:0.5,h9,0.0010548169726893998,36.65625,2.0
SFCs:4-Topology:0.5,h11,0.0005924512315270936,35.66015625,2.0
SFCs:4-Topology:0.5,h13,0.0012860066707844349,36.5546875,2.0
SFCs:4-Topology:0.5,h14,0.0008771708281829419,36.515625,2.0
SFCs:4-Topology:0.5,h2,0.27205165735271614,2622.703125,2.0
SFCs:4-Topology:0.5,h3,0.2785336874751491,2773.48828125,2.0
SFCs:4-Topology:0.5,h4,0.0008838105455653764,35.98828125,2.0
SFCs:4-Topology:0.5,h7,0.0009311248322147651,36.30859375,2.0
SFCs:4-Topology:0.5,h1,0.2816873642533229,963.29296875,2.0
SFCs:4-Topology:0.5,h5,0.0009582578375898456,36.8125,2.0
SFCs:4-Topology:0.5,h8,0.0012217858733791,36.0234375,2.0
SFCs:4-Topology:0.5,h10,0.0011827544675642595,36.625,2.0
SFCs:4-Topology:0.5,h9,0.0010387814423518603,36.66015625,2.0
SFCs:4-Topology:0.5,h6,0.0010415431878617238,36.71484375,2.0
SFCs:4-Topology:0.5,h11,0.0008235213925790197,35.66015625,2.0
SFCs:4-Topology:0.5,h13,0.0010269441401971522,36.5546875,2.0
SFCs:4-Topology:0.5,h12,0.0005813609110495537,37.08984375,2.0
SFCs:4-Topology:0.5,h14,0.0007027314142678348,36.51953125,2.0
SFCs:4-Topology:0.5,h1,0.2507035375952714,964.24609375,2.0
SFCs:4-Topology:0.5,h2,0.18924684010408693,2624.375,2.0
SFCs:4-Topology:0.5,h3,0.23765174436554493,2775.11328125,2.0
SFCs:4-Topology:0.5,h4,0.0010187442275172943,35.98828125,2.0
SFCs:4-Topology:0.5,h5,0.0010446205653929792,36.8125,2.0
SFCs:4-Topology:0.5,h8,0.001363668604830026,36.0234375,2.0
SFCs:4-Topology:0.5,h11,0.0007313210501786547,35.66015625,2.0
SFCs:4-Topology:0.5,h14,0.0006325588841722256,36.51953125,2.0
SFCs:4-Topology:0.5,h6,0.0010374350693374422,36.71484375,2.0
SFCs:4-Topology:0.5,h12,0.0005914209431972276,37.09375,2.0
SFCs:4-Topology:0.5,h10,0.0011961913286713287,36.625,2.0
SFCs:4-Topology:0.5,h9,0.0012000193879136243,36.6640625,2.0
SFCs:4-Topology:0.5,h13,0.0014254745476477684,36.5546875,2.0
SFCs:4-Topology:0.5,h7,0.001061191574480982,36.30859375,2.0
SFCs:4-Topology:0.5,h2,0.29596419832454235,2626.2421875,2.0
SFCs:4-Topology:0.5,h5,0.0009745058805465991,36.8125,2.0
SFCs:4-Topology:0.5,h3,0.23410182525956919,2775.90234375,2.0
SFCs:4-Topology:0.5,h4,0.0008080643536997236,35.98828125,2.0
SFCs:4-Topology:0.5,h1,0.2800067665634675,965.37890625,2.0
SFCs:4-Topology:0.5,h6,0.0011085984855509195,36.71484375,2.0
SFCs:4-Topology:0.5,h7,0.0010136943134535367,36.30859375,2.0
SFCs:4-Topology:0.5,h13,0.0010794498920752389,36.55859375,2.0
SFCs:4-Topology:0.5,h8,0.0011632658954187876,36.0234375,2.0
SFCs:4-Topology:0.5,h9,0.000966039588767838,36.6640625,2.0
SFCs:4-Topology:0.5,h10,0.0012160565932361155,36.625,2.0
SFCs:4-Topology:0.5,h14,0.0006436253761439429,36.51953125,2.0
SFCs:4-Topology:0.5,h12,0.0006494672629144179,37.09765625,2.0
SFCs:4-Topology:0.5,h11,0.0008414704513727315,35.66015625,2.0
SFCs:4-Topology:0.5,h1,0.257603886383963,967.84375,2.0
SFCs:4-Topology:0.5,h2,0.2911460860447186,2628.08203125,2.0
SFCs:4-Topology:0.5,h3,0.22295686507471885,2777.21875,2.0
SFCs:4-Topology:0.5,h6,0.0010956349838037946,36.71484375,2.0
SFCs:4-Topology:0.5,h4,0.0009913997227783767,35.98828125,2.0
SFCs:4-Topology:0.5,h8,0.0011986875212093167,36.0234375,2.0
SFCs:4-Topology:0.5,h9,0.0010678218254579037,36.6640625,2.0
SFCs:4-Topology:0.5,h7,0.0010391972914742997,36.30859375,2.0
SFCs:4-Topology:0.5,h10,0.0010936762902480357,36.625,2.0
SFCs:4-Topology:0.5,h5,0.0008953526981190256,36.8125,2.0
SFCs:4-Topology:0.5,h12,0.0006321379310344828,37.1015625,2.0
SFCs:4-Topology:0.5,h11,0.0007751539267015707,35.6640625,2.0
SFCs:4-Topology:0.5,h13,0.0013418669950738917,36.55859375,2.0
SFCs:4-Topology:0.5,h14,0.0006239955671848545,36.51953125,2.0
SFCs:4-Topology:0.5,h4,0.0009218712947319921,35.98828125,2.0
SFCs:4-Topology:0.5,h2,0.7829007927238514,2645.9375,2.0
SFCs:4-Topology:0.5,h3,1.7964953519422693,2816.86328125,2.0
SFCs:4-Topology:0.5,h1,0.26591505646373254,968.578125,2.0
SFCs:4-Topology:0.5,h5,0.0010662939940410852,36.8125,2.0
SFCs:4-Topology:0.5,h6,0.0012766801441780285,36.71484375,2.0
SFCs:4-Topology:0.5,h10,0.0013402267484662576,36.625,2.0
SFCs:4-Topology:0.5,h11,0.0006709973300598435,35.6640625,2.0
SFCs:4-Topology:0.5,h8,0.0014810081720430107,36.0234375,2.0
SFCs:4-Topology:0.5,h13,0.001115121375921376,36.5625,2.0
SFCs:4-Topology:0.5,h7,0.0011149146105392533,36.30859375,2.0
SFCs:4-Topology:0.5,h9,0.0011401616784942918,36.6640625,2.0
SFCs:4-Topology:0.5,h12,0.0005888560196560197,37.1015625,2.0
SFCs:4-Topology:0.5,h14,0.0005968363636363636,36.51953125,2.0
SFCs:4-Topology:0.5,h3,0.2986002780709736,2819.2734375,2.0
SFCs:4-Topology:0.5,h1,0.3133009428051002,969.1875,2.0
SFCs:4-Topology:0.5,h2,0.22550166278855033,2648.54296875,2.0
SFCs:4-Topology:0.5,h5,0.00113495565471611,36.8125,2.0
SFCs:4-Topology:0.5,h4,0.0008315107214274727,35.98828125,2.0
SFCs:4-Topology:0.5,h7,0.00100655234533271,36.30859375,2.0
SFCs:4-Topology:0.5,h8,0.0014183508989460633,36.0234375,2.0
