experiment,sfc,requests,average_latency,duration
SFCs:32-Topology:0.5,sfc1-2-three,65,480.53483370769226,8.0
SFCs:32-Topology:0.5,sfc1-3-three,6,869.8608401666667,8.0
SFCs:32-Topology:0.5,sfc1-4-three,48,712.0052303125,8.0
SFCs:32-Topology:0.5,sfc1-5-three,2,1112.483176,8.0
SFCs:32-Topology:0.5,sfc1-6-three,48,688.2534715208334,8.0
SFCs:32-Topology:0.5,sfc1-7-three,37,871.6932031621619,8.0
SFCs:32-Topology:0.5,sfc2-0-three,25,586.3131386400001,8.0
SFCs:32-Topology:0.5,sfc2-1-three,18,579.2631372222222,8.0
SFCs:32-Topology:0.5,sfc2-3-three,26,554.3840320769231,8.0
SFCs:32-Topology:0.5,sfc2-4-three,8,601.1948651250001,8.0
SFCs:32-Topology:0.5,sfc2-5-three,4,648.1774425,8.0
SFCs:32-Topology:0.5,sfc2-6-three,125,350.2460176960001,8.0
SFCs:32-Topology:0.5,sfc2-7-three,1,649.938889,8.0
SFCs:32-Topology:0.5,sfc0-0-three,78,1553.1006226025643,7.0
SFCs:32-Topology:0.5,sfc0-1-three,58,1586.8534887068965,7.0
SFCs:32-Topology:0.5,sfc0-2-three,49,1471.556184510204,7.0
SFCs:32-Topology:0.5,sfc0-3-three,70,1565.9678449571427,7.0
SFCs:32-Topology:0.5,sfc0-4-three,47,2624.5201148085107,7.0
SFCs:32-Topology:0.5,sfc0-5-three,38,2585.542032526315,7.0
SFCs:32-Topology:0.5,sfc0-6-three,61,2639.059800852459,7.0
SFCs:32-Topology:0.5,sfc0-7-three,76,2538.941902328947,7.0
SFCs:32-Topology:0.5,sfc1-0-three,85,2932.888655600001,7.0
SFCs:32-Topology:0.5,sfc1-1-three,58,923.2871594482756,7.0
SFCs:32-Topology:0.5,sfc1-2-three,70,920.697911485714,7.0
SFCs:32-Topology:0.5,sfc1-3-three,51,858.4414514705879,7.0
SFCs:32-Topology:0.5,sfc1-4-three,72,1559.3637237083335,7.0
SFCs:32-Topology:0.5,sfc1-5-three,55,1762.9321847090907,7.0
SFCs:32-Topology:0.5,sfc1-6-three,61,1588.1009730819676,7.0
SFCs:32-Topology:0.5,sfc1-7-three,70,1686.6915985714284,7.0
SFCs:32-Topology:0.5,sfc2-0-three,52,1005.554727423077,7.0
SFCs:32-Topology:0.5,sfc2-1-three,63,1241.497020809524,7.0
SFCs:32-Topology:0.5,sfc2-2-three,49,1357.8318195714285,7.0
SFCs:32-Topology:0.5,sfc2-3-three,57,1241.9105205438602,7.0
SFCs:32-Topology:0.5,sfc2-4-three,33,757.0571283030306,7.0
SFCs:32-Topology:0.5,sfc2-5-three,60,745.032089216667,7.0
SFCs:32-Topology:0.5,sfc2-6-three,58,812.8358942068965,7.0
SFCs:32-Topology:0.5,sfc2-7-three,49,794.0463251428571,7.0
SFCs:32-Topology:0.5,sfc0-0-three,41,1305.8155696097558,6.0
SFCs:32-Topology:0.5,sfc0-1-three,82,1381.9344078414638,6.0
SFCs:32-Topology:0.5,sfc0-2-three,35,1577.4146432,6.0
SFCs:32-Topology:0.5,sfc0-3-three,38,1471.814368763158,6.0
SFCs:32-Topology:0.5,sfc0-4-three,61,1665.9529044426229,6.0
SFCs:32-Topology:0.5,sfc0-5-three,71,1246.8510058169018,6.0
SFCs:32-Topology:0.5,sfc0-6-three,48,1455.2523641041669,6.0
SFCs:32-Topology:0.5,sfc0-7-three,48,1637.1225318124996,6.0
SFCs:32-Topology:0.5,sfc1-0-three,31,1697.5237126774193,6.0
SFCs:32-Topology:0.5,sfc1-1-three,33,1294.1648567575758,6.0
SFCs:32-Topology:0.5,sfc1-2-three,38,1047.3813406315787,6.0
SFCs:32-Topology:0.5,sfc1-3-three,89,1174.606302179775,6.0
SFCs:32-Topology:0.5,sfc1-4-three,48,1607.5563117083332,6.0
SFCs:32-Topology:0.5,sfc1-5-three,77,1471.6981796493503,6.0
SFCs:32-Topology:0.5,sfc1-6-three,60,1858.1336913666669,6.0
SFCs:32-Topology:0.5,sfc1-7-three,50,1776.7408236000003,6.0
SFCs:32-Topology:0.5,sfc2-0-three,43,1753.6132763953487,6.0
SFCs:32-Topology:0.5,sfc2-1-three,36,2734.6509128055554,6.0
SFCs:32-Topology:0.5,sfc2-2-three,52,2827.499961538462,6.0
SFCs:32-Topology:0.5,sfc2-3-three,40,3050.4729584749994,6.0
SFCs:32-Topology:0.5,sfc2-4-three,17,1079.6002920588235,6.0
SFCs:32-Topology:0.5,sfc2-5-three,99,1007.4695173535354,6.0
SFCs:32-Topology:0.5,sfc2-6-three,25,1350.89453848,6.0
SFCs:32-Topology:0.5,sfc2-7-three,69,1219.652217101449,6.0
SFCs:32-Topology:0.5,sfc0-0-three,33,1239.533189878788,7.0
SFCs:32-Topology:0.5,sfc0-1-three,93,1181.3273752795697,7.0
SFCs:32-Topology:0.5,sfc0-2-three,48,1446.2070137499995,7.0
SFCs:32-Topology:0.5,sfc0-3-three,48,2091.956794479167,7.0
SFCs:32-Topology:0.5,sfc0-4-three,71,1385.084657366197,7.0
SFCs:32-Topology:0.5,sfc0-5-three,103,1218.7329361650486,7.0
SFCs:32-Topology:0.5,sfc0-6-three,50,1660.3470352599998,7.0
SFCs:32-Topology:0.5,sfc0-7-three,46,1413.3861033043481,7.0
SFCs:32-Topology:0.5,sfc1-0-three,38,1654.7370928421053,7.0
SFCs:32-Topology:0.5,sfc1-1-three,60,1919.8036547999998,7.0
SFCs:32-Topology:0.5,sfc1-2-three,30,1727.1001478333333,7.0
SFCs:32-Topology:0.5,sfc1-3-three,121,1484.4362752148759,7.0
SFCs:32-Topology:0.5,sfc1-4-three,50,1692.3514674000003,7.0
SFCs:32-Topology:0.5,sfc1-5-three,98,1297.9967451326522,7.0
SFCs:32-Topology:0.5,sfc1-6-three,65,1960.0625854769235,7.0
SFCs:32-Topology:0.5,sfc1-7-three,49,1446.8247882040819,7.0
SFCs:32-Topology:0.5,sfc2-0-three,45,3195.565639733333,7.0
SFCs:32-Topology:0.5,sfc2-1-three,31,4062.1249517741935,7.0
SFCs:32-Topology:0.5,sfc2-2-three,108,4044.367825249999,7.0
SFCs:32-Topology:0.5,sfc2-3-three,35,4380.588284942857,7.0
SFCs:32-Topology:0.5,sfc2-4-three,21,2111.6426306666667,7.0
SFCs:32-Topology:0.5,sfc2-5-three,102,1425.0353485490195,7.0
SFCs:32-Topology:0.5,sfc2-6-three,37,1948.5733502972973,7.0
SFCs:32-Topology:0.5,sfc2-7-three,106,2214.3816867452824,7.0
SFCs:32-Topology:0.5,sfc0-0-three,28,1255.6682647500002,7.0
SFCs:32-Topology:0.5,sfc0-1-three,75,1022.7086128000003,7.0
SFCs:32-Topology:0.5,sfc0-2-three,64,1147.8168857812502,7.0
SFCs:32-Topology:0.5,sfc0-3-three,52,1140.5840388846154,7.0
SFCs:32-Topology:0.5,sfc0-4-three,62,1076.7712344354838,7.0
SFCs:32-Topology:0.5,sfc0-5-three,79,930.2452497848102,7.0
SFCs:32-Topology:0.5,sfc0-6-three,47,1106.9103162765957,7.0
SFCs:32-Topology:0.5,sfc0-7-three,42,1331.1723456666666,7.0
SFCs:32-Topology:0.5,sfc1-0-three,37,1164.7499388378383,7.0
SFCs:32-Topology:0.5,sfc1-1-three,93,1891.1821812150542,7.0
SFCs:32-Topology:0.5,sfc1-2-three,33,1709.4039808181822,7.0
SFCs:32-Topology:0.5,sfc1-3-three,91,1615.7483453846155,7.0
SFCs:32-Topology:0.5,sfc1-4-three,49,2314.7196228571424,7.0
SFCs:32-Topology:0.5,sfc1-5-three,97,1894.5268500412374,7.0
SFCs:32-Topology:0.5,sfc1-6-three,73,1748.9318249178086,7.0
SFCs:32-Topology:0.5,sfc1-7-three,27,937.8728250740742,7.0
SFCs:32-Topology:0.5,sfc2-0-three,48,2779.2910993124992,7.0
SFCs:32-Topology:0.5,sfc2-1-three,46,4744.216425130436,7.0
SFCs:32-Topology:0.5,sfc2-2-three,94,3924.067055095745,7.0
SFCs:32-Topology:0.5,sfc2-3-three,42,4820.895298976191,7.0
SFCs:32-Topology:0.5,sfc2-4-three,23,1634.9949134782612,7.0
SFCs:32-Topology:0.5,sfc2-5-three,104,1548.886673221154,7.0
SFCs:32-Topology:0.5,sfc2-6-three,56,1544.8969379107145,7.0
SFCs:32-Topology:0.5,sfc2-7-three,87,1707.4964445402304,7.0
SFCs:32-Topology:0.5,sfc0-0-three,86,2118.0451790930233,6.0
SFCs:32-Topology:0.5,sfc0-1-three,43,1575.6750068372094,6.0
SFCs:32-Topology:0.5,sfc0-2-three,24,1482.4582771250004,6.0
SFCs:32-Topology:0.5,sfc0-3-three,32,1733.6998205624998,6.0
SFCs:32-Topology:0.5,sfc0-4-three,66,2304.670432015152,6.0
SFCs:32-Topology:0.5,sfc0-5-three,17,1124.6148249411763,6.0
SFCs:32-Topology:0.5,sfc0-6-three,61,1564.9500483114755,6.0
SFCs:32-Topology:0.5,sfc0-7-three,113,2000.5586800707972,6.0
SFCs:32-Topology:0.5,sfc1-0-three,29,2302.642528034483,6.0
SFCs:32-Topology:0.5,sfc1-1-three,61,1516.6750587213114,6.0
SFCs:32-Topology:0.5,sfc1-2-three,71,1610.3015306619711,6.0
SFCs:32-Topology:0.5,sfc1-3-three,44,1549.4866744090912,6.0
SFCs:32-Topology:0.5,sfc1-4-three,58,1848.4054216379304,6.0
SFCs:32-Topology:0.5,sfc1-5-three,40,1121.0712833000002,6.0
SFCs:32-Topology:0.5,sfc1-6-three,53,917.4679184339622,6.0
SFCs:32-Topology:0.5,sfc1-7-three,68,1457.8939491911765,6.0
SFCs:32-Topology:0.5,sfc2-0-three,58,3008.6567198275866,6.0
SFCs:32-Topology:0.5,sfc2-1-three,33,5706.392337454546,6.0
SFCs:32-Topology:0.5,sfc2-2-three,62,4526.628367564515,6.0
SFCs:32-Topology:0.5,sfc2-3-three,37,4891.230273432433,6.0
SFCs:32-Topology:0.5,sfc2-4-three,15,2566.6075909333335,6.0
SFCs:32-Topology:0.5,sfc2-5-three,39,1472.6288864871797,6.0
SFCs:32-Topology:0.5,sfc2-6-three,55,1786.4602730363636,6.0
SFCs:32-Topology:0.5,sfc2-7-three,35,2667.679328057143,6.0
SFCs:32-Topology:0.5,sfc0-0-three,81,3037.9259388765427,7.0
SFCs:32-Topology:0.5,sfc0-1-three,74,3134.2082182432423,7.0
SFCs:32-Topology:0.5,sfc0-2-three,28,3152.3285368571424,7.0
SFCs:32-Topology:0.5,sfc0-3-three,32,3188.8343773750003,7.0
SFCs:32-Topology:0.5,sfc0-4-three,80,3024.8853349374995,7.0
SFCs:32-Topology:0.5,sfc0-5-three,45,1807.5289789555557,7.0
SFCs:32-Topology:0.5,sfc0-6-three,53,1875.2092968679244,7.0
SFCs:32-Topology:0.5,sfc0-7-three,136,1682.9208472720588,7.0
SFCs:32-Topology:0.5,sfc1-0-three,28,1940.6317118571435,7.0
SFCs:32-Topology:0.5,sfc1-1-three,38,1182.5719456315792,7.0
SFCs:32-Topology:0.5,sfc1-2-three,61,1018.8181417540984,7.0
SFCs:32-Topology:0.5,sfc1-3-three,63,908.0607781269839,7.0
SFCs:32-Topology:0.5,sfc1-4-three,59,1091.7863205254241,7.0
SFCs:32-Topology:0.5,sfc1-5-three,49,1026.760748857143,7.0
SFCs:32-Topology:0.5,sfc1-6-three,34,1122.3098203235295,7.0
SFCs:32-Topology:0.5,sfc1-7-three,109,1111.879302623853,7.0
SFCs:32-Topology:0.5,sfc2-0-three,72,3235.125973652778,7.0
SFCs:32-Topology:0.5,sfc2-1-three,17,5082.419336941178,7.0
SFCs:32-Topology:0.5,sfc2-2-three,79,6259.596687974682,7.0
SFCs:32-Topology:0.5,sfc2-3-three,38,5177.393707657894,7.0
SFCs:32-Topology:0.5,sfc2-4-three,24,691.4100348333333,7.0
SFCs:32-Topology:0.5,sfc2-5-three,61,762.7599857704915,7.0
SFCs:32-Topology:0.5,sfc2-6-three,30,1689.8201067,7.0
SFCs:32-Topology:0.5,sfc2-7-three,59,1328.2752915254234,7.0
SFCs:32-Topology:0.5,sfc0-0-three,61,4196.173432754098,7.0
SFCs:32-Topology:0.5,sfc0-1-three,106,3866.987900254717,7.0
SFCs:32-Topology:0.5,sfc0-2-three,59,4276.893506779661,7.0
SFCs:32-Topology:0.5,sfc0-3-three,33,4184.560827121212,7.0
SFCs:32-Topology:0.5,sfc0-4-three,83,3689.2819380963856,7.0
SFCs:32-Topology:0.5,sfc0-5-three,91,1920.2922117692303,7.0
SFCs:32-Topology:0.5,sfc0-6-three,71,1920.7618416901403,7.0
SFCs:32-Topology:0.5,sfc0-7-three,80,1954.3192525625004,7.0
SFCs:32-Topology:0.5,sfc1-0-three,38,3403.2918104736846,7.0
SFCs:32-Topology:0.5,sfc1-1-three,67,1339.8942406268661,7.0
SFCs:32-Topology:0.5,sfc1-2-three,37,2226.18567672973,7.0
SFCs:32-Topology:0.5,sfc1-3-three,92,1326.4299274782609,7.0
SFCs:32-Topology:0.5,sfc1-4-three,57,1306.1814980877189,7.0
SFCs:32-Topology:0.5,sfc1-5-three,64,1666.2580847500003,7.0
SFCs:32-Topology:0.5,sfc1-6-three,56,1700.7311470892857,7.0
SFCs:32-Topology:0.5,sfc1-7-three,56,1271.5795673571427,7.0
SFCs:32-Topology:0.5,sfc2-0-three,58,4131.4823886206905,7.0
SFCs:32-Topology:0.5,sfc2-1-three,34,6317.263423058824,7.0
SFCs:32-Topology:0.5,sfc2-2-three,60,5926.931379583332,7.0
SFCs:32-Topology:0.5,sfc2-3-three,30,5975.694432766667,7.0
SFCs:32-Topology:0.5,sfc2-4-three,19,1108.539547157895,7.0
SFCs:32-Topology:0.5,sfc2-5-three,75,1371.2317014,7.0
SFCs:32-Topology:0.5,sfc2-6-three,31,1630.1179487096772,7.0
SFCs:32-Topology:0.5,sfc2-7-three,79,1128.921534291139,7.0
SFCs:32-Topology:0.5,sfc0-0-three,40,3727.768105549999,6.0
SFCs:32-Topology:0.5,sfc0-1-three,71,3493.851291295776,6.0
SFCs:32-Topology:0.5,sfc0-2-three,46,3786.778323434781,6.0
SFCs:32-Topology:0.5,sfc0-3-three,35,3980.5729479714287,6.0
SFCs:32-Topology:0.5,sfc0-4-three,70,4174.940622657144,6.0
SFCs:32-Topology:0.5,sfc0-5-three,67,1956.192710701493,6.0
SFCs:32-Topology:0.5,sfc0-6-three,74,2129.965194472972,6.0
SFCs:32-Topology:0.5,sfc0-7-three,55,2741.8326801999997,6.0
SFCs:32-Topology:0.5,sfc1-0-three,41,2566.221694926829,6.0
SFCs:32-Topology:0.5,sfc1-1-three,47,1174.1845765531918,6.0
SFCs:32-Topology:0.5,sfc1-2-three,42,1623.7666478809524,6.0
SFCs:32-Topology:0.5,sfc1-3-three,54,1139.1676482592588,6.0
SFCs:32-Topology:0.5,sfc1-4-three,54,1706.7390910185188,6.0
SFCs:32-Topology:0.5,sfc1-5-three,58,1191.9830882931037,6.0
SFCs:32-Topology:0.5,sfc1-6-three,42,2126.776331642857,6.0
SFCs:32-Topology:0.5,sfc1-7-three,41,1855.3357321951225,6.0
SFCs:32-Topology:0.5,sfc2-0-three,51,3897.0705326666666,6.0
SFCs:32-Topology:0.5,sfc2-1-three,22,7351.393380636363,6.0
SFCs:32-Topology:0.5,sfc2-2-three,48,6477.7575158125,6.0
SFCs:32-Topology:0.5,sfc2-3-three,29,6783.423737724139,6.0
SFCs:32-Topology:0.5,sfc2-4-three,16,2444.5132684375003,6.0
SFCs:32-Topology:0.5,sfc2-5-three,56,1799.9909132142855,6.0
SFCs:32-Topology:0.5,sfc2-6-three,37,1691.536931648649,6.0
SFCs:32-Topology:0.5,sfc2-7-three,79,1398.4634445063289,6.0
SFCs:32-Topology:0.5,sfc0-0-three,55,5038.437659127273,7.0
SFCs:32-Topology:0.5,sfc0-1-three,76,4181.099365171052,7.0
SFCs:32-Topology:0.5,sfc0-2-three,60,4214.637282283333,7.0
SFCs:32-Topology:0.5,sfc0-3-three,44,4169.956666568181,7.0
SFCs:32-Topology:0.5,sfc0-4-three,94,3384.858847106384,7.0
SFCs:32-Topology:0.5,sfc0-5-three,66,2628.571030681818,7.0
SFCs:32-Topology:0.5,sfc0-6-three,68,1848.369857676471,7.0
SFCs:32-Topology:0.5,sfc0-7-three,80,1595.4468325999999,7.0
SFCs:32-Topology:0.5,sfc1-0-three,44,1524.854246977273,7.0
SFCs:32-Topology:0.5,sfc1-1-three,50,1037.3684848000005,7.0
SFCs:32-Topology:0.5,sfc1-2-three,47,2204.6647302553197,7.0
SFCs:32-Topology:0.5,sfc1-3-three,62,1414.5600866290326,7.0
SFCs:32-Topology:0.5,sfc1-4-three,41,1072.7339715121952,7.0
SFCs:32-Topology:0.5,sfc1-5-three,79,1566.7654959746835,7.0
SFCs:32-Topology:0.5,sfc1-6-three,57,1066.511090052632,7.0
SFCs:32-Topology:0.5,sfc1-7-three,65,1733.2045599538465,7.0
SFCs:32-Topology:0.5,sfc2-0-three,60,3580.8482407166666,7.0
SFCs:32-Topology:0.5,sfc2-1-three,31,6612.605055096775,7.0
SFCs:32-Topology:0.5,sfc2-2-three,57,6809.994448614034,7.0
SFCs:32-Topology:0.5,sfc2-3-three,32,6791.571982218748,7.0
SFCs:32-Topology:0.5,sfc2-4-three,18,1811.919067388889,7.0
SFCs:32-Topology:0.5,sfc2-5-three,66,920.2586785757575,7.0
SFCs:32-Topology:0.5,sfc2-6-three,72,1291.279588180555,7.0
SFCs:32-Topology:0.5,sfc2-7-three,58,1463.9835535172413,7.0
SFCs:32-Topology:0.5,sfc0-0-three,68,3231.287527441177,6.0
SFCs:32-Topology:0.5,sfc0-1-three,64,3348.1012282187494,6.0
SFCs:32-Topology:0.5,sfc0-2-three,33,4038.679681424242,6.0
SFCs:32-Topology:0.5,sfc0-3-three,41,3197.0669666829267,6.0
SFCs:32-Topology:0.5,sfc0-4-three,59,2779.320460169492,6.0
SFCs:32-Topology:0.5,sfc0-5-three,50,1334.8618365599998,6.0
SFCs:32-Topology:0.5,sfc0-6-three,38,2283.9289525789477,6.0
SFCs:32-Topology:0.5,sfc0-7-three,80,1259.2299528874996,6.0
SFCs:32-Topology:0.5,sfc1-0-three,32,1247.0527882812498,6.0
SFCs:32-Topology:0.5,sfc1-1-three,36,1238.1491165555556,6.0
SFCs:32-Topology:0.5,sfc1-2-three,43,903.1687966046516,6.0
SFCs:32-Topology:0.5,sfc1-3-three,59,1074.7628947627124,6.0
SFCs:32-Topology:0.5,sfc1-4-three,42,996.9938597380954,6.0
SFCs:32-Topology:0.5,sfc1-5-three,35,928.4369475142857,6.0
SFCs:32-Topology:0.5,sfc1-6-three,51,1466.7552148235295,6.0
SFCs:32-Topology:0.5,sfc1-7-three,50,1456.1213115000003,6.0
SFCs:32-Topology:0.5,sfc2-0-three,57,3403.6643336842108,6.0
SFCs:32-Topology:0.5,sfc2-1-three,28,6685.256577071429,6.0
SFCs:32-Topology:0.5,sfc2-2-three,44,7975.662421954543,6.0
SFCs:32-Topology:0.5,sfc2-3-three,24,6656.663104708333,6.0
SFCs:32-Topology:0.5,sfc2-4-three,31,978.5763855483872,6.0
SFCs:32-Topology:0.5,sfc2-5-three,95,1141.699953831579,6.0
SFCs:32-Topology:0.5,sfc2-6-three,33,1065.989611242424,6.0
SFCs:32-Topology:0.5,sfc2-7-three,50,1231.4314686200005,6.0
SFCs:32-Topology:0.5,sfc0-0-three,73,2098.408991219179,7.0
SFCs:32-Topology:0.5,sfc0-1-three,88,1645.3518233522727,7.0
SFCs:32-Topology:0.5,sfc0-2-three,35,2586.991812771429,7.0
SFCs:32-Topology:0.5,sfc0-3-three,42,1717.5158569999999,7.0
SFCs:32-Topology:0.5,sfc0-4-three,67,2504.2936259402986,7.0
SFCs:32-Topology:0.5,sfc0-5-three,79,2256.6735639240505,7.0
SFCs:32-Topology:0.5,sfc0-6-three,37,2510.4182136216214,7.0
SFCs:32-Topology:0.5,sfc0-7-three,120,2321.138023475,7.0
SFCs:32-Topology:0.5,sfc1-0-three,36,3150.5698949444445,7.0
SFCs:32-Topology:0.5,sfc1-1-three,37,1260.5202773513513,7.0
SFCs:32-Topology:0.5,sfc1-2-three,44,1170.7377347272727,7.0
SFCs:32-Topology:0.5,sfc1-3-three,49,1238.3905310204082,7.0
SFCs:32-Topology:0.5,sfc1-4-three,35,1324.9324819714286,7.0
SFCs:32-Topology:0.5,sfc1-5-three,54,1061.218103185185,7.0
SFCs:32-Topology:0.5,sfc1-6-three,44,1101.376500272727,7.0
SFCs:32-Topology:0.5,sfc1-7-three,80,1104.9646863750004,7.0
SFCs:32-Topology:0.5,sfc2-0-three,74,3126.014169945946,7.0
SFCs:32-Topology:0.5,sfc2-1-three,38,7332.934945684213,7.0
SFCs:32-Topology:0.5,sfc2-2-three,52,6784.548434480769,7.0
SFCs:32-Topology:0.5,sfc2-3-three,45,6397.698472222221,7.0
SFCs:32-Topology:0.5,sfc2-4-three,36,1208.8835398611113,7.0
SFCs:32-Topology:0.5,sfc2-5-three,128,1311.9388546406249,7.0
SFCs:32-Topology:0.5,sfc2-6-three,20,2371.9078754499997,7.0
SFCs:32-Topology:0.5,sfc2-7-three,86,1611.5899451162793,7.0
SFCs:32-Topology:0.5,sfc0-0-three,83,1348.008831855422,7.0
SFCs:32-Topology:0.5,sfc0-1-three,93,1291.7171106021513,7.0
SFCs:32-Topology:0.5,sfc0-2-three,39,1486.809048692308,7.0
SFCs:32-Topology:0.5,sfc0-3-three,41,1888.4444345121954,7.0
SFCs:32-Topology:0.5,sfc0-4-three,60,2684.5111050333335,7.0
SFCs:32-Topology:0.5,sfc0-5-three,91,2869.453824560439,7.0
SFCs:32-Topology:0.5,sfc0-6-three,51,3278.755700784314,7.0
SFCs:32-Topology:0.5,sfc0-7-three,84,2529.895474821428,7.0
SFCs:32-Topology:0.5,sfc1-0-three,46,3086.5370485217395,7.0
SFCs:32-Topology:0.5,sfc1-1-three,57,1453.2683394385967,7.0
SFCs:32-Topology:0.5,sfc1-2-three,45,1464.1654481111118,7.0
SFCs:32-Topology:0.5,sfc1-3-three,75,1625.9188242533332,7.0
SFCs:32-Topology:0.5,sfc1-4-three,26,959.7549995000003,7.0
SFCs:32-Topology:0.5,sfc1-5-three,52,1205.1565825384614,7.0
SFCs:32-Topology:0.5,sfc1-6-three,49,1287.9523718979594,7.0
SFCs:32-Topology:0.5,sfc1-7-three,87,1101.5221919310343,7.0
SFCs:32-Topology:0.5,sfc2-0-three,68,3453.9054326176465,7.0
SFCs:32-Topology:0.5,sfc2-1-three,37,5841.016475162163,7.0
SFCs:32-Topology:0.5,sfc2-2-three,68,6442.907654441173,7.0
SFCs:32-Topology:0.5,sfc2-3-three,57,5712.666374491226,7.0
SFCs:32-Topology:0.5,sfc2-4-three,35,1606.8249543142856,7.0
SFCs:32-Topology:0.5,sfc2-5-three,99,1055.83292330303,7.0
SFCs:32-Topology:0.5,sfc2-6-three,38,1775.1637079210525,7.0
SFCs:32-Topology:0.5,sfc2-7-three,91,1260.8680131318679,7.0
SFCs:32-Topology:0.5,sfc0-0-three,70,2171.7265148714287,7.0
SFCs:32-Topology:0.5,sfc0-1-three,95,1479.3443067368416,7.0
SFCs:32-Topology:0.5,sfc0-2-three,48,1116.4223626041667,7.0
SFCs:32-Topology:0.5,sfc0-3-three,48,2806.818348166667,7.0
SFCs:32-Topology:0.5,sfc0-4-three,51,3198.6289362745097,7.0
SFCs:32-Topology:0.5,sfc0-5-three,99,3193.268653616163,7.0
SFCs:32-Topology:0.5,sfc0-6-three,47,3417.5349164255313,7.0
SFCs:32-Topology:0.5,sfc0-7-three,64,2948.6536030781244,7.0
SFCs:32-Topology:0.5,sfc1-0-three,52,4124.242459365386,7.0
SFCs:32-Topology:0.5,sfc1-1-three,45,2353.0198292444443,7.0
SFCs:32-Topology:0.5,sfc1-2-three,54,1301.5621737777778,7.0
SFCs:32-Topology:0.5,sfc1-3-three,61,985.960953409836,7.0
SFCs:32-Topology:0.5,sfc1-4-three,38,878.4618102105261,7.0
SFCs:32-Topology:0.5,sfc1-5-three,44,1497.852289045455,7.0
SFCs:32-Topology:0.5,sfc1-6-three,61,945.0011454098359,7.0
SFCs:32-Topology:0.5,sfc1-7-three,65,1178.8236427076927,7.0
SFCs:32-Topology:0.5,sfc2-0-three,64,3955.0308909687506,7.0
SFCs:32-Topology:0.5,sfc2-1-three,51,6750.314540627454,7.0
SFCs:32-Topology:0.5,sfc2-2-three,60,6675.841461316669,7.0
SFCs:32-Topology:0.5,sfc2-3-three,53,6172.0170591320775,7.0
SFCs:32-Topology:0.5,sfc2-4-three,36,978.1687568055557,7.0
SFCs:32-Topology:0.5,sfc2-5-three,81,1413.2163537283943,7.0
SFCs:32-Topology:0.5,sfc2-6-three,47,2474.797891553191,7.0
SFCs:32-Topology:0.5,sfc2-7-three,84,1357.7885176190482,7.0
SFCs:32-Topology:0.5,sfc0-0-three,76,922.6741838947368,6.0
SFCs:32-Topology:0.5,sfc0-1-three,57,819.9950469122807,6.0
SFCs:32-Topology:0.5,sfc0-2-three,25,882.6950636,6.0
SFCs:32-Topology:0.5,sfc0-3-three,15,1065.1929155999999,6.0
SFCs:32-Topology:0.5,sfc0-4-three,43,2639.5656275813967,6.0
SFCs:32-Topology:0.5,sfc0-5-three,62,3422.9083014354837,6.0
SFCs:32-Topology:0.5,sfc0-6-three,38,3781.7286849736847,6.0
SFCs:32-Topology:0.5,sfc0-7-three,80,3880.501556799999,6.0
SFCs:32-Topology:0.5,sfc1-0-three,34,3900.6004027058825,6.0
SFCs:32-Topology:0.5,sfc1-1-three,33,2457.8998872727266,6.0
SFCs:32-Topology:0.5,sfc1-2-three,71,1585.727166352112,6.0
SFCs:32-Topology:0.5,sfc1-3-three,35,903.2246958857145,6.0
SFCs:32-Topology:0.5,sfc1-4-three,31,1283.0547460322582,6.0
SFCs:32-Topology:0.5,sfc1-5-three,33,1356.2790617878786,6.0
SFCs:32-Topology:0.5,sfc1-6-three,39,1023.9666582307691,6.0
SFCs:32-Topology:0.5,sfc1-7-three,80,1135.1405275125,6.0
SFCs:32-Topology:0.5,sfc2-0-three,67,3056.0029370746265,6.0
SFCs:32-Topology:0.5,sfc2-1-three,33,6852.185615454547,6.0
SFCs:32-Topology:0.5,sfc2-2-three,34,5724.861346117648,6.0
SFCs:32-Topology:0.5,sfc2-3-three,66,5154.040201045455,6.0
SFCs:32-Topology:0.5,sfc2-4-three,34,1042.7747412941176,6.0
SFCs:32-Topology:0.5,sfc2-5-three,127,1087.5174304173233,6.0
SFCs:32-Topology:0.5,sfc2-6-three,23,1987.025718,6.0
SFCs:32-Topology:0.5,sfc2-7-three,46,1902.756310956522,6.0
SFCs:32-Topology:0.5,sfc0-0-three,69,1297.3502755217387,7.0
SFCs:32-Topology:0.5,sfc0-1-three,67,1274.620192268657,7.0
SFCs:32-Topology:0.5,sfc0-2-three,56,1336.6740065714282,7.0
SFCs:32-Topology:0.5,sfc0-3-three,29,929.5972158965517,7.0
SFCs:32-Topology:0.5,sfc0-4-three,48,2922.3216238750006,7.0
SFCs:32-Topology:0.5,sfc0-5-three,81,4127.795023271607,7.0
SFCs:32-Topology:0.5,sfc0-6-three,61,3962.208519655737,7.0
SFCs:32-Topology:0.5,sfc0-7-three,100,4121.659730059998,7.0
SFCs:32-Topology:0.5,sfc1-0-three,37,4999.056515567568,7.0
SFCs:32-Topology:0.5,sfc1-1-three,39,1365.6782015641027,7.0
SFCs:32-Topology:0.5,sfc1-2-three,79,1117.0853776329106,7.0
SFCs:32-Topology:0.5,sfc1-3-three,66,1195.3291905454546,7.0
SFCs:32-Topology:0.5,sfc1-4-three,36,1673.4395335,7.0
SFCs:32-Topology:0.5,sfc1-5-three,55,1255.6332544181819,7.0
