experiment,sfc,requests,average_latency,duration
SFCs:16-Topology:0.5,sfc1-3-four,47,6225.989659617021,5.0
SFCs:16-Topology:0.5,sfc2-0-four,39,3195.733697179487,5.0
SFCs:16-Topology:0.5,sfc2-1-four,13,8680.827747384616,5.0
SFCs:16-Topology:0.5,sfc2-2-four,16,9836.807861625002,5.0
SFCs:16-Topology:0.5,sfc2-3-four,22,8557.963530045452,5.0
SFCs:16-Topology:0.5,sfc3-0-four,52,6640.413898019233,5.0
SFCs:16-Topology:0.5,sfc3-1-four,34,6255.054824235294,5.0
SFCs:16-Topology:0.5,sfc3-2-four,25,4978.606392680001,5.0
SFCs:16-Topology:0.5,sfc3-3-four,20,6222.960148550001,5.0
SFCs:16-Topology:0.5,sfc0-0-four,41,5300.921585756096,5.0
SFCs:16-Topology:0.5,sfc0-1-four,45,7639.906653888891,5.0
SFCs:16-Topology:0.5,sfc0-2-four,47,5776.551794468085,5.0
SFCs:16-Topology:0.5,sfc0-3-four,40,6630.593240700002,5.0
SFCs:16-Topology:0.5,sfc1-0-four,16,9597.692651125,5.0
SFCs:16-Topology:0.5,sfc1-1-four,50,6026.495016359998,5.0
SFCs:16-Topology:0.5,sfc1-2-four,31,7112.0992431290315,5.0
SFCs:16-Topology:0.5,sfc1-3-four,39,7157.23485623077,5.0
SFCs:16-Topology:0.5,sfc2-0-four,40,4734.9410795250005,5.0
SFCs:16-Topology:0.5,sfc2-1-four,13,8265.997931615386,5.0
SFCs:16-Topology:0.5,sfc2-2-four,17,8290.624297588234,5.0
SFCs:16-Topology:0.5,sfc2-3-four,26,6432.036846153846,5.0
SFCs:16-Topology:0.5,sfc3-0-four,69,5516.630758159418,5.0
SFCs:16-Topology:0.5,sfc3-1-four,31,5601.588557774194,5.0
SFCs:16-Topology:0.5,sfc3-2-four,21,5534.044096714285,5.0
SFCs:16-Topology:0.5,sfc3-3-four,30,7709.458261433333,5.0
SFCs:16-Topology:0.5,sfc0-0-four,45,6060.1238758222225,6.0
SFCs:16-Topology:0.5,sfc0-1-four,41,5672.244514536586,6.0
SFCs:16-Topology:0.5,sfc0-2-four,52,5807.317944211537,6.0
SFCs:16-Topology:0.5,sfc0-3-four,42,6325.727343309523,6.0
SFCs:16-Topology:0.5,sfc1-0-four,10,7546.848700200001,6.0
SFCs:16-Topology:0.5,sfc1-1-four,40,7469.58655285,6.0
SFCs:16-Topology:0.5,sfc1-2-four,44,6270.630949159089,6.0
SFCs:16-Topology:0.5,sfc1-3-four,40,8790.138477925002,6.0
SFCs:16-Topology:0.5,sfc2-0-four,43,4957.700228372093,6.0
SFCs:16-Topology:0.5,sfc2-1-four,19,7121.696090526315,6.0
SFCs:16-Topology:0.5,sfc2-2-four,21,6723.306713047619,6.0
SFCs:16-Topology:0.5,sfc2-3-four,21,11993.685712761906,6.0
SFCs:16-Topology:0.5,sfc3-0-four,82,5231.037965414633,6.0
SFCs:16-Topology:0.5,sfc3-1-four,35,6438.278731685715,6.0
SFCs:16-Topology:0.5,sfc3-2-four,29,4660.3886233448275,6.0
SFCs:16-Topology:0.5,sfc3-3-four,21,8006.6963154285695,6.0
SFCs:16-Topology:0.5,sfc0-0-four,47,6375.020776531915,6.0
SFCs:16-Topology:0.5,sfc0-1-four,43,7181.078094023255,6.0
SFCs:16-Topology:0.5,sfc0-2-four,53,6485.334791660376,6.0
SFCs:16-Topology:0.5,sfc0-3-four,45,6563.526301977777,6.0
SFCs:16-Topology:0.5,sfc1-0-four,13,6652.152013538462,6.0
SFCs:16-Topology:0.5,sfc1-1-four,42,7887.218497452379,6.0
SFCs:16-Topology:0.5,sfc1-2-four,41,6204.447102756098,6.0
SFCs:16-Topology:0.5,sfc1-3-four,58,7205.0048345689665,6.0
SFCs:16-Topology:0.5,sfc2-0-four,43,3751.576304511628,6.0
SFCs:16-Topology:0.5,sfc2-1-four,20,7341.722389500002,6.0
SFCs:16-Topology:0.5,sfc2-2-four,20,7568.61754945,6.0
SFCs:16-Topology:0.5,sfc2-3-four,27,9432.422086037037,6.0
SFCs:16-Topology:0.5,sfc3-0-four,90,7564.5885085,6.0
SFCs:16-Topology:0.5,sfc3-1-four,34,4487.313894441175,6.0
SFCs:16-Topology:0.5,sfc3-2-four,20,6713.741645600001,6.0
SFCs:16-Topology:0.5,sfc3-3-four,22,6387.37827990909,6.0
SFCs:16-Topology:0.5,sfc0-0-four,30,8745.688757466667,6.0
SFCs:16-Topology:0.5,sfc0-1-four,40,8277.532161175,6.0
SFCs:16-Topology:0.5,sfc0-2-four,57,7548.485023192981,6.0
SFCs:16-Topology:0.5,sfc0-3-four,42,7475.00562409524,6.0
SFCs:16-Topology:0.5,sfc1-0-four,18,10711.414874444441,6.0
SFCs:16-Topology:0.5,sfc1-1-four,36,6206.840678472221,6.0
SFCs:16-Topology:0.5,sfc1-2-four,36,7484.725642194443,6.0
SFCs:16-Topology:0.5,sfc1-3-four,30,6468.190969599998,6.0
SFCs:16-Topology:0.5,sfc2-0-four,39,3949.2049077435895,6.0
SFCs:16-Topology:0.5,sfc2-1-four,18,6166.538594444444,6.0
SFCs:16-Topology:0.5,sfc2-2-four,20,10956.790635650003,6.0
SFCs:16-Topology:0.5,sfc2-3-four,10,12576.506471600002,6.0
SFCs:16-Topology:0.5,sfc3-0-four,79,5386.880751265822,6.0
SFCs:16-Topology:0.5,sfc3-1-four,25,5396.556042800001,6.0
SFCs:16-Topology:0.5,sfc3-2-four,24,5773.367684208334,6.0
SFCs:16-Topology:0.5,sfc3-3-four,25,6358.968674080001,6.0
SFCs:16-Topology:0.5,sfc0-0-four,41,10171.83138070732,6.0
SFCs:16-Topology:0.5,sfc0-1-four,42,8360.268481880952,6.0
SFCs:16-Topology:0.5,sfc0-2-four,48,6661.944941333335,6.0
SFCs:16-Topology:0.5,sfc0-3-four,55,6723.313619854544,6.0
SFCs:16-Topology:0.5,sfc1-0-four,8,6885.690539375,6.0
SFCs:16-Topology:0.5,sfc1-1-four,44,9129.543878295455,6.0
SFCs:16-Topology:0.5,sfc1-2-four,48,7644.922154312501,6.0
SFCs:16-Topology:0.5,sfc1-3-four,40,8662.91328455,6.0
SFCs:16-Topology:0.5,sfc2-0-four,44,8375.986427840908,6.0
SFCs:16-Topology:0.5,sfc2-1-four,23,7388.247348565217,6.0
SFCs:16-Topology:0.5,sfc2-2-four,21,9604.786682476191,6.0
SFCs:16-Topology:0.5,sfc2-3-four,26,8562.970719346153,6.0
SFCs:16-Topology:0.5,sfc3-0-four,99,6935.967134555553,6.0
SFCs:16-Topology:0.5,sfc3-1-four,27,7321.920767925925,6.0
SFCs:16-Topology:0.5,sfc3-2-four,30,6134.781714266665,6.0
SFCs:16-Topology:0.5,sfc3-3-four,28,8460.177894285715,6.0
SFCs:16-Topology:0.5,sfc0-0-four,45,8923.268576200002,5.0
SFCs:16-Topology:0.5,sfc0-1-four,38,10046.448901105261,5.0
SFCs:16-Topology:0.5,sfc0-2-four,26,16700.168775038463,5.0
SFCs:16-Topology:0.5,sfc0-3-four,29,9033.371453896552,5.0
SFCs:16-Topology:0.5,sfc1-0-four,3,12206.422080999999,5.0
SFCs:16-Topology:0.5,sfc1-1-four,33,9318.813123787879,5.0
SFCs:16-Topology:0.5,sfc1-2-four,33,9870.266056333336,5.0
SFCs:16-Topology:0.5,sfc1-3-four,24,11838.860551624997,5.0
SFCs:16-Topology:0.5,sfc2-0-four,36,11908.930459527779,5.0
SFCs:16-Topology:0.5,sfc2-1-four,17,10136.118473176473,5.0
SFCs:16-Topology:0.5,sfc2-2-four,14,12272.14742742857,5.0
SFCs:16-Topology:0.5,sfc2-3-four,15,12892.051734666667,5.0
SFCs:16-Topology:0.5,sfc3-0-four,48,8806.773757333332,5.0
SFCs:16-Topology:0.5,sfc3-1-four,28,13181.40917032143,5.0
SFCs:16-Topology:0.5,sfc3-2-four,30,10314.783927566668,5.0
SFCs:16-Topology:0.5,sfc3-3-four,32,10393.3424450625,5.0
SFCs:16-Topology:0.5,sfc0-0-four,73,17687.07221064384,6.0
SFCs:16-Topology:0.5,sfc0-1-four,52,25058.228127288457,6.0
SFCs:16-Topology:0.5,sfc0-2-four,69,21423.133152739127,6.0
SFCs:16-Topology:0.5,sfc0-3-four,59,21739.188920881355,6.0
SFCs:16-Topology:0.5,sfc1-0-four,30,23077.629959733327,6.0
SFCs:16-Topology:0.5,sfc1-1-four,55,20014.84740172727,6.0
SFCs:16-Topology:0.5,sfc1-2-four,40,15736.6184756,6.0
SFCs:16-Topology:0.5,sfc1-3-four,29,12842.463100482757,6.0
SFCs:16-Topology:0.5,sfc2-0-four,25,24371.36037488,6.0
SFCs:16-Topology:0.5,sfc2-1-four,25,15913.231770959997,6.0
SFCs:16-Topology:0.5,sfc2-2-four,26,23427.360018,6.0
SFCs:16-Topology:0.5,sfc2-3-four,26,15436.915128384617,6.0
SFCs:16-Topology:0.5,sfc3-0-four,51,20872.508215098038,6.0
SFCs:16-Topology:0.5,sfc3-1-four,22,28389.898445363633,6.0
SFCs:16-Topology:0.5,sfc3-2-four,10,24140.700066899997,6.0
SFCs:16-Topology:0.5,sfc3-3-four,31,25185.977323032257,6.0
SFCs:16-Topology:0.5,sfc0-0-four,11,40240.16404045455,5.0
SFCs:16-Topology:0.5,sfc0-1-four,8,43970.973763874994,5.0
SFCs:16-Topology:0.5,sfc0-2-four,10,35906.8660232,5.0
SFCs:16-Topology:0.5,sfc0-3-four,12,40903.490051249995,5.0
SFCs:16-Topology:0.5,sfc1-0-four,5,36128.0838884,5.0
SFCs:16-Topology:0.5,sfc1-1-four,14,36647.86081928572,5.0
SFCs:16-Topology:0.5,sfc1-2-four,4,37621.0742925,5.0
SFCs:16-Topology:0.5,sfc1-3-four,19,45032.20268273684,5.0
SFCs:16-Topology:0.5,sfc2-0-four,11,51448.82087454546,5.0
SFCs:16-Topology:0.5,sfc2-1-four,29,38169.838224517254,5.0
SFCs:16-Topology:0.5,sfc2-2-four,35,37372.57281925714,5.0
SFCs:16-Topology:0.5,sfc2-3-four,36,33212.3670676389,5.0
SFCs:16-Topology:0.5,sfc3-0-four,9,48913.461505666666,5.0
SFCs:16-Topology:0.5,sfc3-1-four,3,46500.152014666666,5.0
SFCs:16-Topology:0.5,sfc3-2-four,1,53509.806341,5.0
SFCs:16-Topology:0.5,sfc3-3-four,2,53441.980046,5.0
SFCs:16-Topology:0.5,sfc0-1-four,3,53923.43735066667,5.0
SFCs:16-Topology:0.5,sfc0-2-four,3,32172.979955,5.0
SFCs:16-Topology:0.5,sfc0-3-four,4,37925.904291750005,5.0
SFCs:16-Topology:0.5,sfc1-1-four,1,32096.984093,5.0
SFCs:16-Topology:0.5,sfc1-2-four,4,37471.428496,5.0
SFCs:16-Topology:0.5,sfc1-3-four,6,39160.371902666666,5.0
SFCs:16-Topology:0.5,sfc2-1-four,6,33102.6499115,5.0
SFCs:16-Topology:0.5,sfc2-2-four,2,33043.0619765,5.0
SFCs:16-Topology:0.5,sfc2-3-four,5,32148.8314068,5.0
SFCs:16-Topology:0.5,sfc3-0-four,5,53209.74382959999,5.0
SFCs:16-Topology:0.5,sfc3-1-four,1,53931.934317,5.0
SFCs:4-Topology:1,sfc0-five,23,170.48005791304348,2.0
SFCs:4-Topology:1,sfc1-five,18,251.16428027777778,2.0
SFCs:4-Topology:1,sfc2-five,4,144.83347575,2.0
SFCs:4-Topology:1,sfc3-five,5,125.76781120000001,2.0
SFCs:4-Topology:1,sfc0-five,20,1080.8663265,2.0
SFCs:4-Topology:1,sfc1-five,17,1398.8530921176473,2.0
SFCs:4-Topology:1,sfc2-five,6,1226.6623563333335,2.0
SFCs:4-Topology:1,sfc3-five,9,1165.4316366666667,2.0
SFCs:4-Topology:1,sfc0-five,19,1916.2319284210523,2.0
SFCs:4-Topology:1,sfc1-five,16,2359.9111436875,2.0
SFCs:4-Topology:1,sfc2-five,3,2814.857646,2.0
SFCs:4-Topology:1,sfc3-five,7,2215.669367285714,2.0
SFCs:4-Topology:1,sfc0-five,8,3183.8990453750002,2.0
SFCs:4-Topology:1,sfc1-five,13,3076.743574307692,2.0
SFCs:4-Topology:1,sfc2-five,2,3577.1047495000003,2.0
SFCs:4-Topology:1,sfc3-five,8,2478.74195275,2.0
SFCs:4-Topology:1,sfc0-five,15,2828.8547239333334,2.0
SFCs:4-Topology:1,sfc1-five,5,3414.401561,2.0
SFCs:4-Topology:1,sfc2-five,3,3876.693479,2.0
SFCs:4-Topology:1,sfc3-five,2,3786.0158945000003,2.0
SFCs:4-Topology:1,sfc0-five,9,3178.9979223333335,2.0
SFCs:4-Topology:1,sfc1-five,5,2811.531712,2.0
SFCs:4-Topology:1,sfc2-five,1,4696.293926,2.0
SFCs:4-Topology:1,sfc3-five,6,3971.0357243333333,2.0
SFCs:4-Topology:1,sfc0-five,10,3374.8264305,2.0
SFCs:4-Topology:1,sfc2-five,1,3460.927114,2.0
SFCs:4-Topology:1,sfc3-five,2,2860.8933425,2.0
SFCs:4-Topology:1,sfc0-five,7,3796.6397647142853,2.0
SFCs:4-Topology:1,sfc1-five,4,3136.10076025,2.0
SFCs:4-Topology:1,sfc2-five,1,3248.585509,2.0
SFCs:4-Topology:1,sfc3-five,4,2923.43826925,2.0
SFCs:4-Topology:1,sfc0-five,7,4296.569362571428,2.0
SFCs:4-Topology:1,sfc1-five,5,3437.9844936,2.0
SFCs:4-Topology:1,sfc2-five,3,3839.56389,2.0
SFCs:4-Topology:1,sfc3-five,1,2982.234002,2.0
SFCs:4-Topology:1,sfc0-five,9,5370.151670777777,2.0
SFCs:4-Topology:1,sfc1-five,8,4406.109620875,2.0
SFCs:4-Topology:1,sfc2-five,1,3707.573447,2.0
SFCs:4-Topology:1,sfc3-five,8,5798.89150375,2.0
SFCs:4-Topology:1,sfc0-five,7,5055.057740857142,2.0
SFCs:4-Topology:1,sfc1-five,6,7838.184796333334,2.0
SFCs:4-Topology:1,sfc2-five,2,4881.8750495,2.0
SFCs:4-Topology:1,sfc3-five,7,3965.601229857143,2.0
SFCs:4-Topology:1,sfc0-five,13,4163.3636376153845,2.0
SFCs:4-Topology:1,sfc1-five,10,7343.9327828,2.0
SFCs:4-Topology:1,sfc2-five,4,9924.742708,2.0
SFCs:4-Topology:1,sfc3-five,8,4574.5212978750005,2.0
SFCs:4-Topology:1,sfc0-five,13,8462.490461692309,2.0
SFCs:4-Topology:1,sfc1-five,4,7558.5117605,2.0
SFCs:4-Topology:1,sfc2-five,4,5693.91708,2.0
SFCs:4-Topology:1,sfc3-five,5,4280.0885370000005,2.0
SFCs:4-Topology:1,sfc0-five,15,5551.783655666665,2.0
SFCs:4-Topology:1,sfc1-five,5,6339.8966592,2.0
SFCs:4-Topology:1,sfc2-five,2,5325.541133000001,2.0
SFCs:4-Topology:1,sfc3-five,5,4528.3638552,2.0
SFCs:4-Topology:1,sfc0-five,9,8215.65995111111,2.0
SFCs:4-Topology:1,sfc1-five,8,4289.58866425,2.0
SFCs:4-Topology:1,sfc2-five,5,12309.4107152,2.0
SFCs:4-Topology:1,sfc3-five,9,7124.496437666667,2.0
SFCs:4-Topology:1,sfc0-five,6,5406.271132,2.0
SFCs:4-Topology:1,sfc1-five,10,7267.2576657,2.0
SFCs:4-Topology:1,sfc2-five,4,10178.45205325,2.0
SFCs:4-Topology:1,sfc3-five,3,5526.886610999999,2.0
SFCs:4-Topology:1,sfc0-five,6,10856.312838333335,2.0
SFCs:4-Topology:1,sfc1-five,4,10277.60132175,2.0
SFCs:4-Topology:1,sfc2-five,5,4950.954736,2.0
SFCs:4-Topology:1,sfc3-five,4,11415.925767,2.0
SFCs:4-Topology:1,sfc0-five,10,4284.095922199999,2.0
SFCs:4-Topology:1,sfc1-five,9,8861.528989777777,2.0
SFCs:4-Topology:1,sfc2-five,4,15819.465031750002,2.0
SFCs:4-Topology:1,sfc3-five,3,6862.863506333334,2.0
SFCs:4-Topology:1,sfc0-five,21,6989.792448619048,2.0
SFCs:4-Topology:1,sfc1-five,3,4171.183374,2.0
SFCs:4-Topology:1,sfc2-five,6,9982.626866,2.0
SFCs:4-Topology:1,sfc3-five,5,3569.8949482,2.0
SFCs:4-Topology:1,sfc0-five,15,10055.992677266668,2.0
SFCs:4-Topology:1,sfc1-five,5,3925.2339402,2.0
SFCs:4-Topology:1,sfc2-five,3,5130.076594000001,2.0
SFCs:4-Topology:1,sfc3-five,6,8466.331675,2.0
SFCs:4-Topology:1,sfc0-five,14,5346.316044785714,2.0
SFCs:4-Topology:1,sfc1-five,8,17796.610682625003,2.0
SFCs:4-Topology:1,sfc2-five,4,8438.4421695,2.0
SFCs:4-Topology:1,sfc3-five,2,4844.732717,2.0
SFCs:4-Topology:1,sfc0-five,14,10110.255270142856,2.0
SFCs:4-Topology:1,sfc1-five,12,10841.835905499998,2.0
SFCs:4-Topology:1,sfc2-five,4,10224.3284695,2.0
SFCs:4-Topology:1,sfc3-five,13,13437.346886769232,2.0
SFCs:4-Topology:1,sfc0-five,11,7435.963964909091,2.0
SFCs:4-Topology:1,sfc1-five,9,13469.622953666667,2.0
SFCs:4-Topology:1,sfc2-five,2,4280.714089,2.0
SFCs:4-Topology:1,sfc3-five,13,11535.183859615385,2.0
SFCs:4-Topology:1,sfc0-five,16,3862.758628,2.0
SFCs:4-Topology:1,sfc1-five,8,7356.90280225,2.0
SFCs:4-Topology:1,sfc2-five,2,8044.265579499999,2.0
SFCs:4-Topology:1,sfc3-five,10,11554.6790848,2.0
SFCs:4-Topology:1,sfc0-five,20,9064.093780649999,2.0
SFCs:4-Topology:1,sfc1-five,6,14517.148769666668,2.0
SFCs:4-Topology:1,sfc2-five,3,3584.0127273333333,2.0
SFCs:4-Topology:1,sfc3-five,12,10583.944487083332,2.0
SFCs:4-Topology:1,sfc0-five,9,4797.097577,2.0
SFCs:4-Topology:1,sfc1-five,4,16713.58807425,2.0
SFCs:4-Topology:1,sfc2-five,2,5722.4586395,2.0
SFCs:4-Topology:1,sfc3-five,7,8718.676924,2.0
SFCs:4-Topology:1,sfc0-five,11,7535.173127363637,2.0
SFCs:4-Topology:1,sfc1-five,9,8714.396190555555,2.0
SFCs:4-Topology:1,sfc2-five,6,18183.842570833334,2.0
SFCs:4-Topology:1,sfc3-five,8,10626.306433499998,2.0
SFCs:4-Topology:1,sfc0-five,10,7550.0945255,2.0
SFCs:4-Topology:1,sfc1-five,10,3777.8481662000004,2.0
SFCs:4-Topology:1,sfc2-five,6,4207.4663025,2.0
SFCs:4-Topology:1,sfc3-five,11,11301.57597281818,2.0
SFCs:4-Topology:1,sfc0-five,12,7888.743887833334,2.0
SFCs:4-Topology:1,sfc1-five,12,5229.803719500001,2.0
SFCs:4-Topology:1,sfc2-five,7,7976.742185571429,2.0
SFCs:4-Topology:1,sfc3-five,10,8193.767685499999,2.0
SFCs:4-Topology:1,sfc0-five,11,4786.940480090909,2.0
SFCs:4-Topology:1,sfc1-five,4,3886.94076225,2.0
SFCs:4-Topology:1,sfc2-five,8,7045.882915,2.0
SFCs:4-Topology:1,sfc3-five,9,6474.013029333334,2.0
SFCs:4-Topology:1,sfc0-five,9,15311.743550555555,2.0
SFCs:4-Topology:1,sfc1-five,13,5829.243718307692,2.0
SFCs:4-Topology:1,sfc2-five,7,8506.20591042857,2.0
SFCs:4-Topology:1,sfc3-five,15,10470.3128984,2.0
SFCs:4-Topology:1,sfc0-five,7,3664.546785142857,2.0
SFCs:4-Topology:1,sfc1-five,9,8954.359511444445,2.0
SFCs:4-Topology:1,sfc2-five,3,14757.668382999998,2.0
SFCs:4-Topology:1,sfc3-five,8,4650.68275275,2.0
SFCs:4-Topology:1,sfc0-five,5,8538.2587426,2.0
SFCs:4-Topology:1,sfc1-five,6,12166.840618333334,2.0
SFCs:4-Topology:1,sfc2-five,6,5998.522686666667,2.0
SFCs:4-Topology:1,sfc3-five,7,6811.609770142857,2.0
SFCs:4-Topology:1,sfc0-five,8,11261.52332975,2.0
SFCs:4-Topology:1,sfc1-five,4,4304.04896525,2.0
SFCs:4-Topology:1,sfc2-five,3,5055.228328,2.0
SFCs:4-Topology:1,sfc3-five,6,10864.752623166665,2.0
SFCs:4-Topology:1,sfc0-five,12,3908.3229512499997,2.0
SFCs:4-Topology:1,sfc1-five,4,4571.316976,2.0
SFCs:4-Topology:1,sfc3-five,5,6936.1332488,2.0
SFCs:4-Topology:1,sfc0-five,6,3675.441264333334,2.0
SFCs:4-Topology:1,sfc1-five,4,3776.1960615000003,2.0
SFCs:4-Topology:1,sfc3-five,3,3383.5299,2.0
SFCs:4-Topology:1,sfc0-five,6,2680.2403298333334,2.0
SFCs:4-Topology:1,sfc1-five,10,4532.2591553,2.0
SFCs:4-Topology:1,sfc2-five,2,4267.1472215,2.0
SFCs:4-Topology:1,sfc3-five,4,4239.050042,2.0
SFCs:4-Topology:1,sfc0-five,1,2404.488209,2.0
SFCs:4-Topology:1,sfc1-five,2,5870.575648,2.0
SFCs:4-Topology:1,sfc3-five,4,6290.25780075,2.0
SFCs:4-Topology:1,sfc0-five,15,5949.674990800001,3.0
SFCs:4-Topology:1,sfc1-five,13,4766.325900153845,3.0
SFCs:4-Topology:1,sfc2-five,6,5402.795796166666,3.0
SFCs:4-Topology:1,sfc3-five,10,5979.5967894,3.0
SFCs:4-Topology:1,sfc0-five,7,6094.066361285714,2.0
SFCs:4-Topology:1,sfc1-five,8,4162.718245375,2.0
SFCs:4-Topology:1,sfc2-five,2,6671.788285999999,2.0
SFCs:4-Topology:1,sfc3-five,3,7808.854365333334,2.0
SFCs:4-Topology:1,sfc0-five,6,4428.855595833334,2.0
SFCs:4-Topology:1,sfc1-five,8,5116.282757250001,2.0
SFCs:4-Topology:1,sfc2-five,4,4538.24257,2.0
SFCs:4-Topology:1,sfc3-five,6,5018.4751443333325,2.0
SFCs:4-Topology:1,sfc0-five,10,5041.8039832,2.0
SFCs:4-Topology:1,sfc1-five,4,9556.058486499998,2.0
SFCs:4-Topology:1,sfc2-five,6,5686.837304333334,2.0
SFCs:4-Topology:1,sfc3-five,8,5083.749580750001,2.0
SFCs:4-Topology:1,sfc0-five,6,5755.325962666666,2.0
SFCs:4-Topology:1,sfc1-five,11,8079.727675727274,2.0
SFCs:4-Topology:1,sfc2-five,3,4483.979469666666,2.0
SFCs:4-Topology:1,sfc3-five,2,4113.2470285,2.0
SFCs:4-Topology:1,sfc0-five,10,7832.333247400001,2.0
SFCs:4-Topology:1,sfc1-five,8,3307.865379375,2.0
SFCs:4-Topology:1,sfc2-five,2,6530.1695855,2.0
SFCs:4-Topology:1,sfc3-five,6,7306.706106499999,2.0
SFCs:4-Topology:1,sfc0-five,5,3710.9115653999993,2.0
SFCs:4-Topology:1,sfc1-five,5,6646.956050800001,2.0
SFCs:4-Topology:1,sfc2-five,6,6757.018288833334,2.0
SFCs:4-Topology:1,sfc3-five,3,5014.507235666667,2.0
SFCs:4-Topology:1,sfc0-five,5,6814.929642999999,2.0
SFCs:4-Topology:1,sfc1-five,5,3409.3321212,2.0
SFCs:4-Topology:1,sfc2-five,1,8818.810803,2.0
SFCs:4-Topology:1,sfc3-five,4,4126.73047975,2.0
SFCs:4-Topology:1,sfc0-five,18,6226.09807411111,3.0
SFCs:4-Topology:1,sfc1-five,13,6115.306054615385,3.0
SFCs:4-Topology:1,sfc2-five,9,6975.653155777776,3.0
SFCs:4-Topology:1,sfc3-five,7,4337.278148571429,3.0
SFCs:4-Topology:1,sfc0-five,14,3779.8216135000002,2.0
SFCs:4-Topology:1,sfc1-five,6,9499.446758,2.0
SFCs:4-Topology:1,sfc2-five,7,7570.5430561428575,2.0
SFCs:4-Topology:1,sfc3-five,11,12711.637878818181,2.0
SFCs:4-Topology:1,sfc0-five,14,6338.658447857143,2.0
SFCs:4-Topology:1,sfc1-five,6,8958.973120999999,2.0
SFCs:4-Topology:1,sfc2-five,7,5993.519847857142,2.0
SFCs:4-Topology:1,sfc3-five,6,3933.564979,2.0
SFCs:4-Topology:1,sfc0-five,9,6902.216524444444,2.0
SFCs:4-Topology:1,sfc1-five,10,7032.463828,2.0
SFCs:4-Topology:1,sfc2-five,2,4325.4692975,2.0
SFCs:4-Topology:1,sfc3-five,9,5056.137572555555,2.0
SFCs:4-Topology:1,sfc0-five,7,7942.417350000001,2.0
SFCs:4-Topology:1,sfc1-five,9,9102.932099666667,2.0
SFCs:4-Topology:1,sfc2-five,4,16732.857064,2.0
SFCs:4-Topology:1,sfc3-five,8,5133.210499500001,2.0
SFCs:4-Topology:1,sfc0-five,7,7539.230045142857,2.0
SFCs:4-Topology:1,sfc1-five,6,13959.098313499999,2.0
SFCs:4-Topology:1,sfc2-five,5,5804.7841812,2.0
SFCs:4-Topology:1,sfc3-five,4,10991.33875425,2.0
SFCs:4-Topology:1,sfc0-five,11,3917.9154305454545,2.0
SFCs:4-Topology:1,sfc1-five,6,13422.073726166667,2.0
SFCs:4-Topology:1,sfc2-five,1,3522.72434,2.0
SFCs:4-Topology:1,sfc3-five,8,8460.54059175,2.0
SFCs:4-Topology:1,sfc0-five,10,4144.3282972,2.0
SFCs:4-Topology:1,sfc1-five,6,9928.511748833333,2.0
SFCs:4-Topology:1,sfc2-five,3,4119.899259999999,2.0
SFCs:4-Topology:1,sfc3-five,9,5647.949530777778,2.0
SFCs:4-Topology:1,sfc0-five,10,11944.1693165,2.0
SFCs:4-Topology:1,sfc1-five,6,5350.167217499999,2.0
SFCs:4-Topology:1,sfc2-five,5,7287.348086,2.0
SFCs:4-Topology:1,sfc3-five,6,12962.8466415,2.0
SFCs:4-Topology:1,sfc0-five,9,3402.1256182222223,2.0
SFCs:4-Topology:1,sfc1-five,13,10419.438977307695,2.0
SFCs:4-Topology:1,sfc2-five,7,4130.620240142857,2.0
SFCs:4-Topology:1,sfc3-five,3,5052.479438333334,2.0
SFCs:4-Topology:1,sfc0-five,9,5096.373900555555,2.0
SFCs:4-Topology:1,sfc1-five,8,6284.485751875,2.0
SFCs:4-Topology:1,sfc2-five,2,8754.6524185,2.0
SFCs:4-Topology:1,sfc3-five,4,9121.017842750001,2.0
SFCs:4-Topology:1,sfc0-five,2,3539.7933315,2.0
SFCs:4-Topology:1,sfc1-five,5,12237.6753868,2.0
SFCs:4-Topology:1,sfc2-five,4,9314.535142,2.0
SFCs:4-Topology:1,sfc3-five,6,15420.245308,2.0
SFCs:4-Topology:1,sfc0-five,5,3867.70988,2.0
SFCs:4-Topology:1,sfc1-five,6,5346.2940591666675,2.0
SFCs:4-Topology:1,sfc2-five,2,8302.6846485,2.0
SFCs:4-Topology:1,sfc3-five,6,9644.574063833332,2.0
SFCs:4-Topology:1,sfc0-five,14,10291.6301755,2.0
SFCs:4-Topology:1,sfc1-five,6,4793.3905105,2.0
SFCs:4-Topology:1,sfc2-five,1,4822.665897,2.0
SFCs:4-Topology:1,sfc3-five,4,5207.04012,2.0
SFCs:4-Topology:1,sfc0-five,15,7522.5094807333335,2.0
SFCs:4-Topology:1,sfc1-five,4,4089.2800202500002,2.0
SFCs:4-Topology:1,sfc2-five,3,5794.671424,2.0
SFCs:4-Topology:1,sfc3-five,8,12622.606212749999,2.0
SFCs:4-Topology:1,sfc0-five,14,3391.309209642858,2.0
SFCs:4-Topology:1,sfc1-five,5,4179.145201599999,2.0
SFCs:4-Topology:1,sfc2-five,3,4281.741936666666,2.0
SFCs:4-Topology:1,sfc3-five,5,6894.4026884,2.0
SFCs:4-Topology:1,sfc0-five,7,3671.398033428571,2.0
SFCs:4-Topology:1,sfc1-five,13,5349.114508538461,2.0
SFCs:4-Topology:1,sfc2-five,7,7419.586227,2.0
SFCs:4-Topology:1,sfc3-five,4,5349.407653,2.0
SFCs:4-Topology:1,sfc0-five,13,7398.659453692307,2.0
SFCs:4-Topology:1,sfc1-five,11,5997.549673818183,2.0
