# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
3.00,30.00,5.55,30.85,13.33,0.02,24.39
3.00,42.00,6.79,51.83,22.67,0.02,33.73
3.00,15.00,7.40,68.49,19.00,0.03,30.04
3.00,48.00,5.55,46.28,22.67,0.01,33.91
3.00,18.00,14.81,97.19,23.00,0.05,34.19
3.00,6.00,10.74,68.49,16.00,0.04,27.22
3.00,10.00,11.11,83.30,26.00,0.02,37.21
3.00,4.00,11.11,61.09,19.00,0.03,30.02
3.00,41.00,6.79,39.49,13.33,0.03,24.44
3.00,40.00,6.79,51.22,18.67,0.03,29.71
3.00,24.00,24.07,164.97,22.77,0.06,34.01
3.00,50.00,22.21,167.69,21.67,0.08,33.67
3.00,26.00,22.21,167.84,24.50,0.07,42.20
3.00,25.00,24.07,193.59,21.69,0.09,34.06
3.00,21.00,31.10,227.33,20.80,0.12,34.79
3.00,22.00,34.35,236.44,18.56,0.14,33.38
3.00,0.00,26.34,177.57,19.38,0.11,32.58
3.00,82.00,6.79,35.79,13.33,0.03,24.38
3.00,90.00,9.26,55.54,24.00,0.02,35.11
3.00,57.00,10.18,71.27,23.00,0.03,34.04
3.00,81.00,10.37,59.98,15.20,0.03,26.22
3.00,52.00,12.96,83.30,24.00,0.03,35.08
3.00,79.00,22.21,190.60,25.17,0.07,42.70
3.00,59.00,23.45,182.34,26.83,0.07,40.65
3.00,91.00,25.49,182.20,22.15,0.09,34.06
3.00,61.00,33.09,250.72,22.38,0.10,34.19
3.00,70.00,25.92,204.03,25.57,0.07,38.05
3.00,86.00,49.98,508.39,26.96,0.20,43.45
3.00,92.00,6.79,37.02,10.67,0.03,21.77
3.00,46.00,29.62,264.49,25.12,0.09,36.75
3.00,34.00,49.98,421.15,25.78,0.18,41.23
3.00,60.00,57.39,483.85,24.97,0.19,40.46
