method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8373333333333334, 1.0, 0.6, 229.29, 250.0, 122.0
emulator, 1.1, 1.0, 1.0, 1.0, 249.0, 249.0, 249.0
