method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.847222222222222, 1.0, 0.6666666666666666, 177.81, 204.0, 107.0
emulator, 1.1, 1.0, 1.0, 1.0, 152.0, 152.0, 152.0
