# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
341.00,14.00,1.85,7.40,8.00,0.06,20.99
341.00,7.00,1.85,7.40,8.00,0.06,20.99
341.00,15.00,1.85,7.40,8.00,0.06,20.99
341.00,1.00,1.85,7.40,8.00,0.06,20.99
341.00,17.00,1.85,7.40,8.00,0.06,20.99
341.00,21.00,5.55,36.47,13.60,0.06,26.19
341.00,5.00,1.85,7.40,8.00,0.06,20.99
341.00,20.00,1.85,7.40,8.00,0.06,20.99
341.00,4.00,1.85,7.40,8.00,0.06,20.99
341.00,0.00,1.85,7.40,8.00,0.06,20.99
341.00,2.00,1.85,7.40,8.00,0.06,20.99
341.00,18.00,1.85,7.40,8.00,0.06,20.99
341.00,13.00,1.85,7.40,8.00,0.06,20.99
341.00,12.00,1.85,7.40,8.00,0.06,20.99
341.00,9.00,9.26,70.24,15.56,0.08,28.42
341.00,3.00,9.26,70.24,15.56,0.08,28.42
341.00,6.00,20.36,145.55,19.38,0.12,34.03
341.00,8.00,20.36,146.88,18.50,0.15,34.64
341.00,44.00,1.85,7.40,8.00,0.06,20.99
341.00,41.00,1.85,7.40,8.00,0.06,20.99
341.00,36.00,1.85,7.40,8.00,0.06,20.99
341.00,19.00,1.85,7.40,8.00,0.06,20.99
341.00,33.00,1.85,7.40,8.00,0.06,20.99
341.00,16.00,1.85,7.40,8.00,0.06,20.99
341.00,10.00,1.85,7.40,8.00,0.06,20.99
341.00,23.00,1.85,7.40,8.00,0.06,20.99
341.00,22.00,1.85,7.40,8.00,0.06,20.99
341.00,29.00,1.85,7.40,8.00,0.06,20.99
341.00,34.00,1.85,7.40,8.00,0.06,20.99
341.00,26.00,1.85,7.40,8.00,0.06,20.99
341.00,11.00,1.85,7.40,8.00,0.06,20.99
341.00,25.00,1.85,7.40,8.00,0.06,20.99
341.00,32.00,1.85,7.40,8.00,0.06,20.99
341.00,35.00,1.85,7.40,8.00,0.06,20.99
341.00,30.00,1.85,7.40,8.00,0.06,20.99
