# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,7.00,5.55,36.10,15.00,0.01,26.11
1.00,4.00,7.40,57.39,23.00,0.01,34.11
1.00,18.00,16.66,87.93,21.00,0.01,32.11
1.00,9.00,11.11,73.43,20.67,0.01,31.78
1.00,13.00,18.51,110.70,21.20,0.01,32.31
1.00,17.00,18.51,145.19,20.29,0.02,31.40
1.00,2.00,7.40,64.79,20.00,0.01,31.11
1.00,15.00,20.36,152.86,21.71,0.02,32.83
1.00,8.00,20.36,147.04,21.71,0.02,32.83
1.00,11.00,18.51,142.81,21.14,0.02,32.26
1.00,20.00,3.70,29.62,20.00,0.01,31.11
1.00,23.00,3.70,24.07,14.00,0.01,25.11
1.00,21.00,7.40,43.50,19.00,0.01,30.11
1.00,27.00,3.70,29.62,20.00,0.01,31.11
1.00,24.00,9.26,73.43,23.33,0.01,34.45
1.00,26.00,12.96,74.66,23.33,0.01,34.45
1.00,25.00,22.21,135.40,18.86,0.02,29.97
1.00,38.00,5.55,33.32,24.00,0.01,35.11
1.00,39.00,9.26,67.88,21.33,0.01,32.45
1.00,42.00,3.70,29.62,20.00,0.01,31.11
1.00,53.00,5.55,60.16,22.00,0.01,33.11
1.00,54.00,3.70,29.62,20.00,0.01,31.11
1.00,34.00,3.70,29.62,20.00,0.01,31.11
1.00,40.00,3.70,27.77,18.00,0.01,29.11
1.00,49.00,5.55,44.43,18.00,0.01,29.11
1.00,29.00,6.79,59.24,17.33,0.01,28.45
1.00,41.00,22.21,161.05,18.22,0.02,29.34
1.00,31.00,22.21,169.38,20.50,0.02,31.61
1.00,33.00,12.96,79.14,19.00,0.01,30.11
1.00,37.00,24.07,163.37,21.25,0.01,32.37
1.00,80.00,3.70,25.92,16.00,0.01,27.11
1.00,73.00,3.70,31.47,22.00,0.01,33.11
1.00,68.00,7.40,45.35,20.00,0.01,31.11
1.00,57.00,7.40,48.13,22.00,0.01,33.11
1.00,62.00,11.11,82.84,19.50,0.02,30.61
1.00,56.00,6.79,56.77,19.33,0.01,30.45
1.00,58.00,3.70,24.07,16.00,0.01,27.11
1.00,65.00,9.26,81.45,18.50,0.02,29.61
1.00,74.00,3.70,27.77,18.00,0.01,29.11
1.00,76.00,16.66,94.87,21.00,0.01,32.11
1.00,64.00,14.81,98.58,23.00,0.01,34.11
1.00,77.00,12.96,98.11,22.00,0.01,33.11
1.00,82.00,25.92,196.41,19.00,0.03,30.11
1.00,79.00,24.07,177.71,19.78,0.03,30.89
1.00,46.00,20.13,162.44,20.50,0.02,31.61
1.00,63.00,20.36,127.42,21.33,0.01,32.45
1.00,66.00,3.70,31.47,22.00,0.01,33.11
1.00,84.00,7.40,49.98,19.00,0.01,30.11
1.00,86.00,7.40,61.71,20.00,0.01,31.11
1.00,70.00,3.70,25.92,16.00,0.01,27.11
1.00,72.00,11.11,69.11,22.67,0.01,33.78
1.00,90.00,7.40,53.68,19.00,0.01,30.11
1.00,96.00,11.11,83.77,20.50,0.01,31.61
1.00,85.00,3.70,33.32,24.00,0.01,35.11
1.00,69.00,12.96,98.85,18.80,0.02,29.91
1.00,92.00,5.55,41.65,18.00,0.01,29.11
1.00,83.00,7.40,59.24,22.00,0.01,33.11
1.00,87.00,9.26,70.96,20.00,0.01,31.11
1.00,93.00,9.26,74.66,21.33,0.01,32.45
1.00,60.00,25.92,161.52,19.50,0.02,30.62
1.00,88.00,9.26,72.81,19.33,0.02,30.45
1.00,67.00,33.32,226.03,22.80,0.03,33.92
1.00,110.00,3.70,27.77,20.00,0.01,31.11
1.00,109.00,5.55,33.32,24.00,0.01,35.11
1.00,101.00,3.70,33.32,24.00,0.01,35.11
1.00,124.00,3.70,27.77,18.00,0.01,29.11
1.00,104.00,7.40,54.61,21.00,0.02,32.11
1.00,97.00,3.70,29.62,20.00,0.01,31.11
1.00,111.00,16.66,99.96,18.40,0.01,29.51
1.00,106.00,20.36,141.31,21.00,0.03,32.11
1.00,105.00,7.40,62.32,18.67,0.01,29.78
1.00,100.00,14.81,102.93,20.00,0.02,31.11
1.00,98.00,12.96,100.33,19.20,0.02,30.31
1.00,135.00,3.70,27.77,18.00,0.01,29.11
1.00,134.00,7.40,54.61,19.00,0.01,30.11
1.00,129.00,3.70,31.47,22.00,0.01,33.11
1.00,153.00,7.40,62.32,18.67,0.01,29.78
1.00,112.00,7.40,40.73,18.00,0.01,29.11
1.00,131.00,3.70,31.47,22.00,0.01,33.11
1.00,119.00,3.70,29.62,20.00,0.01,31.11
1.00,118.00,11.11,66.64,19.33,0.01,30.45
1.00,141.00,7.40,64.17,19.33,0.02,30.45
1.00,159.00,11.11,87.47,20.50,0.02,31.61
1.00,122.00,5.55,46.28,22.00,0.01,33.11
1.00,114.00,11.11,57.39,24.00,0.01,35.11
1.00,120.00,7.40,54.61,24.00,0.01,35.11
1.00,115.00,14.07,107.74,20.80,0.02,31.91
1.00,123.00,25.92,214.74,20.60,0.03,31.71
1.00,145.00,16.66,137.52,19.71,0.02,30.83
1.00,162.00,3.70,24.07,16.00,0.01,27.11
1.00,140.00,7.40,44.43,20.00,0.01,31.11
1.00,169.00,3.70,22.21,12.00,0.01,23.11
1.00,151.00,3.70,29.62,20.00,0.01,31.11
1.00,136.00,3.70,27.77,18.00,0.01,29.11
1.00,157.00,11.11,63.56,20.00,0.01,31.11
1.00,156.00,7.40,67.26,19.33,0.01,30.45
1.00,183.00,9.26,78.21,19.50,0.01,30.61
1.00,154.00,5.55,42.58,21.00,0.01,32.11
1.00,171.00,3.70,29.62,20.00,0.01,31.11
1.00,161.00,11.11,60.16,24.00,0.01,35.11
1.00,149.00,3.70,20.36,12.00,0.01,23.11
1.00,147.00,18.51,125.57,21.67,0.01,32.78
1.00,144.00,5.55,46.28,19.00,0.01,30.11
1.00,137.00,14.81,119.40,20.67,0.01,31.78
1.00,167.00,9.26,63.56,20.00,0.01,31.11
1.00,184.00,11.11,68.49,23.33,0.01,34.45
1.00,164.00,18.51,158.28,20.00,0.02,31.11
1.00,160.00,11.11,80.99,19.50,0.01,30.61
1.00,186.00,12.59,94.78,19.60,0.01,30.71
1.00,108.00,31.47,189.44,21.33,0.02,32.45
1.00,181.00,12.34,112.92,18.00,0.02,29.11
1.00,103.00,29.62,200.85,20.20,0.02,31.32
1.00,150.00,24.07,198.28,21.33,0.03,32.45
1.00,142.00,37.29,296.06,22.14,0.04,33.26
1.00,211.00,7.40,43.50,21.00,0.01,32.11
1.00,176.00,3.70,22.21,12.00,0.01,23.11
1.00,177.00,3.70,29.62,20.00,0.01,31.11
1.00,202.00,5.55,33.32,24.00,0.01,35.11
1.00,170.00,3.70,31.47,22.00,0.01,33.11
1.00,173.00,9.26,72.66,17.50,0.01,28.61
1.00,188.00,3.70,31.47,22.00,0.01,33.11
1.00,208.00,11.11,82.84,21.00,0.01,32.11
1.00,201.00,12.96,71.58,22.67,0.01,33.78
1.00,198.00,3.70,25.92,18.00,0.01,29.11
1.00,194.00,3.70,22.21,16.00,0.02,27.11
1.00,204.00,3.70,25.92,18.00,0.01,29.11
1.00,187.00,3.70,33.32,24.00,0.01,35.11
1.00,212.00,12.96,94.04,18.00,0.01,29.11
1.00,209.00,5.55,33.32,24.00,0.01,35.11
1.00,174.00,9.26,69.42,17.50,0.01,28.61
1.00,185.00,14.81,93.02,20.50,0.02,31.61
1.00,199.00,16.66,91.63,23.00,0.01,34.11
1.00,190.00,25.92,128.97,21.33,0.02,32.45
1.00,179.00,12.96,86.27,16.40,0.02,27.51
1.00,197.00,10.18,80.99,19.00,0.01,30.11
1.00,191.00,20.36,170.52,19.11,0.02,30.22
1.00,175.00,16.66,140.43,19.14,0.02,30.26
1.00,193.00,24.07,162.67,21.00,0.02,32.12
1.00,207.00,18.51,129.58,21.00,0.01,32.11
1.00,200.00,18.51,119.09,20.33,0.02,31.45
1.00,206.00,37.02,251.61,22.33,0.02,33.45
1.00,180.00,29.62,221.77,22.60,0.02,33.72
1.00,205.00,22.21,169.62,21.25,0.02,32.36
1.00,195.00,22.21,167.64,19.11,0.02,30.23
1.00,158.00,22.21,173.39,20.67,0.02,31.78
1.00,217.00,3.70,24.07,16.00,0.01,27.11
1.00,218.00,3.70,24.07,16.00,0.01,27.11
1.00,219.00,5.55,33.32,24.00,0.01,35.11
1.00,223.00,5.55,43.50,20.00,0.01,31.11
1.00,224.00,5.55,46.28,21.00,0.01,32.11
1.00,213.00,11.11,52.76,24.00,0.01,35.11
1.00,222.00,11.11,75.90,23.33,0.01,34.45
1.00,221.00,18.51,91.63,21.00,0.01,32.11
