method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.85, 0.975, 0.725, 49.9, 54.0, 46.0
emulator, 2, 0.975, 0.975, 0.975, 54.0, 54.0, 54.0
