# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
487.00,19.00,1.88,8.46,8.00,0.04,19.33
487.00,11.00,1.88,8.46,8.00,0.04,19.33
487.00,24.00,1.88,8.46,8.00,0.04,19.33
487.00,27.00,1.88,8.46,8.00,0.04,19.33
487.00,10.00,1.88,8.46,8.00,0.04,19.33
487.00,26.00,1.88,8.46,8.00,0.04,19.33
487.00,17.00,1.88,8.46,8.00,0.04,19.33
487.00,0.00,1.88,8.46,8.00,0.04,19.33
487.00,9.00,1.88,8.46,8.00,0.04,19.33
487.00,12.00,1.88,8.46,8.00,0.04,19.33
487.00,32.00,1.88,8.46,8.00,0.04,19.33
487.00,34.00,1.88,8.46,8.00,0.04,19.33
487.00,5.00,1.88,8.46,8.00,0.04,19.33
487.00,22.00,1.88,8.46,8.00,0.04,19.33
487.00,4.00,1.88,8.46,8.00,0.04,19.33
487.00,23.00,1.88,8.46,8.00,0.04,19.33
487.00,20.00,1.88,8.46,8.00,0.04,19.33
487.00,7.00,1.88,8.46,8.00,0.04,19.33
487.00,15.00,1.88,8.46,8.00,0.04,19.33
487.00,13.00,1.88,8.46,8.00,0.04,19.33
487.00,28.00,1.88,8.46,8.00,0.04,19.33
487.00,6.00,1.88,8.46,8.00,0.04,19.33
487.00,8.00,1.88,8.46,8.00,0.04,19.33
487.00,2.00,1.88,8.46,8.00,0.04,19.33
487.00,25.00,5.64,35.95,16.00,0.05,30.37
487.00,16.00,1.88,8.46,8.00,0.04,19.33
487.00,21.00,1.88,8.46,8.00,0.04,19.33
487.00,3.00,10.34,62.30,17.14,0.06,36.33
487.00,14.00,7.52,51.38,16.67,0.04,27.92
487.00,18.00,19.74,135.03,17.87,0.09,30.49
487.00,1.00,25.38,191.03,19.50,0.12,33.53
487.00,47.00,1.88,8.46,8.00,0.04,19.33
487.00,50.00,1.88,8.46,8.00,0.04,19.33
487.00,52.00,1.88,8.46,8.00,0.04,19.33
487.00,48.00,1.88,8.46,8.00,0.04,19.33
487.00,60.00,1.88,8.46,8.00,0.04,19.33
487.00,61.00,1.88,8.46,8.00,0.04,19.33
487.00,40.00,1.88,8.46,8.00,0.04,19.33
487.00,51.00,1.88,8.46,8.00,0.04,19.33
487.00,43.00,1.88,8.46,8.00,0.04,19.33
487.00,33.00,1.88,8.46,8.00,0.04,19.33
487.00,39.00,1.88,8.46,8.00,0.04,19.33
487.00,45.00,1.88,8.46,8.00,0.04,19.33
487.00,31.00,1.88,8.46,8.00,0.04,19.33
487.00,56.00,1.88,15.98,10.00,0.04,21.33
487.00,63.00,1.88,8.46,8.00,0.04,19.33
487.00,44.00,1.88,8.46,8.00,0.04,19.33
487.00,62.00,1.88,8.46,8.00,0.04,19.33
487.00,29.00,1.88,15.98,10.00,0.04,21.33
487.00,54.00,1.88,8.46,8.00,0.04,19.33
487.00,30.00,1.88,8.46,8.00,0.04,19.33
487.00,37.00,4.70,31.49,15.00,0.03,26.28
487.00,49.00,1.88,8.46,8.00,0.04,19.33
487.00,38.00,7.52,51.38,16.67,0.04,27.92
487.00,53.00,10.34,63.78,17.14,0.06,29.29
487.00,36.00,20.68,144.45,18.62,0.09,31.21
487.00,46.00,22.56,167.87,19.11,0.10,32.20
487.00,42.00,28.20,193.66,20.00,0.11,33.28
487.00,55.00,16.92,106.36,17.50,0.07,29.31
487.00,41.00,29.14,221.60,20.45,0.14,35.34
487.00,69.00,1.88,8.46,8.00,0.04,19.33
487.00,67.00,1.88,8.46,8.00,0.04,19.33
487.00,66.00,1.88,8.46,8.00,0.04,19.33
487.00,65.00,1.88,8.46,8.00,0.04,19.33
487.00,64.00,1.88,8.46,8.00,0.04,19.33
487.00,68.00,1.88,8.46,8.00,0.04,19.33
487.00,70.00,1.88,8.46,8.00,0.04,19.33
487.00,57.00,1.88,8.46,8.00,0.04,19.33
487.00,58.00,27.26,209.94,19.64,0.13,34.18
487.00,59.00,25.38,189.62,19.30,0.11,32.90
487.00,81.00,1.88,8.46,8.00,0.04,19.33
487.00,77.00,1.88,8.46,8.00,0.04,19.33
487.00,84.00,1.88,8.46,8.00,0.04,19.33
487.00,76.00,1.88,8.46,8.00,0.04,19.33
487.00,73.00,1.88,8.46,8.00,0.04,19.33
487.00,88.00,1.88,8.46,8.00,0.04,19.33
487.00,90.00,1.88,8.46,8.00,0.04,19.33
487.00,92.00,1.88,8.46,8.00,0.04,19.33
487.00,93.00,1.88,8.46,8.00,0.04,19.33
487.00,80.00,1.88,8.46,8.00,0.04,19.33
487.00,83.00,1.88,8.46,8.00,0.04,19.33
487.00,89.00,1.88,8.46,8.00,0.04,19.33
487.00,78.00,1.88,8.46,8.00,0.04,19.33
487.00,79.00,4.70,31.49,15.00,0.03,26.28
487.00,82.00,1.88,8.46,8.00,0.04,19.33
487.00,71.00,4.70,31.02,14.50,0.04,25.90
487.00,72.00,16.92,108.71,17.67,0.07,29.45
487.00,85.00,16.92,111.53,18.00,0.07,29.93
487.00,87.00,16.92,108.16,17.33,0.08,29.33
487.00,35.00,71.43,534.73,23.65,0.34,40.39
487.00,97.00,1.88,8.46,8.00,0.04,19.33
487.00,99.00,1.88,8.46,8.00,0.04,19.33
487.00,98.00,1.88,8.46,8.00,0.04,19.33
487.00,86.00,1.88,8.46,8.00,0.04,19.33
487.00,91.00,1.88,8.46,8.00,0.04,19.33
487.00,96.00,21.62,161.71,18.67,0.10,32.04
487.00,95.00,30.08,225.04,20.26,0.12,34.39
487.00,75.00,31.96,239.67,19.68,0.16,35.16
487.00,94.00,38.54,286.13,21.14,0.18,37.45
487.00,74.00,52.63,415.63,23.03,0.27,39.35
