method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.0545625, 0.5208333333333334, 0.0, 14047.62, 50000.0, 21.0
surrogate, 2, 0.09064583333333333, 0.5208333333333334, 0.020833333333333332, 30.3905, 35.0, 21.0
surrogate, 3, 0.10494791666666668, 0.5208333333333334, 0.020833333333333332, 29.246, 35.0, 21.0
surrogate, 4, 0.10002083333333332, 0.5208333333333334, 0.020833333333333332, 28.0735, 35.0, 21.0
surrogate, 5, 0.09032291666666666, 0.5208333333333334, 0.020833333333333332, 27.0325, 35.0, 21.0
surrogate, 6, 0.074875, 0.5208333333333334, 0.020833333333333332, 25.6225, 36.0, 21.0
surrogate, 7, 0.07971875, 0.5833333333333334, 0.020833333333333332, 24.8685, 36.0, 19.0
surrogate, 8, 0.09905208333333333, 0.5833333333333334, 0.020833333333333332, 25.109, 37.0, 19.0
surrogate, 9, 0.10748958333333332, 0.6041666666666666, 0.020833333333333332, 24.7985, 37.0, 19.0
surrogate, 10, 0.1385833333333333, 0.6458333333333334, 0.020833333333333332, 25.0205, 37.0, 19.0
surrogate, 11, 0.03363541666666667, 0.6666666666666666, 0.020833333333333332, 21.3465, 37.0, 19.0
surrogate, 12, 0.03515625, 0.6666666666666666, 0.020833333333333332, 21.3475, 37.0, 19.0
surrogate, 13, 0.04572916666666666, 0.6666666666666666, 0.020833333333333332, 21.5995, 37.0, 19.0
surrogate, 14, 0.0616875, 0.6666666666666666, 0.020833333333333332, 21.9395, 37.0, 19.0
surrogate, 15, 0.0865625, 0.6666666666666666, 0.020833333333333332, 22.429, 37.0, 19.0
surrogate, 16, 0.08265625, 0.6666666666666666, 0.020833333333333332, 21.775, 37.0, 19.0
surrogate, 17, 0.06282291666666666, 0.6666666666666666, 0.020833333333333332, 20.5965, 36.0, 19.0
surrogate, 18, 0.08254166666666665, 0.6875, 0.020833333333333332, 21.2275, 36.0, 19.0
surrogate, 19, 0.10053125, 0.6875, 0.020833333333333332, 21.9845, 36.0, 19.0
surrogate, 20, 0.10165625, 0.6875, 0.020833333333333332, 22.405, 36.0, 19.0
surrogate, 21, 0.13232291666666668, 0.6875, 0.020833333333333332, 24.0975, 36.0, 19.0
surrogate, 22, 0.14720833333333333, 0.6875, 0.020833333333333332, 24.813, 36.0, 19.0
surrogate, 23, 0.14325, 0.6875, 0.020833333333333332, 24.545, 36.0, 19.0
surrogate, 24, 0.14945833333333333, 0.7708333333333334, 0.020833333333333332, 24.5715, 35.0, 19.0
surrogate, 25, 0.14983333333333335, 0.7708333333333334, 0.020833333333333332, 24.096, 35.0, 19.0
surrogate, 26, 0.13121875, 0.7708333333333334, 0.020833333333333332, 23.269, 35.0, 19.0
surrogate, 27, 0.11342708333333333, 0.7708333333333334, 0.020833333333333332, 22.486, 35.0, 19.0
surrogate, 28, 0.11023958333333335, 0.7708333333333334, 0.020833333333333332, 22.081, 35.0, 19.0
surrogate, 29, 0.06140625, 0.7708333333333334, 0.020833333333333332, 19.6725, 35.0, 19.0
surrogate, 30, 0.045281249999999995, 0.7708333333333334, 0.041666666666666664, 19.096, 35.0, 19.0
surrogate, 31, 0.045479166666666654, 0.7708333333333334, 0.041666666666666664, 19.101, 35.0, 19.0
surrogate, 32, 0.045479166666666654, 0.7708333333333334, 0.041666666666666664, 19.101, 35.0, 19.0
surrogate, 33, 0.045479166666666654, 0.7708333333333334, 0.041666666666666664, 19.101, 35.0, 19.0
surrogate, 34, 0.045479166666666654, 0.7708333333333334, 0.041666666666666664, 19.101, 35.0, 19.0
surrogate, 35, 0.045479166666666654, 0.7708333333333334, 0.041666666666666664, 19.101, 35.0, 19.0
surrogate, 36, 0.045479166666666654, 0.7708333333333334, 0.041666666666666664, 19.101, 35.0, 19.0
surrogate, 37, 0.045479166666666654, 0.7708333333333334, 0.041666666666666664, 19.101, 35.0, 19.0
surrogate, 38, 0.04526041666666666, 0.7708333333333334, 0.041666666666666664, 19.0945, 35.0, 19.0
surrogate, 39, 0.045541666666666654, 0.7708333333333334, 0.041666666666666664, 19.101, 35.0, 19.0
surrogate, 40, 0.04583333333333333, 0.7708333333333334, 0.041666666666666664, 19.108, 35.0, 19.0
surrogate, 41, 0.04522916666666666, 0.7708333333333334, 0.041666666666666664, 19.092, 35.0, 19.0
surrogate, 42, 0.04522916666666666, 0.7708333333333334, 0.041666666666666664, 19.092, 35.0, 19.0
surrogate, 43, 0.04544791666666666, 0.7708333333333334, 0.041666666666666664, 19.0975, 35.0, 19.0
surrogate, 44, 0.04576041666666666, 0.7708333333333334, 0.041666666666666664, 19.105, 35.0, 19.0
surrogate, 45, 0.04562499999999999, 0.7708333333333334, 0.041666666666666664, 19.1005, 35.0, 19.0
surrogate, 46, 0.04602083333333333, 0.7708333333333334, 0.041666666666666664, 19.1095, 35.0, 19.0
surrogate, 47, 0.04589583333333333, 0.7708333333333334, 0.041666666666666664, 19.106, 35.0, 19.0
surrogate, 48, 0.04443749999999999, 0.8541666666666666, 0.041666666666666664, 19.0695, 33.0, 19.0
surrogate, 49, 0.04452083333333333, 0.8541666666666666, 0.041666666666666664, 19.072, 33.0, 19.0
surrogate, 50, 0.04452083333333333, 0.8541666666666666, 0.041666666666666664, 19.072, 33.0, 19.0
surrogate, 51, 0.044677083333333326, 0.8541666666666666, 0.041666666666666664, 19.0745, 33.0, 19.0
surrogate, 52, 0.04494791666666666, 0.8541666666666666, 0.041666666666666664, 19.08, 33.0, 19.0
