method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.843125, 0.9583333333333334, 0.7083333333333334, 239.89, 249.0, 127.0
surrogate, 2, 0.8704166666666667, 0.9583333333333334, 0.7083333333333334, 232.81, 249.0, 127.0
surrogate, 3, 0.8816666666666666, 0.9583333333333334, 0.7083333333333334, 226.69, 250.0, 80.0
surrogate, 4, 0.8862499999999999, 0.9583333333333334, 0.7083333333333334, 223.02, 250.0, 80.0
surrogate, 5, 0.8891666666666667, 0.9583333333333334, 0.7083333333333334, 215.15, 250.0, 80.0
surrogate, 6, 0.9004166666666668, 0.9583333333333334, 0.7083333333333334, 216.75, 250.0, 80.0
surrogate, 7, 0.8964583333333335, 0.9583333333333334, 0.7083333333333334, 209.1, 250.0, 63.0
surrogate, 8, 0.9006250000000001, 1.0, 0.7083333333333334, 203.5, 250.0, 63.0
emulator, 8.1, 1.0, 1.0, 1.0, 250.0, 250.0, 250.0
