# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,31.00,5.55,28.69,24.00,0.04,35.67
1.00,0.00,3.70,20.36,18.00,0.03,29.13
1.00,9.00,4.63,34.80,24.80,0.04,36.20
1.00,22.00,5.55,41.50,23.33,0.05,41.50
1.00,42.00,6.48,35.91,20.80,0.04,32.16
1.00,10.00,6.79,40.26,18.67,0.10,33.81
1.00,32.00,4.63,34.62,22.40,0.06,35.01
1.00,18.00,5.18,39.25,24.00,0.05,38.38
1.00,45.00,7.10,46.28,21.33,0.10,36.14
1.00,1.00,11.92,87.47,25.00,0.10,38.90
1.00,5.00,12.03,82.84,22.31,0.10,36.28
1.00,29.00,14.05,127.90,26.86,0.18,44.84
1.00,13.00,21.73,184.76,28.64,0.21,51.14
1.00,61.00,3.70,28.69,22.00,0.03,33.13
1.00,95.00,3.70,24.53,24.00,0.03,35.13
1.00,80.00,5.18,38.32,24.80,0.04,36.09
1.00,77.00,10.18,86.00,23.82,0.11,38.74
1.00,58.00,18.05,109.72,21.00,0.31,37.24
1.00,66.00,8.86,51.70,24.00,0.07,36.52
1.00,51.00,12.03,94.38,24.46,0.14,40.91
1.00,91.00,15.33,112.72,20.75,0.20,44.33
1.00,52.00,15.74,119.10,20.00,0.26,36.38
1.00,7.00,27.90,225.21,24.52,0.46,40.72
1.00,30.00,30.61,244.14,23.53,0.54,39.76
1.00,83.00,4.63,36.47,22.40,0.05,36.84
1.00,62.00,7.22,54.61,26.40,0.09,40.70
1.00,50.00,29.62,256.71,23.69,0.49,39.92
