method, generation, latency, ar
surrogate, 1, 42.0, 0.925
surrogate, 2, 42.0, 0.925
surrogate, 3, 42.0, 0.925
surrogate, 4, 42.0, 0.925
surrogate, 5, 42.0, 0.925
surrogate, 6, 47.0, 0.9375
surrogate, 6, 42.0, 0.925
surrogate, 7, 47.0, 0.9375
surrogate, 7, 42.0, 0.925
surrogate, 8, 47.0, 0.9375
surrogate, 8, 42.0, 0.925
surrogate, 9, 47.0, 0.9375
surrogate, 9, 42.0, 0.925
surrogate, 10, 47.0, 0.9375
surrogate, 10, 47.0, 0.9375
surrogate, 10, 42.0, 0.925
surrogate, 11, 47.0, 0.9375
surrogate, 11, 47.0, 0.9375
surrogate, 11, 42.0, 0.925
surrogate, 12, 47.0, 0.9375
surrogate, 12, 47.0, 0.9375
surrogate, 12, 42.0, 0.925
surrogate, 13, 47.0, 0.9375
surrogate, 13, 47.0, 0.9375
surrogate, 13, 42.0, 0.925
surrogate, 14, 47.0, 0.9375
surrogate, 14, 47.0, 0.9375
surrogate, 14, 42.0, 0.925
surrogate, 15, 47.0, 0.9375
surrogate, 15, 47.0, 0.9375
surrogate, 15, 47.0, 0.9375
surrogate, 15, 47.0, 0.9375
surrogate, 15, 42.0, 0.925
surrogate, 16, 47.0, 0.9375
surrogate, 16, 47.0, 0.9375
surrogate, 16, 47.0, 0.9375
surrogate, 16, 47.0, 0.9375
surrogate, 16, 42.0, 0.925
surrogate, 17, 45.0, 0.9375
surrogate, 17, 42.0, 0.925
surrogate, 18, 45.0, 0.9375
surrogate, 18, 45.0, 0.9375
surrogate, 18, 42.0, 0.925
surrogate, 19, 45.0, 0.9375
surrogate, 19, 45.0, 0.9375
surrogate, 19, 42.0, 0.925
surrogate, 20, 43.0, 0.9375
surrogate, 20, 42.0, 0.925
surrogate, 21, 43.0, 0.9375
surrogate, 21, 42.0, 0.925
surrogate, 22, 43.0, 0.9375
surrogate, 22, 42.0, 0.925
surrogate, 23, 43.0, 0.9375
surrogate, 23, 42.0, 0.925
surrogate, 24, 43.0, 0.9375
surrogate, 24, 42.0, 0.925
surrogate, 25, 43.0, 0.9375
surrogate, 25, 42.0, 0.925
surrogate, 26, 43.0, 0.9375
surrogate, 26, 42.0, 0.925
surrogate, 27, 43.0, 0.9375
surrogate, 27, 41.0, 0.925
surrogate, 28, 43.0, 0.9375
surrogate, 28, 41.0, 0.925
surrogate, 29, 45.0, 0.9625
surrogate, 29, 43.0, 0.9375
surrogate, 29, 41.0, 0.925
