method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8438888888888887, 1.0, 0.6111111111111112, 202.15, 236.0, 123.0
emulator, 1.1, 1.0, 1.0, 1.0, 200.0, 200.0, 200.0
