# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
352.00,1.00,1.88,9.40,11.00,0.03,22.29
352.00,8.00,1.88,9.40,11.00,0.03,22.29
352.00,7.00,1.88,9.40,11.00,0.03,22.29
352.00,14.00,1.88,9.40,11.00,0.03,22.29
352.00,2.00,1.88,9.40,11.00,0.03,22.29
352.00,18.00,1.88,9.40,11.00,0.03,22.29
352.00,19.00,1.88,9.40,11.00,0.03,22.29
352.00,15.00,1.88,9.40,11.00,0.03,22.29
352.00,6.00,1.88,9.40,11.00,0.03,22.29
352.00,25.00,1.88,9.40,11.00,0.03,22.29
352.00,3.00,1.88,9.40,11.00,0.03,22.29
352.00,23.00,1.88,9.40,11.00,0.03,22.29
352.00,4.00,1.88,9.40,11.00,0.03,22.29
352.00,12.00,1.88,9.40,11.00,0.03,22.29
352.00,9.00,1.88,9.40,11.00,0.03,22.29
352.00,11.00,2.58,17.98,13.00,0.03,24.41
352.00,21.00,3.76,32.01,14.50,0.04,25.85
352.00,10.00,3.45,25.30,14.00,0.04,25.29
352.00,13.00,3.76,32.01,14.50,0.04,25.85
352.00,22.00,1.88,9.40,11.00,0.03,22.29
352.00,30.00,1.88,9.40,11.00,0.03,22.29
352.00,43.00,1.88,9.40,11.00,0.03,22.29
352.00,29.00,1.88,9.40,11.00,0.03,22.29
352.00,33.00,1.88,9.40,11.00,0.03,22.29
352.00,45.00,1.88,9.40,11.00,0.03,22.29
352.00,37.00,1.88,9.40,11.00,0.03,22.29
352.00,32.00,1.88,9.40,11.00,0.03,22.29
352.00,16.00,1.88,9.40,11.00,0.03,22.29
352.00,35.00,1.88,9.40,11.00,0.03,22.29
352.00,34.00,1.88,9.40,11.00,0.03,22.29
352.00,26.00,1.88,9.40,11.00,0.03,22.29
352.00,38.00,6.58,53.03,16.15,0.04,27.47
352.00,24.00,14.10,108.04,19.82,0.08,32.37
352.00,20.00,7.52,58.64,16.43,0.05,28.04
352.00,0.00,16.92,131.58,21.08,0.08,33.25
352.00,31.00,18.80,146.82,21.71,0.09,34.43
352.00,49.00,1.88,9.40,11.00,0.03,22.29
352.00,56.00,1.88,9.40,11.00,0.03,22.29
352.00,40.00,1.88,9.40,11.00,0.03,22.29
352.00,54.00,1.88,9.40,11.00,0.03,22.29
352.00,57.00,1.88,9.40,11.00,0.03,22.29
352.00,51.00,1.88,9.40,11.00,0.03,22.29
352.00,55.00,1.88,9.40,11.00,0.03,22.29
352.00,44.00,1.88,9.40,11.00,0.03,22.29
352.00,48.00,1.88,9.40,11.00,0.03,22.29
352.00,39.00,1.88,9.40,11.00,0.03,22.29
352.00,50.00,1.88,9.40,11.00,0.03,22.29
352.00,58.00,1.88,9.40,11.00,0.03,22.29
352.00,41.00,1.88,9.40,11.00,0.03,22.29
352.00,63.00,1.88,9.40,11.00,0.03,22.29
352.00,42.00,1.88,9.40,11.00,0.03,22.29
352.00,52.00,2.58,17.86,12.50,0.04,23.90
352.00,59.00,7.05,57.74,16.14,0.06,29.16
352.00,27.00,11.75,94.79,19.20,0.06,31.28
352.00,47.00,18.33,141.21,21.48,0.09,34.12
352.00,46.00,16.92,133.43,21.23,0.08,33.43
352.00,17.00,30.08,220.02,23.74,0.13,38.29
352.00,69.00,1.88,9.40,11.00,0.03,22.29
352.00,71.00,1.88,9.40,11.00,0.03,22.29
352.00,66.00,1.88,9.40,11.00,0.03,22.29
352.00,67.00,1.88,9.40,11.00,0.03,22.29
352.00,62.00,1.88,9.40,11.00,0.03,22.29
352.00,84.00,1.88,9.40,11.00,0.03,22.29
352.00,64.00,8.93,69.90,17.00,0.07,29.45
352.00,5.00,36.66,276.88,24.26,0.16,39.77
352.00,61.00,16.45,121.19,20.50,0.07,32.45
352.00,65.00,26.79,196.19,23.49,0.11,36.98
352.00,53.00,16.45,121.24,20.50,0.07,32.45
352.00,96.00,1.88,9.40,11.00,0.03,22.29
352.00,89.00,1.88,9.40,11.00,0.03,22.29
352.00,88.00,1.88,9.40,11.00,0.03,22.29
352.00,80.00,1.88,9.40,11.00,0.03,22.29
352.00,98.00,1.88,9.40,11.00,0.03,22.29
352.00,77.00,1.88,9.40,11.00,0.03,22.29
352.00,91.00,1.88,9.40,11.00,0.03,22.29
352.00,79.00,1.88,9.40,11.00,0.03,22.29
352.00,68.00,1.88,9.40,11.00,0.03,22.29
352.00,72.00,1.88,10.57,13.00,0.03,24.20
352.00,83.00,1.88,9.40,11.00,0.03,22.29
352.00,36.00,33.37,246.95,24.24,0.15,39.25
352.00,28.00,16.45,122.85,20.58,0.08,32.92
352.00,78.00,1.88,9.40,11.00,0.03,22.29
352.00,75.00,1.88,9.40,11.00,0.03,22.29
352.00,95.00,1.88,9.40,11.00,0.03,22.29
