method, generation, power, ar
surrogate, 1, 191.0, 1.0
surrogate, 1, 167.0, 0.9166666666666666
surrogate, 1, 158.0, 0.875
surrogate, 1, 150.0, 0.8333333333333334
emulator, 1.1, 203.0, 1.0
