method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.858125, 0.925, 0.8, 47.25, 49.0, 46.0
surrogate, 2, 0.883125, 0.925, 0.8, 47.2, 49.0, 46.0
surrogate, 3, 0.8924999999999998, 0.925, 0.8375, 47.0, 49.0, 46.0
surrogate, 4, 0.9037499999999999, 0.925, 0.875, 47.15, 49.0, 46.0
surrogate, 5, 0.903125, 0.925, 0.8875, 46.95, 49.0, 46.0
surrogate, 6, 0.9031249999999998, 0.925, 0.875, 46.75, 49.0, 46.0
surrogate, 7, 0.8918750000000001, 0.9375, 0.7625, 46.45, 49.0, 45.0
surrogate, 8, 0.8962500000000002, 0.9375, 0.825, 46.4, 49.0, 45.0
surrogate, 9, 0.89625, 0.9375, 0.8, 46.25, 49.0, 45.0
surrogate, 10, 0.8924999999999998, 0.95, 0.775, 46.2, 49.0, 44.0
