# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
6.00,4.00,11.11,74.97,23.00,0.05,34.30
6.00,2.00,12.03,77.75,20.00,0.04,31.08
6.00,8.00,42.80,242.34,20.71,0.15,35.36
6.00,18.00,38.87,267.72,23.14,0.07,34.34
6.00,23.00,68.55,515.19,23.03,0.28,39.72
6.00,5.00,58.88,471.34,22.77,0.25,38.41
6.00,86.00,7.40,53.68,19.00,0.02,30.06
6.00,89.00,17.03,92.93,24.00,0.03,35.05
6.00,67.00,7.40,57.39,21.00,0.01,32.31
6.00,34.00,14.02,81.98,16.57,0.05,27.78
6.00,70.00,12.96,88.33,19.43,0.03,30.43
6.00,52.00,12.96,65.59,13.71,0.03,24.73
6.00,25.00,14.81,103.90,22.50,0.02,33.74
6.00,32.00,14.81,96.49,21.50,0.03,32.52
6.00,30.00,27.77,180.49,16.27,0.09,28.31
6.00,49.00,33.32,236.39,22.44,0.07,33.66
6.00,83.00,41.33,295.87,23.50,0.11,35.50
6.00,87.00,47.39,377.64,23.52,0.19,39.63
6.00,43.00,37.02,292.30,24.10,0.10,35.47
6.00,9.00,83.30,707.69,25.07,0.32,43.27
6.00,21.00,81.45,762.12,27.09,0.31,44.94
6.00,68.00,81.45,752.80,28.23,0.23,39.99
6.00,37.00,83.30,743.11,26.22,0.28,43.62
6.00,38.00,92.33,873.99,27.33,0.39,60.78
