method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8385714285714287, 1.0, 0.5714285714285714, 162.5, 195.0, 115.0
emulator, 1.1, 1.0, 1.0, 1.0, 110.0, 110.0, 110.0
