method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.805625, 0.8625, 0.7125, 47.45, 48.0, 46.0
surrogate, 2, 0.8993750000000003, 0.975, 0.8, 47.3, 48.0, 46.0
