method, generation, latency, ar
surrogate, 1, 48.0, 0.9375
surrogate, 1, 45.0, 0.925
surrogate, 2, 48.0, 0.9375
surrogate, 2, 45.0, 0.925
surrogate, 3, 47.0, 0.9375
surrogate, 3, 45.0, 0.925
surrogate, 4, 47.0, 0.9375
surrogate, 4, 45.0, 0.925
surrogate, 4, 43.0, 0.7875
surrogate, 5, 46.0, 0.9375
surrogate, 5, 45.0, 0.925
surrogate, 5, 43.0, 0.7875
surrogate, 6, 46.0, 0.9375
surrogate, 6, 45.0, 0.925
surrogate, 6, 43.0, 0.7875
surrogate, 7, 46.0, 0.9375
surrogate, 7, 45.0, 0.925
surrogate, 7, 43.0, 0.7875
surrogate, 8, 44.0, 0.95
surrogate, 8, 40.0, 0.7875
