generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
395,0.14375,0.21875,0.09375,172.50159943706032,353.57328192389343,97.25419939111566
396,0.14375,0.21875,0.125,172.32372552348394,322.58464996362403,131.14976188605613
397,0.1425,0.21875,0.125,169.21938561463986,342.8358138834453,131.14976188605613
398,0.1434375,0.21875,0.09375,170.70100115553257,343.88910256662336,97.25419939111566
399,0.144375,0.25,0.125,171.59178947494914,389.4668630303457,131.14976188605613
400,0.146875,0.21875,0.09375,177.64531908267818,296.92274277324344,99.47044343796854
401,0.1478125,0.25,0.09375,180.12895300477444,360.2242974561195,99.47044343796854
402,0.1459375,0.25,0.09375,174.74214673620952,359.9310308747089,97.25419939111566
403,0.1421875,0.21875,0.09375,168.07131630239326,305.3502021179494,97.25419939111566
404,0.138125,0.21875,0.09375,158.6070000393706,314.35832325471733,97.25419939111566
405,0.138125,0.1875,0.09375,159.53940238494147,284.2970753237568,97.25419939111566
406,0.13875,0.21875,0.09375,162.28044738793747,344.31274917594646,99.47044343796854
407,0.1409375,0.21875,0.09375,165.46886442708714,309.95357561880485,99.47044343796854
408,0.1425,0.21875,0.125,169.88196059379604,321.1666299132804,131.14976188605613
409,0.144375,0.21875,0.125,173.64867810245323,326.85948554623513,131.14976188605613
410,0.1446875,0.25,0.09375,172.43722071431884,381.9343239334204,97.25419939111566
411,0.143125,0.21875,0.09375,169.74702182316014,330.8766671353849,97.25419939111566
412,0.15,0.21875,0.125,182.83044922983262,350.91948761340916,131.14976188605613
413,0.1434375,0.21875,0.09375,170.02869511379618,340.8799038594618,97.25419939111566
414,0.144375,0.21875,0.09375,172.18617611880276,338.95603591299425,97.25419939111566
415,0.1396875,0.21875,0.09375,165.7332917313368,348.1764088822307,97.25419939111566
416,0.1421875,0.21875,0.125,170.688097238549,317.08286218766773,131.14976188605613
417,0.1446875,0.21875,0.09375,174.61466067554215,326.4187497126122,97.25419939111566
418,0.1459375,0.21875,0.125,177.51081630591563,321.94355349065995,131.14976188605613
419,0.148125,0.28125,0.125,180.0020682897389,457.400159512503,131.14976188605613
420,0.149375,0.25,0.125,184.91132956015173,389.5588449919424,131.14976188605613
421,0.146875,0.25,0.125,179.84738851534325,400.0036343525138,131.14976188605613
422,0.1465625,0.21875,0.125,178.7844067560358,352.8273513752153,131.14976188605613
423,0.1459375,0.21875,0.09375,179.24723252834886,359.7601531117901,99.47044343796854
424,0.143125,0.1875,0.125,170.45173629837936,271.83066598270307,131.14976188605613
425,0.146875,0.25,0.09375,179.08135424388513,404.83063085336266,97.25419939111566
426,0.141875,0.1875,0.125,167.79815246410206,283.27296247581734,131.14976188605613
427,0.1475,0.25,0.125,179.59264243250865,411.6239905583767,131.14976188605613
428,0.1475,0.21875,0.125,179.86857005660127,355.84876248357705,131.14976188605613
429,0.151875,0.25,0.125,188.26720523464064,394.4129470738762,131.14976188605613
430,0.153125,0.25,0.125,188.81208184320658,378.9081037303223,131.14976188605613
431,0.146875,0.21875,0.09375,178.73931508878988,344.38776428732774,107.99786009788916
432,0.1453125,0.3125,0.09375,175.90258157758618,511.82194031982095,97.25419939111566
433,0.1459375,0.21875,0.09375,176.23201477451923,317.7298988380928,97.25419939111566
434,0.1446875,0.25,0.09375,175.48798777616386,390.93741714509997,97.25419939111566
435,0.14625,0.25,0.09375,178.86303238678894,416.3447459353587,97.25419939111566
436,0.14875,0.25,0.09375,183.5088638749225,368.4531563962803,97.25419939111566
437,0.1428125,0.21875,0.125,170.199196559862,309.19830796605277,131.14976188605613
438,0.143125,0.25,0.09375,170.3039672332922,394.4820511916968,97.25419939111566
439,0.1484375,0.25,0.09375,182.0839150863573,393.7260695008787,97.25419939111566
440,0.14875,0.25,0.09375,182.99408038196947,383.4924364616098,99.47044343796854
441,0.1471875,0.21875,0.09375,181.05696347221266,340.35378529368603,97.25419939111566
442,0.141875,0.25,0.09375,169.5719186860249,416.58260060465665,97.25419939111566
443,0.1396875,0.1875,0.09375,164.57934312241187,286.5258203533839,97.25419939111566
444,0.144375,0.25,0.09375,175.30929944576422,392.6848456935767,97.25419939111566
445,0.1475,0.25,0.09375,181.98114850299436,413.70847271362595,108.19722616916357
