method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.8619230769230768, 0.9615384615384616, 0.6923076923076923, 207.76, 222.0, 144.0
surrogate, 2, 0.873076923076923, 0.9615384615384616, 0.6923076923076923, 201.33, 222.0, 144.0
surrogate, 3, 0.8853846153846158, 1.0, 0.6923076923076923, 198.92, 221.0, 122.0
emulator, 3.1, 1.0, 1.0, 1.0, 208.0, 208.0, 208.0
