generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
1,0.63875,0.8125,0.4375,1460.6896133968746,1898.9494582242141,976.8948882911083
2,0.6028125,0.78125,0.4375,1369.1305212793864,1833.336417228528,987.6977411853251
3,0.57625,0.75,0.40625,1294.6226484268063,1732.1433054855695,861.4758009991455
4,0.54375,0.84375,0.34375,1211.1139092692345,1994.4535151396224,712.7079879139578
5,0.5415625,0.75,0.28125,1201.0326267801993,1698.3515854697753,558.5353965105419
6,0.4971875,0.6875,0.28125,1094.1046077426254,1640.2814206313606,558.5353965105419
7,0.466875,0.65625,0.28125,1017.0888257588995,1491.1966961732676,558.5353965105419
8,0.444375,0.65625,0.25,962.3529561990264,1504.7504963317726,530.7299339159764
9,0.420625,0.5625,0.25,905.9651518087842,1292.1279171416268,537.1183163966062
10,0.3953125,0.59375,0.25,845.8619387014566,1300.9340991316749,537.1183163966062
11,0.390625,0.625,0.25,834.8569145134564,1431.3197267000883,490.2499568053281
12,0.3778125,0.53125,0.25,796.5797041629302,1156.7877180519683,457.04531818194044
13,0.3709375,0.53125,0.21875,779.6988414117676,1183.8759851708692,412.1096185269864
14,0.3465625,0.5,0.21875,721.3546480080641,1112.7693849045377,400.4517719226578
15,0.325625,0.53125,0.1875,672.7527865924012,1162.8879869872956,361.03939572592566
16,0.3103125,0.46875,0.1875,638.2652105651529,1069.2216682638405,305.88757373935664
17,0.298125,0.5,0.1875,611.0725198362923,1054.4664254040135,305.88757373935664
18,0.2809375,0.4375,0.15625,566.4684902265504,979.0839952902323,269.2256936699196
19,0.274375,0.40625,0.125,551.9563985487437,900.9316261064969,269.2256936699196
20,0.2640625,0.5,0.15625,529.1617366113535,1181.6532774654827,269.2256936699196
21,0.263125,0.46875,0.15625,527.2333805062405,1035.8621540961262,254.09808615998833
22,0.2515625,0.4375,0.15625,498.7949991453508,985.5131319936199,281.5578998810726
23,0.24625,0.375,0.15625,484.2255483329292,790.7817943422904,261.5812300617487
24,0.2446875,0.375,0.15625,480.03895802957675,832.8769438023501,261.5812300617487
25,0.239375,0.375,0.125,461.4409377391312,832.8769438023501,231.3100263583931
26,0.2409375,0.4375,0.125,465.7207466785883,923.7679573697287,201.12096538170113
27,0.2240625,0.34375,0.15625,418.6539480466207,728.1254913015391,258.973641280602
28,0.22125,0.375,0.125,411.27501393912274,715.837082928455,193.15152980791086
29,0.2128125,0.375,0.125,394.4098008164417,776.0497851144906,189.55951257306782
30,0.203125,0.375,0.125,372.19833146026,814.9315416608822,198.03610970326622
31,0.20625,0.34375,0.09375,378.8611304955648,675.4996370431596,149.91683956623535
32,0.1959375,0.3125,0.125,354.2492297052104,615.0351730312746,186.31737071267474
33,0.1896875,0.3125,0.125,341.12125810624536,629.3228707267751,187.49417093682717
34,0.180625,0.28125,0.09375,320.23426800266395,572.782488916552,146.07137742101804
35,0.176875,0.28125,0.125,312.14305626975573,562.2032444921088,190.4798111812035
36,0.1765625,0.25,0.09375,309.3971984632992,528.0803879928891,145.99878391727873
37,0.17625,0.3125,0.125,306.7708796557165,609.7030831722427,178.02202306939307
38,0.1753125,0.28125,0.09375,301.3901305516108,585.2991981783189,156.67420859699868
39,0.1834375,0.34375,0.125,318.0258335723382,669.6116851085424,178.39416077714753
40,0.18,0.25,0.125,308.0838600365255,513.3189924775415,178.39416077714753
41,0.18,0.3125,0.125,304.6845811233485,634.2419588244206,178.39416077714753
42,0.178125,0.28125,0.09375,297.6599519465572,575.935065477476,156.0219320408313
43,0.1753125,0.25,0.09375,293.2134250271697,463.45116322781513,156.0219320408313
44,0.1721875,0.28125,0.09375,284.2867451888854,532.9530331489236,156.21309202060738
45,0.16875,0.28125,0.09375,278.8309805431717,520.8772933098576,143.1021225415392
46,0.1590625,0.25,0.09375,257.9206772172995,449.77162495383214,137.7222261994123
47,0.1525,0.25,0.09375,247.4777335064896,426.2532690701,142.1512241911334
48,0.145,0.21875,0.09375,236.334283469938,444.958697036188,136.18940187346453
