method, generation, power, ar
surrogate, 1, 248.0, 0.9761904761904762
surrogate, 1, 240.0, 0.9523809523809523
surrogate, 1, 240.0, 0.9523809523809523
surrogate, 1, 232.0, 0.9285714285714286
surrogate, 1, 232.0, 0.9285714285714286
surrogate, 1, 232.0, 0.9285714285714286
surrogate, 1, 176.0, 0.9047619047619048
surrogate, 1, 71.0, 0.8095238095238095
surrogate, 2, 232.0, 0.9761904761904762
surrogate, 2, 176.0, 0.9047619047619048
surrogate, 2, 80.0, 0.8809523809523809
surrogate, 2, 71.0, 0.8095238095238095
surrogate, 3, 232.0, 0.9761904761904762
surrogate, 3, 176.0, 0.9047619047619048
surrogate, 3, 80.0, 0.8809523809523809
surrogate, 3, 71.0, 0.8095238095238095
surrogate, 4, 249.0, 1.0
surrogate, 4, 232.0, 0.9761904761904762
surrogate, 4, 224.0, 0.9523809523809523
surrogate, 4, 168.0, 0.9285714285714286
surrogate, 4, 80.0, 0.8809523809523809
surrogate, 4, 71.0, 0.8095238095238095
emulator, 4.1, 248.0, 1.0
