method, generation, average_ar, max_ar, min_ar, average_latency, max_latency, min_latency
surrogate, 1, 0.825, 0.925, 0.675, 48.65, 50.0, 46.0
surrogate, 2, 0.8412499999999999, 0.925, 0.725, 48.4, 50.0, 46.0
surrogate, 3, 0.8537500000000001, 0.925, 0.725, 48.0, 50.0, 46.0
surrogate, 4, 0.86625, 0.925, 0.725, 47.75, 50.0, 46.0
surrogate, 5, 0.86875, 0.925, 0.725, 47.5, 50.0, 46.0
surrogate, 6, 0.88125, 0.925, 0.775, 47.6, 50.0, 46.0
surrogate, 7, 0.8825000000000001, 0.925, 0.8, 47.45, 50.0, 46.0
surrogate, 8, 0.8850000000000001, 0.925, 0.8, 47.15, 49.0, 46.0
surrogate, 9, 0.8887500000000002, 0.95, 0.8, 46.95, 49.0, 45.0
emulator, 10, 0.95, 0.95, 0.95, 50.0, 50.0, 50.0
