# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
148.00,3.00,1.88,8.46,8.00,0.02,19.09
148.00,18.00,1.88,8.46,8.00,0.02,19.09
148.00,20.00,1.88,8.46,8.00,0.02,19.09
148.00,8.00,1.88,8.46,8.00,0.02,19.09
148.00,11.00,1.88,8.46,8.00,0.02,19.09
148.00,0.00,1.88,8.46,8.00,0.02,19.09
148.00,5.00,1.88,8.46,8.00,0.02,19.09
148.00,6.00,1.88,8.46,8.00,0.02,19.09
148.00,14.00,1.88,8.46,8.00,0.02,19.09
148.00,7.00,1.88,8.46,8.00,0.02,19.09
148.00,1.00,1.88,8.46,8.00,0.02,19.09
148.00,12.00,5.26,40.79,12.80,0.04,24.14
148.00,15.00,5.26,40.79,12.80,0.04,24.14
148.00,19.00,1.88,8.46,8.00,0.02,19.09
148.00,17.00,1.88,8.46,8.00,0.02,19.09
148.00,9.00,1.88,8.46,8.00,0.02,19.09
148.00,4.00,1.88,8.46,8.00,0.02,19.09
148.00,2.00,1.88,8.46,8.00,0.02,19.09
148.00,13.00,31.02,251.59,20.80,0.09,32.27
148.00,10.00,38.54,305.29,23.48,0.08,32.14
148.00,39.00,1.88,8.46,8.00,0.02,19.09
148.00,31.00,1.88,8.46,8.00,0.02,19.09
148.00,43.00,1.88,8.46,8.00,0.02,19.09
148.00,32.00,1.88,8.46,8.00,0.02,19.09
148.00,33.00,1.88,8.46,8.00,0.02,19.09
148.00,21.00,1.88,8.46,8.00,0.02,19.09
148.00,29.00,1.88,8.46,8.00,0.02,19.09
148.00,46.00,3.45,29.76,15.33,0.02,26.43
148.00,16.00,52.63,401.76,24.29,0.12,35.94
148.00,27.00,1.88,8.46,8.00,0.02,19.09
148.00,23.00,1.88,8.46,8.00,0.02,19.09
148.00,41.00,1.88,8.46,8.00,0.02,19.09
148.00,24.00,1.88,8.46,8.00,0.02,19.09
148.00,26.00,1.88,8.46,8.00,0.02,19.09
148.00,22.00,1.88,8.46,8.00,0.02,19.09
148.00,28.00,1.88,8.46,8.00,0.02,19.09
148.00,30.00,1.88,8.46,8.00,0.02,19.09
148.00,40.00,1.88,8.46,8.00,0.02,19.09
148.00,49.00,1.88,8.46,8.00,0.02,19.09
148.00,52.00,1.88,8.46,8.00,0.02,19.09
148.00,34.00,18.80,143.53,17.18,0.06,28.86
148.00,37.00,38.54,301.49,23.33,0.08,32.20
148.00,42.00,31.96,247.45,20.32,0.09,31.59
148.00,69.00,1.88,8.46,8.00,0.02,19.09
148.00,71.00,1.88,8.46,8.00,0.02,19.09
148.00,72.00,1.88,8.46,8.00,0.02,19.09
148.00,64.00,1.88,8.46,8.00,0.02,19.09
148.00,65.00,1.88,8.46,8.00,0.02,19.09
148.00,62.00,1.88,8.46,8.00,0.02,19.09
148.00,54.00,1.88,8.46,8.00,0.02,19.09
148.00,63.00,1.88,8.46,8.00,0.02,19.09
148.00,51.00,1.88,8.46,8.00,0.02,19.09
148.00,55.00,1.88,8.46,8.00,0.02,19.09
148.00,50.00,1.88,8.46,8.00,0.02,19.09
148.00,56.00,1.88,8.46,8.00,0.02,19.09
148.00,58.00,1.88,8.46,8.00,0.02,19.09
148.00,48.00,1.88,8.46,8.00,0.02,19.09
148.00,59.00,1.88,8.46,8.00,0.02,19.09
148.00,60.00,1.88,8.46,8.00,0.02,19.09
148.00,45.00,1.88,8.46,8.00,0.02,19.09
148.00,36.00,1.88,8.46,8.00,0.02,19.09
148.00,44.00,1.88,8.46,8.00,0.02,19.09
