method, generation, average_ar, max_ar, min_ar, average_power, max_power, min_power
surrogate, 1, 0.85875, 1.0, 0.6875, 171.89, 203.0, 107.0
emulator, 1.1, 1.0, 1.0, 1.0, 166.0, 166.0, 166.0
