# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
2.00,3.00,12.59,76.64,19.20,0.01,30.72
2.00,80.00,13.58,74.97,16.00,0.02,27.16
2.00,71.00,9.26,71.46,20.80,0.01,32.18
2.00,98.00,9.26,79.97,24.00,0.01,35.44
2.00,70.00,10.37,72.20,20.00,0.02,31.33
2.00,64.00,10.64,52.76,15.00,0.02,26.15
2.00,90.00,12.34,93.18,22.67,0.02,34.06
2.00,34.00,14.02,93.35,16.57,0.02,27.80
2.00,17.00,18.51,119.77,19.60,0.02,31.11
2.00,2.00,21.60,138.43,23.56,0.02,35.20
2.00,89.00,15.97,104.36,21.00,0.02,32.48
2.00,62.00,16.66,117.86,20.00,0.02,31.38
2.00,22.00,11.11,74.36,17.33,0.02,28.59
2.00,39.00,12.96,103.40,22.29,0.02,33.72
2.00,76.00,14.81,82.15,15.00,0.02,26.21
2.00,93.00,35.17,276.46,24.53,0.06,35.43
2.00,32.00,38.87,304.92,24.10,0.05,35.13
2.00,23.00,38.87,246.03,20.00,0.06,30.91
2.00,79.00,33.32,239.78,23.11,0.03,34.78
2.00,18.00,35.17,260.53,23.68,0.04,35.02
2.00,25.00,42.91,314.37,21.27,0.08,32.45
2.00,8.00,47.82,265.49,21.33,0.08,32.30
2.00,5.00,57.39,496.54,24.58,0.10,35.81
2.00,50.00,72.00,556.38,25.78,0.09,36.78
2.00,84.00,89.97,678.54,22.80,0.19,35.04
2.00,10.00,81.45,798.12,29.14,0.13,39.90
