# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
1.00,23.00,1.41,10.10,18.00,0.02,29.10
1.00,30.00,1.88,12.53,20.00,0.04,31.68
1.00,57.00,3.13,21.15,16.00,0.07,29.13
1.00,55.00,2.63,20.58,22.40,0.05,35.75
1.00,52.00,2.82,16.45,20.00,0.03,31.32
1.00,97.00,1.41,8.93,16.00,0.03,27.38
1.00,56.00,5.17,30.55,22.86,0.04,34.26
1.00,67.00,2.82,18.56,17.33,0.04,31.23
1.00,35.00,3.76,25.61,21.50,0.04,33.05
1.00,79.00,2.35,17.11,22.40,0.03,33.79
1.00,9.00,3.52,26.08,22.00,0.06,34.79
1.00,20.00,2.82,21.30,20.67,0.05,40.94
1.00,75.00,3.05,22.48,24.67,0.03,36.08
1.00,90.00,1.88,15.27,22.00,0.04,33.38
1.00,91.00,2.82,18.64,15.33,0.05,31.19
1.00,39.00,2.35,15.27,23.00,0.03,34.35
1.00,19.00,3.29,27.46,22.86,0.04,35.97
1.00,73.00,4.86,31.43,20.89,0.07,33.80
1.00,37.00,3.76,29.84,21.50,0.05,39.84
1.00,41.00,8.93,60.96,18.00,0.17,35.36
1.00,14.00,7.99,61.99,22.82,0.14,39.47
1.00,70.00,8.46,68.02,24.00,0.12,39.91
1.00,77.00,9.87,73.42,23.14,0.15,39.84
1.00,71.00,7.99,62.18,23.65,0.12,39.54
1.00,1.00,9.58,68.58,23.90,0.11,38.95
1.00,51.00,8.46,65.49,23.00,0.17,40.85
1.00,21.00,12.85,94.16,23.57,0.24,40.42
1.00,18.00,15.59,108.24,20.73,0.33,36.90
1.00,24.00,9.40,63.58,18.60,0.20,44.02
1.00,69.00,12.57,101.45,23.31,0.25,39.79
1.00,12.00,15.51,117.19,23.94,0.27,40.29
1.00,86.00,18.29,140.14,22.74,0.42,38.91
1.00,83.00,22.91,222.34,29.58,0.45,45.78
