# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
4.00,43.00,0.94,8.46,20.00,0.01,31.37
4.00,17.00,2.82,12.69,24.00,0.01,35.26
4.00,6.00,1.41,12.45,24.00,0.01,35.38
4.00,10.00,2.58,16.80,21.00,0.01,32.20
4.00,1.00,3.29,21.08,18.29,0.01,29.50
4.00,40.00,3.45,19.89,16.67,0.02,27.76
4.00,7.00,3.48,18.14,19.20,0.02,30.28
4.00,0.00,5.17,38.13,22.73,0.02,33.82
4.00,28.00,5.64,40.36,21.17,0.02,32.22
4.00,50.00,7.38,54.43,25.29,0.03,36.33
4.00,68.00,0.94,7.05,14.00,0.01,25.37
4.00,45.00,1.72,9.40,13.33,0.01,24.73
4.00,83.00,2.23,17.62,20.00,0.01,31.25
4.00,91.00,1.88,13.39,19.00,0.01,30.40
4.00,84.00,2.58,14.22,20.00,0.01,31.18
4.00,69.00,2.63,17.29,15.20,0.02,26.32
4.00,74.00,4.57,25.78,17.14,0.03,28.22
4.00,90.00,4.23,31.38,18.67,0.02,29.73
4.00,76.00,6.58,43.69,18.14,0.03,29.40
4.00,58.00,7.52,59.21,22.50,0.03,33.56
4.00,71.00,5.64,40.32,20.67,0.03,31.74
4.00,59.00,6.11,51.28,26.00,0.02,37.05
4.00,36.00,11.70,90.95,25.74,0.05,37.48
4.00,64.00,2.82,15.63,19.00,0.01,30.35
4.00,79.00,2.35,20.02,24.00,0.01,35.34
4.00,77.00,14.10,130.62,26.40,0.09,39.63
4.00,99.00,1.88,13.47,20.00,0.01,31.30
4.00,97.00,1.88,14.22,20.00,0.01,31.31
4.00,49.00,16.03,137.88,26.88,0.11,41.06
4.00,61.00,14.10,123.91,24.00,0.09,36.96
4.00,93.00,14.10,129.24,27.80,0.06,45.39
