# generation,individual,mean_max_link,mean_total_link,mean_total_delay,mean_cpu,latency
2.00,61.00,2.35,13.39,24.00,0.01,35.25
2.00,30.00,2.23,16.10,22.00,0.01,33.33
2.00,55.00,2.23,15.16,20.00,0.01,31.32
2.00,10.00,1.88,14.92,22.00,0.01,33.23
2.00,56.00,2.82,15.19,20.00,0.02,31.08
2.00,27.00,2.58,13.98,18.00,0.01,29.19
2.00,16.00,2.23,15.98,24.00,0.01,35.41
2.00,7.00,3.13,19.03,18.67,0.01,29.90
2.00,31.00,4.43,24.37,16.57,0.02,27.69
2.00,51.00,1.72,10.34,16.00,0.01,27.19
2.00,2.00,2.82,16.29,18.00,0.01,29.30
2.00,13.00,2.82,20.91,19.33,0.01,30.53
2.00,57.00,6.98,47.95,22.46,0.03,33.63
2.00,19.00,5.17,38.26,21.09,0.02,32.20
2.00,48.00,7.52,51.25,22.25,0.03,33.31
2.00,6.00,8.06,58.36,23.25,0.04,34.54
2.00,73.00,0.94,7.99,16.00,0.01,27.29
2.00,82.00,1.88,9.87,22.00,0.01,33.24
2.00,74.00,2.63,17.95,18.40,0.02,29.51
2.00,75.00,1.88,13.16,18.67,0.01,29.91
2.00,67.00,0.94,9.87,22.00,0.01,33.37
2.00,70.00,2.58,18.21,22.00,0.01,33.30
2.00,92.00,2.63,19.27,23.20,0.01,34.41
2.00,81.00,6.58,44.41,19.83,0.04,31.21
2.00,84.00,7.21,53.91,26.83,0.02,37.89
2.00,88.00,6.58,46.52,22.00,0.03,33.09
2.00,83.00,1.88,13.16,24.00,0.01,35.23
2.00,90.00,6.58,47.43,20.86,0.03,31.95
2.00,54.00,14.57,121.68,25.68,0.07,37.54
2.00,64.00,13.16,111.99,25.00,0.07,36.99
2.00,5.00,16.86,141.53,27.68,0.12,42.82
