generation,avg_ar,max_ar,min_ar,avg_latency,max_latency,min_latency
1,0.6403125,0.84375,0.40625,1445.8156822775004,1922.486328345454,891.9916006243625
2,0.5984375,0.78125,0.40625,1340.8692321083813,1782.5597894186603,884.3502353221593
3,0.5646875,0.78125,0.40625,1262.5342202342451,1830.5405730404082,880.5653215934518
4,0.5384375,0.75,0.375,1201.6019033549783,1710.661852912191,801.576316578984
5,0.5328125,0.75,0.28125,1177.0407887408246,1785.8660550896489,632.1073383554385
6,0.5021875,0.71875,0.28125,1110.3359029485837,1606.9853988836726,594.9221959771683
7,0.468125,0.65625,0.25,1037.0537045837184,1452.0385583683933,514.4805133135337
8,0.43375,0.625,0.25,956.0568549404235,1387.0217136363085,570.5965134367591
9,0.3965625,0.59375,0.25,870.2857628498517,1324.8516504179624,527.335650085103
10,0.3790625,0.5625,0.21875,835.4775929447845,1248.4533519859451,440.2498662652415
11,0.3475,0.5,0.1875,758.8473640387165,1137.7478984900245,395.29883083339155
12,0.3246875,0.53125,0.1875,702.5575780284023,1203.981630232514,395.29883083339155
13,0.3178125,0.46875,0.1875,682.3165638253985,1051.3513143960695,354.0617957188223
14,0.3059375,0.4375,0.15625,650.9911757412832,986.5020236659357,255.1365273533117
15,0.2846875,0.40625,0.1875,598.8632110762591,943.2223837949057,307.71259210980145
16,0.275,0.4375,0.15625,572.5609464881185,993.248497510877,298.6543091443891
17,0.2678125,0.40625,0.125,548.4370306932861,953.8707156728054,233.93509086812924
18,0.255,0.40625,0.09375,526.2912694698255,886.879333433566,180.8872227194756
19,0.233125,0.375,0.09375,469.0161030147458,841.6648060010277,172.93087376538816
20,0.2115625,0.375,0.09375,416.55606944482713,814.6554146870803,139.2796003010967
21,0.2015625,0.34375,0.09375,389.7575576085325,741.0988628818722,135.9670117250908
22,0.2021875,0.34375,0.09375,388.5507385388235,712.9411806114251,135.9670117250908
23,0.200625,0.375,0.09375,384.7132200950511,787.4025659886588,153.4756038677209
24,0.199375,0.3125,0.09375,382.53425491381256,648.9063935046404,178.7866548326981
25,0.19375,0.34375,0.09375,368.2824210455357,745.5805864926332,151.55909360418465
26,0.1934375,0.3125,0.0625,362.81699014652696,640.268755179318,109.22762957991385
27,0.171875,0.34375,0.09375,313.92123816509076,694.7353021154469,150.77338903774563
28,0.165625,0.28125,0.0625,300.0030074014089,593.3736240935842,82.67377518066894
29,0.15625,0.375,0.03125,280.6372757433693,763.7639101177433,50.53545726042409
30,0.154375,0.3125,0.0625,277.73687869481904,683.3540969215953,97.94271271076222
31,0.1553125,0.28125,0.0625,279.16609437126584,496.3930323501509,96.9452788142277
32,0.1425,0.25,0.0625,251.18244103574042,455.2167826944003,100.97789664076407
33,0.139375,0.25,0.03125,244.7654779667788,471.5503558222197,52.57320729389139
34,0.1328125,0.21875,0.03125,230.6285348648133,474.54416431370413,50.53545726042409
35,0.1246875,0.25,0.0625,213.01815572261694,518.1041760648523,91.87234485075857
36,0.13125,0.25,0.0625,223.38134979396193,523.9658828015992,80.03001480258746
37,0.125,0.25,0.0625,209.65084443408995,473.07194809540704,85.31753555875044
38,0.12625,0.21875,0.0625,210.68093811171266,416.87023996626965,82.67377518066894
39,0.12,0.21875,0.0625,197.7727473425338,411.8203189766599,82.67377518066894
40,0.1140625,0.21875,0.0625,184.4660144152039,385.0103246166107,80.03001480258746
41,0.109375,0.1875,0.03125,174.57441930067452,375.6617125735048,39.513724349561
42,0.1078125,0.1875,0.0625,171.79393096833195,357.92451026345987,80.03001480258746
43,0.104375,0.1875,0.0625,162.1310262885649,351.2162625913553,80.03001480258746
44,0.0984375,0.15625,0.0625,148.4152424765097,311.5577027797382,80.03001480258746
45,0.0996875,0.1875,0.03125,147.35428848968868,307.9856741920248,44.37207152033632
46,0.0925,0.15625,0.03125,137.26318919823507,270.5006918927351,44.37207152033632
47,0.0859375,0.15625,0.03125,128.7520750628522,326.7339966092725,44.37207152033632
48,0.0865625,0.15625,0.03125,131.21188985155794,303.10491305576113,38.30170366033263
49,0.081875,0.21875,0.03125,126.31127378589646,440.89094566052336,38.30170366033263
50,0.0803125,0.1875,0.03125,122.87303000922579,381.9109836106193,35.65794328225113
51,0.0775,0.15625,0.03125,116.2699659257822,287.086317740883,38.30170366033263
52,0.07875,0.1875,0.03125,117.8183458870726,394.08924853607243,35.65794328225113
53,0.0809375,0.15625,0.0625,122.20459199065198,309.9869427114992,71.42990547041856
54,0.08125,0.15625,0.0625,117.19623024134633,299.46739930682236,71.42990547041856
55,0.0815625,0.15625,0.03125,119.51152383546754,300.65062661368427,35.65794328225113
56,0.0790625,0.15625,0.03125,111.82751103786175,284.1333036957753,35.65794328225113
57,0.0803125,0.15625,0.03125,117.26846583150656,314.6092625653937,35.65794328225113
58,0.0796875,0.15625,0.0625,114.26131383821473,296.4764500040613,71.42990547041856
59,0.0821875,0.15625,0.03125,122.54843365949911,298.04841940371284,35.65794328225113
60,0.0859375,0.15625,0.03125,129.0907702854175,293.4716421043008,35.65794328225113
61,0.0821875,0.15625,0.03125,116.81236049773989,298.48734130997224,35.65794328225113
62,0.0771875,0.15625,0.03125,106.64399596273533,282.77895114080866,35.65794328225113
63,0.0746875,0.15625,0.03125,102.06063381809955,306.9016130580303,35.65794328225113
64,0.07875,0.1875,0.03125,109.46512308070824,350.4897474046142,35.65794328225113
65,0.07875,0.15625,0.03125,112.52903681241152,267.8517899553899,35.65794328225113
66,0.079375,0.1875,0.03125,114.32177129660074,356.4756391942716,35.65794328225113
67,0.0775,0.15625,0.0625,109.68944808505006,320.68247563470635,71.42990547041856
68,0.0790625,0.15625,0.03125,112.2322211568856,319.1804234853792,35.65794328225113
69,0.0809375,0.15625,0.0625,113.28694175910324,293.875087166696,71.42990547041856
70,0.0828125,0.15625,0.03125,117.68745339582462,311.1748966524588,35.77196218816742
71,0.0796875,0.1875,0.03125,110.52220099110959,395.02691814631476,35.77196218816742
72,0.07625,0.125,0.0625,103.81112635089417,260.8302937919859,68.78614509233707
73,0.076875,0.125,0.0625,104.12326115285937,226.25894573622588,68.78614509233707
74,0.07875,0.125,0.0625,110.0290243160898,247.7696623708662,68.78614509233707
75,0.07875,0.125,0.0625,106.57006791161253,228.82768935680593,68.78614509233707
76,0.0784375,0.15625,0.03125,107.56948874666466,287.61759682407694,35.77196218816742
77,0.080625,0.15625,0.0625,112.73023346104091,283.32072876326947,68.78614509233707
78,0.0784375,0.15625,0.0625,108.72171587492976,300.1347889398453,68.78614509233707
79,0.08,0.15625,0.0625,112.1119056441633,282.0230316619096,68.78614509233707
80,0.0803125,0.15625,0.0625,111.82647809245033,300.51115562461905,68.78614509233707
81,0.090625,0.1875,0.0625,130.6362682970251,386.697500944064,68.78614509233707
82,0.090625,0.15625,0.0625,125.27032074550768,300.383422040196,68.78614509233707
83,0.090625,0.1875,0.03125,123.03522397878663,310.3060949705182,35.77196218816742
84,0.0871875,0.15625,0.03125,119.5200992311511,317.3672176883783,43.58922441649561
85,0.0859375,0.1875,0.0625,118.3148650853706,318.574676800133,68.78614509233707
86,0.0915625,0.1875,0.0625,128.9873168801546,344.9868836184262,68.78614509233707
87,0.094375,0.15625,0.03125,131.48285874426037,254.20653823909586,35.77196218816742
88,0.090625,0.15625,0.0625,127.62891108468767,321.1411470666291,68.78614509233707
89,0.09,0.15625,0.0625,123.3738807944345,250.60119257007693,68.78614509233707
90,0.08875,0.1875,0.0625,121.49965841444703,316.6057662363592,68.78614509233707
