method, generation, latency, ar
surrogate, 1, 47.0, 0.9125
surrogate, 1, 46.0, 0.9
surrogate, 2, 47.0, 0.925
surrogate, 2, 46.0, 0.9
surrogate, 3, 47.0, 0.925
surrogate, 3, 46.0, 0.9125
surrogate, 4, 47.0, 0.925
surrogate, 4, 46.0, 0.9125
surrogate, 4, 46.0, 0.9125
surrogate, 5, 49.0, 0.9375
surrogate, 5, 47.0, 0.925
surrogate, 5, 47.0, 0.925
surrogate, 5, 46.0, 0.9125
surrogate, 5, 46.0, 0.9125
surrogate, 6, 49.0, 0.9375
surrogate, 6, 47.0, 0.925
surrogate, 6, 47.0, 0.925
surrogate, 6, 46.0, 0.9125
surrogate, 6, 46.0, 0.9125
surrogate, 7, 49.0, 0.9375
surrogate, 7, 47.0, 0.925
surrogate, 7, 47.0, 0.925
surrogate, 7, 47.0, 0.925
surrogate, 7, 46.0, 0.9125
surrogate, 7, 46.0, 0.9125
surrogate, 8, 49.0, 0.9375
surrogate, 8, 47.0, 0.925
surrogate, 8, 47.0, 0.925
surrogate, 8, 47.0, 0.925
surrogate, 8, 47.0, 0.925
surrogate, 8, 47.0, 0.925
surrogate, 8, 46.0, 0.9125
surrogate, 8, 46.0, 0.9125
surrogate, 9, 48.0, 0.9375
surrogate, 9, 47.0, 0.925
surrogate, 9, 47.0, 0.925
surrogate, 9, 47.0, 0.925
surrogate, 9, 47.0, 0.925
surrogate, 9, 47.0, 0.925
surrogate, 9, 46.0, 0.9125
surrogate, 9, 46.0, 0.9125
surrogate, 10, 48.0, 0.9375
surrogate, 10, 47.0, 0.925
surrogate, 10, 47.0, 0.925
surrogate, 10, 47.0, 0.925
surrogate, 10, 47.0, 0.925
surrogate, 10, 47.0, 0.925
surrogate, 10, 46.0, 0.9125
surrogate, 10, 46.0, 0.9125
surrogate, 10, 42.0, 0.775
surrogate, 11, 48.0, 0.9375
surrogate, 11, 47.0, 0.925
surrogate, 11, 47.0, 0.925
surrogate, 11, 47.0, 0.925
surrogate, 11, 47.0, 0.925
surrogate, 11, 47.0, 0.925
surrogate, 11, 45.0, 0.9125
surrogate, 11, 42.0, 0.775
surrogate, 12, 48.0, 0.9375
surrogate, 12, 47.0, 0.925
surrogate, 12, 47.0, 0.925
surrogate, 12, 47.0, 0.925
surrogate, 12, 47.0, 0.925
surrogate, 12, 47.0, 0.925
surrogate, 12, 45.0, 0.9125
surrogate, 12, 42.0, 0.775
surrogate, 13, 48.0, 0.9375
surrogate, 13, 47.0, 0.925
surrogate, 13, 47.0, 0.925
surrogate, 13, 47.0, 0.925
surrogate, 13, 47.0, 0.925
surrogate, 13, 47.0, 0.925
surrogate, 13, 45.0, 0.9125
surrogate, 13, 42.0, 0.775
surrogate, 14, 46.0, 0.9375
surrogate, 14, 45.0, 0.9125
surrogate, 14, 41.0, 0.8875
surrogate, 15, 46.0, 0.9375
surrogate, 15, 45.0, 0.9125
surrogate, 15, 41.0, 0.8875
surrogate, 16, 46.0, 0.9375
surrogate, 16, 45.0, 0.9125
surrogate, 16, 41.0, 0.8875
surrogate, 17, 46.0, 0.95
surrogate, 17, 45.0, 0.9125
surrogate, 17, 41.0, 0.8875
